	road_name
973	Route de Loëx 151
974	Rue de la Prairie
975	Rue Pécolat 5
976	Unnamed Road
977	Chemin des Rubiettes 4-6
978	Avenue de Châtelaine 97-95
979	Quai du Seujet 24-34
1006	Chemin Rey
1024	Rue de la Tour-Maîtresse 9-7
1025	Rue de la Dôle 5-3
1189	Rue Terreaux-du-Temple 12
