	road_name
976	Rue des Charmilles 1
977	Rue de Saint-Jean 12-22
978	Chemin Sur-Rang 4
979	:ERROR STATUS: NOT_FOUND
980	Rue du Rhône 65-63
981	Cours de Rive 18-20
982	Route de Soral
983	Route de Chancy
984	Rue Lect
985	A1a
986	Chemin du Bois-Brûlé
987	Rue des Bains 28-34
