	index	ID_ACCIDENT	DATE_	GROUPE_ACCIDENT	COMMUNE	CONDITIONS_LUMINEUSES	CONDITIONS_METEO	CONSEQUENCES	COOR_X	COOR_Y	ETAT_ROUTE	GENRE_ROUTE	HEURE	JOUR	LOCALITE	NB_ENFANTS_IMPLIQUES	NB_ENFANTS_ECOLE	NB_BLESSES_LEGERS	NB_BLESSES_GRAVES	NB_TUES	NB_PIETONS	NB_BICYCLETTES	NB_VAE_25	NB_VAE_45	NB_CYCLOMOTEURS	NB_MOTOS_50	NB_MOTOS_125	NB_MOTOS_11KW	NB_VOITURES_TOURISME	NB_VOITURES_LIVRAISON	NB_CAMIONS	NB_BUS	NB_TRAM	E	N	YEAR	MONTH	DAY	CAUSE_g	CAUSE_sg	location.latitude	location.longitude	placeId	road_name
49	1990	1631069.0	2015-08-03	Accident par tamponnement	Genève	Jour	Beau	Autres	6.141181528772372	46.191231818092966	Sèche	Route secondaire	1899-12-30 12:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2499836.0	1116360.0	2015	8	3	Autres mouvements dans la circulation	Marche arrière imprudente	46.191248801075155	6.1411738454242775	ChIJrZql99Z6jEcRIKNnyD655i8	Rue des Battoirs 9
50	1991	1656288.0	2015-10-03	Accident en traversant une route	Genève	Jour	Couvert	Avec blessés légers	6.1672613302799295	46.200003759495495	Sèche	Route principale	1899-12-30 07:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2501865.0	1117302.0	2015	10	3	Non-respect de la signalisation lumineuse	Non-respect d'un feu rouge	46.20000508872264	6.167261334518874	ChIJG0fKlEtljEcRzj5HWtx5UAw	Route de Chêne 26-28
51	1992	1634336.0	2015-08-11	Accident en traversant une route	Genève	Jour	Beau	Avec blessés légers	6.147582893385511	46.2069867260685	Sèche	Route principale	1899-12-30 08:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500359.0	1118103.0	2015	8	11	Non-respect de la signalisation lumineuse	Non-respect d'un feu rouge	46.207017853418385	6.147615968270582	ChIJLW5Z_yVljEcRVPGSlqt79XI	Rue du Mont-Blanc
52	1993	1659578.0	2015-10-11	Dérapage ou perte de maîtrise	Meyrin	Nuit	Couvert	Autres	6.087441898395093	46.22476225558676	Sèche	Route principale	1899-12-30 06:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2495752.0	1120157.0	2015	10	11	Etat / intention du conducteur	Excès de fatigue, endormissement (y compris endormissement passager)	46.224771529255406	6.08744744382524	ChIJS0_6LG9jjEcR0Sv68HAhOng	Route de Meyrin
53	1994	1622039.0	2015-07-12	Accident en parquant	Vessy	Jour	Beau	Autres	6.182186759181379	46.178713730867436	Sèche	Route principale	1899-12-30 12:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2502979.0	1114917.0	2015	7	12	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.178721442117684	6.182176567141119	ChIJSydY9ApwjEcRJBl6aa7FQls	Veyrier
54	1995	1671914.0	2015-11-10	Accident en traversant une route	Meyrin	Aurore / crépuscule	Beau	Autres	6.108974864180611	46.223623461324785	Sèche	Route principale	1899-12-30 17:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2497411.0	1120002.0	2015	11	10	Inattention et distraction	Manque d'attention momentané	46.22365059847096	6.109022226920838	ChIJTQoiK5pkjEcRsrttwB-BPzg	Avenue Louis-Casaï 58
55	1996	1684164.0	2015-12-09	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Meyrin	Aurore / crépuscule	Beau	Autres	6.108827479355407	46.22381965680914	Sèche	Route principale	1899-12-30 17:00:00	Mercredi	Non renseigné	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2497400.0	1120024.0	2015	12	9	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.22381955523922	6.108827316703861	ChIJQVW905tkjEcRbNN1rqQjZqE	Avenue Louis-Casaï 63-57
56	1997	1677538.0	2015-11-24	Dérapage ou perte de maîtrise	Onex	Aurore / crépuscule	Couvert	Avec blessés graves	6.101385038858438	46.17962886730678	Humide	Route secondaire	1899-12-30 07:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2496742.0	1115122.0	2015	11	24	Inattention et distraction	Manque d'attention momentané	46.17962695859417	6.101375370006582	ChIJd7iG12d7jEcRMDXB1YpZcDk	Chemin de Belle-Cour
57	1998	1666957.0	2015-10-29	Accident par tamponnement	Plan-les-Ouates	Aurore / crépuscule	Beau	Autres	6.1066443496394	46.16372163663601	Sèche	Route principale	1899-12-30 20:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2497118.0	1113347.0	2015	10	29	Inattention et distraction	Manque d'attention momentané	46.16373007604313	6.106640536331376	ChIJeVZBUnR7jEcRAqbexHnyAWY	Route de Saint-Julien
58	1999	1690160.0	2015-12-23	Accident en traversant une route	Meinier	Nuit	Beau	Autres	6.246600614013192	46.22689729928744	Sèche	Route principale	1899-12-30 23:00:00	Mercredi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2508034.0	1120195.0	2015	12	23	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Cédez le passage'	46.22689545642274	6.246603702398606	ChIJe4geXldujEcRjm00L1D0Rtc	Route de Jussy
59	2000	1674292.0	2015-11-16	Dérapage ou perte de maîtrise	Conches	Aurore / crépuscule	Beau	Avec blessés graves	6.184219700580614	46.19053109440696	Sèche	Route principale	1899-12-30 16:00:00	Lundi	A l'extérieur d'une localité	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2503157.0	1116228.0	2015	11	16	Inattention et distraction	Manque d'attention momentané	46.19057249899853	6.184251698418378	ChIJN-lmMgdwjEcRODnQdcO7Inc	Route de Malagnou 178-192
60	2003	1665455.0	2015-10-22	Accident en parquant	Genève	Inconnu	Beau	Autres	6.160134174707227	46.20666181433214	Sèche	Route principale	1899-12-30 18:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2501327.0	1118051.0	2015	10	22	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.20668759628718	6.160108969177995	ChIJCTEM3DlljEcR5uTzFjVYx_Q	Quai Gustave-Ador 42
61	2004	1648899.0	2015-09-15	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Plan-les-Ouates	Jour	Couvert	Autres	6.109237455204372	46.16198885595833	Sèche	Autoroute	1899-12-30 08:00:00	Mardi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2497315.0	1113151.0	2015	9	15	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.16200041003744	6.1092418143429645	ChIJcbYPugp7jEcRG8Qh0BKoBcM	Tranchée Couverte d'Arare
62	2005	1668645.0	2015-11-02	Dérapage ou perte de maîtrise	Petit-Lancy	Nuit	Beau	Avec blessés légers	6.111567055811326	46.18964571547571	Sèche	Route principale	1899-12-30 18:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2497547.0	1116222.0	2015	11	2	Etat / intention du conducteur	Influence de l'alcool	46.1896511159942	6.1115583570822585	ChIJrYb1IEZ7jEcRrLRlQSSdT6E	Unnamed Road
63	2006	1671278.0	2015-11-09	Dérapage ou perte de maîtrise	Vandoeuvres	Jour	Beau	Avec blessés légers	6.195228058196957	46.21445833902948	Sèche	Route secondaire	1899-12-30 10:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2504049.0	1118874.0	2015	11	9	Inattention et distraction	Manque d'attention momentané	46.21449981161154	6.1953142607015135	ChIJbXezzYxvjEcRcDELJwvKpNs	Chemin de la Blonde 3-1
64	2007	1666685.0	2015-10-29	Accident en parquant	Petit-Lancy	Jour	Couvert	Autres	6.120104250280946	46.18909806168576	Sèche	Route principale	1899-12-30 09:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2498205.0	1116150.0	2015	10	29	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.1890869896212	6.1201158850976745	ChIJg6S54zl7jEcRIOMQfMHXlCs	Chemin de la Vendée
65	2060	1545236.0	2015-01-06	Accident en parquant	Genève	Jour	Couvert	Autres	6.142815105149379	46.20096717038898	Autre	Route principale	1899-12-30 11:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499980.0	1117440.0	2015	1	6	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.20099231279976	6.1428852960875355	ChIJw31qTCpljEcRgSc5JNcBzkM	Centre-Plainpalais-Acacias
66	2061	1551053.0	2015-01-20	Accident en parquant	Genève	Jour	Couvert	Autres	6.123196938994607	46.21120348772492	Humide	Route principale	1899-12-30 14:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2498485.0	1118603.0	2015	1	20	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.21120584498623	6.1231970314336905	ChIJVZ95EcdkjEcRIZGvZjfiVG8	Avenue Soret 39-23
67	2062	1558670.0	2015-02-10	Dérapage ou perte de maîtrise	Onex	Nuit	Beau	Autres	6.101389908757378	46.189444545897786	Sèche	Route secondaire	1899-12-30 23:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2496761.0	1116213.0	2015	2	10	Etat / intention du conducteur	Excès de fatigue, endormissement (y compris endormissement passager)	46.189444498567255	6.101389792716388	ChIJp7uld1p7jEcR8eStIJI3AP0	Rue des Evaux 2
68	2063	1576326.0	2015-03-25	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Pluie	Autres	6.169059306353492	46.200131969337136	Humide	Route principale	1899-12-30 16:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2502004.0	1117314.0	2015	3	25	Cause inconnue	Cause inconnue	46.20011482885593	6.169059603262503	ChIJR38JPkxljEcRoE6JO5udVFc	Route de Chêne 37-31
69	2064	1562440.0	2015-01-26	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Nuit	Couvert	Autres	6.152173930835499	46.20353940573513	Humide	Route principale	1899-12-30 18:00:00	Lundi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2500707.0	1117714.0	2015	1	26	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.20359428747081	6.152197450878465	ChIJ8Vzy2DFljEcRTmycmP9nVNw	Quai du Général-Guisan 34
70	2066	1548983.0	2015-01-15	Accident en s'engageant sur une route	Vésenaz	Nuit	Beau	Avec blessés légers	6.215800638446916	46.247656082179454	Sèche	Route principale	1899-12-30 17:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2505694.0	1122539.0	2015	1	15	Inobservation de signaux ou de la signalisation 	Inobservation d'un signal	46.247671369662896	6.215787913797637	ChIJ9QHZbGtvjEcROpY1V4_mmfw	Route de Thonon 156-158
71	2067	1606955.0	2015-06-07	Accident impliquant des piétons	Genève	Jour	Beau	Avec blessés légers	6.147564995182344	46.21920421068757	Sèche	Autre	1899-12-30 16:00:00	Dimanche	A l'intérieur d'une localité	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500380.0	1119461.0	2015	6	7	Inattention et distraction	Manque d'attention momentané	46.219243688108946	6.147323686360768	ChIJ22zS_x5ljEcRR2qpZt43P9g	Avenue Blanc 20-26
72	2068	1584438.0	2015-04-14	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Beau	Avec blessés légers	6.127098710011227	46.20793806016465	Sèche	Route secondaire	1899-12-30 20:00:00	Mardi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2498780.0	1118235.0	2015	4	14	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.207919000897576	6.1270518209406735	ChIJgwlpY89kjEcRd36G0FdsRi8	Rue des Charmilles 3
73	2069	1605860.0	2015-06-05	Dérapage ou perte de maîtrise	Confignon	Jour	Beau	Avec blessés légers	6.0926836129694815	46.17639442457363	Sèche	Route secondaire	1899-12-30 07:00:00	Vendredi	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2496064.0	1114774.0	2015	6	5	Vitesse	Supérieure à la vitesse maximale autorisée ou signalée (chauffard)	46.17638848988955	6.092667701778168	ChIJ2QnOKWJ7jEcRQioHkLMb9eA	Chemin de Narly
74	2070	1589445.0	2015-04-26	Dérapage ou perte de maîtrise	Genève	Aurore / crépuscule	Couvert	Autres	6.143722759826693	46.223253749959326	Sèche	Route principale	1899-12-30 06:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500091.0	1119916.0	2015	4	26	Inattention et distraction	Manque d'attention momentané	46.223253696798324	6.1437124347093475	ChIJc9M_QOJkjEcRfruW-5mJtns	Chemin Eugène-Rigot 3
75	2071	1598960.0	2015-05-19	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Avec blessés légers	6.128019207408464	46.226203395405285	Sèche	Route secondaire	1899-12-30 14:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2498885.0	1120264.0	2015	5	19	Inattention et distraction	Manque d'attention momentané	46.22620178007657	6.128016743373952	ChIJ6YrO3e1kjEcRQLiuWIvnNPs	Avenue De-Budé
76	2072	1601244.0	2015-05-25	Accident en traversant une route	Vessy	Jour	Beau	Avec blessés légers	6.161954241752534	46.17604835866193	Sèche	Route principale	1899-12-30 14:00:00	Lundi	A l'extérieur d'une localité	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2501412.0	1114646.0	2015	5	25	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Cédez le passage'	46.17601320812636	6.161949085357317	ChIJAeAfwZV6jEcRYXO1M8IdG60	Route de Veyrier 166
77	2073	1597967.0	2015-05-17	Accident par tamponnement	Genève	Nuit	Beau	Autres	6.148663999218299	46.207844792788045	Sèche	Route principale	1899-12-30 01:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2500444.0	1118197.0	2015	5	17	Inattention et distraction	Manque d'attention momentané	46.20782293896433	6.148706313083529	ChIJHypJ7CVljEcRPte9GRGbX8I	Quai du Mont-Blanc 11-7
78	2074	1589887.0	2015-04-25	Accident en parquant	Genève	Inconnu	Autre	Autres	6.13624336404454	46.2032396710497	Autre	Route principale	1899-12-30 19:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499477.0	1117701.0	2015	4	25	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.203266417143844	6.136238718905723	ChIJxQvortZkjEcRcN0epvWOte0	Rue du Stand 15-5
79	2075	1609800.0	2015-06-14	Dérapage ou perte de maîtrise	Genève	Aurore / crépuscule	Beau	Avec blessés légers	6.154035772212496	46.193835071867284	Sèche	Route principale	1899-12-30 05:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500833.0	1116633.0	2015	6	14	Etat / intention du conducteur	Influence de l'alcool	46.193842990929134	6.154018777685912	ChIJux8xXcx6jEcR4W99dCny4nI	Rue de Contamines 35-27
80	2076	1605985.0	2015-06-05	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Avec blessés légers	6.146436084288997	46.20835011205328	Sèche	Route secondaire	1899-12-30 12:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500273.0	1118256.0	2015	6	5	Etat / intention du conducteur	Influence de l'alcool	46.208359554866384	6.1464200848089945	ChIJYSNvFSZljEcRsSudhVtiRww	Rue Ami-Lévrier 7-1
81	2077	1602340.0	2015-05-28	Accident en s'engageant sur une route	Genève	Jour	Beau	Autres	6.1587897921307775	46.20321879126728	Sèche	Route secondaire	1899-12-30 07:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2501217.0	1117670.0	2015	5	28	Refus d'accorder la priorité	Priorité au démarrage du bord de la route	46.20322713805928	6.1587822246574255	ChIJ_ZyCxjZljEcRxvIIHkligAU	Rue Henri-Blanvalet 17-7
82	2078	1608187.0	2015-06-09	Accident en parquant	Vernier	Inconnu	Beau	Autres	6.10747809692591	46.20851800854454	Sèche	Autre	1899-12-30 00:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2497267.0	1118325.0	2015	6	9	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.20851686168382	6.107427510098348	ChIJi1bJ8a9kjEcRQQFCm6g2-JA	Chemin de l'Ecu
83	2183	1675487.0	2015-11-18	Accident par tamponnement	Genève	Nuit	Beau	Autres	6.147978154411475	46.20671234670987	Sèche	Route principale	1899-12-30 21:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2500389.0	1118072.0	2015	11	18	Inattention et distraction	Manque d'attention momentané	46.206703174437806	6.1479581209276475	ChIJD_xLWi9ljEcRJDfhpE---Ag	Pont du Mont-Blanc
84	2227	1658505.0	2015-10-08	Accident impliquant des piétons	Meyrin	Jour	Beau	Autres	6.101642303998927	46.22450850586299	Sèche	Route secondaire	1899-12-30 18:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2496847.0	1120110.0	2015	10	8	Utilisation inadéquate du véhicule	Ouverture imprudente de la portière	46.224517801546384	6.101581080754992	ChIJuRxRk51kjEcRdAWnhPCBNdI	Route de Pré-Bois
85	2228	1627908.0	2015-07-26	Collision frontale	Vandoeuvres	Jour	Couvert	Autres	6.1992170436396705	46.20832147123772	Sèche	Route secondaire	1899-12-30 18:00:00	Dimanche	Non renseigné	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2504346.0	1118187.0	2015	7	26	Circulation à droite / à gauche et présélectionnement	Croisement longitudinal non conforme ou circulation trop à gauche	46.208316836164144	6.199209239687852	ChIJgSHba-5vjEcRiGUgfPSTw_E	Chemin du Petit-Pont 15-3
86	2229	1647807.0	2015-09-12	Accident par tamponnement	Genève	Nuit	Beau	Autres	6.153762180897459	46.20322462292928	Sèche	Route principale	1899-12-30 02:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2500829.0	1117677.0	2015	9	12	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède	46.20326455588662	6.153780402657344	ChIJP1LuvjFljEcRrBjkXakgbGo	Quai du Général-Guisan 40-42
87	2230	1622821.0	2015-07-14	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Avec blessés graves	6.134485014826218	46.208482515186866	Sèche	Route principale	1899-12-30 18:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2499351.0	1118286.0	2015	7	14	Vitesse	Inadaptée au tracé de la route (virage serré, proximité d'un débouché, etc.)	46.2084635200976	6.1344759258714125	ChIJzQeUZdpkjEcRkpwhHxmNuIE	Rue de Lyon 32-42
88	2231	1657133.0	2015-10-05	Accident en quittant une route	Genève	Jour	Couvert	Autres	6.1306980105982	46.20860962049846	Sèche	Route principale	1899-12-30 15:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2499059.0	1118305.0	2015	10	5	Refus d'accorder la priorité	En obliquant à droite devant un véhicule dans la même direction	46.20861063796636	6.130697776445763	ChIJmy7HXMVkjEcR39FgIg3KUfg	Rue de Lyon 67-61
89	2232	1638017.0	2015-08-20	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Nuit	Beau	Avec blessés graves	6.156495652920798	46.202697918628026	Sèche	Route principale	1899-12-30 01:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2501039.0	1117615.0	2015	8	20	Cause inconnue	Cause inconnue	46.20270092994393	6.15649710038697	ChIJl2BVajFljEcRuFdLXU5erXQ	Rue François-Versonnex 8
90	2233	1636670.0	2015-08-16	Accident en parquant	Genève	Jour	Couvert	Autres	6.157155204673345	46.19780215518611	Sèche	Route secondaire	1899-12-30 19:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2501081.0	1117070.0	2015	8	16	Autres mouvements dans la circulation	Marche arrière imprudente	46.197794941735324	6.1571404635883145	ChIJd0NWnzRljEcR8q8IMf2q2sE	Rue Michel-Chauvet 2-12
91	2234	1653512.0	2015-09-26	Accident en traversant une route	Genève	Jour	Beau	Avec blessés graves	6.14116428932044	46.20010249454121	Sèche	Route principale	1899-12-30 09:00:00	Samedi	A l'intérieur d'une localité	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2499851.0	1117346.0	2015	9	26	Non-respect de la signalisation lumineuse	Non-respect d'un feu rouge	46.20011228597697	6.141196225048205	ChIJA_WaiSpljEcRIUQaPwkMyYU	Boulevard Georges-Favon 29
92	2235	1639428.0	2015-08-23	Accident par tamponnement	Cologny	Jour	Couvert	Avec blessés légers	6.1766766825362085	46.21637563349331	Sèche	Route principale	1899-12-30 15:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2502621.0	1119110.0	2015	8	23	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède	46.21638940607109	6.176635433177293	ChIJQTDxcGhljEcRnzU8eJ7_nr8	Quai de Cologny
93	2236	1653764.0	2015-09-26	Dérapage ou perte de maîtrise	Russin	Nuit	Beau	Avec blessés graves	6.0202938965803705	46.19297948261764	Sèche	Route principale	1899-12-30 22:00:00	Samedi	A l'extérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2490508.0	1116716.0	2015	9	26	Inattention et distraction	Manque d'attention momentané	46.19298679990086	6.020261047073354	ChIJy70-sUV9jEcRWjcK4KkntOs	Route de Verbois 59
94	2237	1660555.0	2015-10-01	Accident en parquant	Carouge GE	Jour	Couvert	Autres	6.13911104714882	46.179206212699995	Sèche	Route principale	1899-12-30 15:00:00	Jeudi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499654.0	1115026.0	2015	10	1	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.17919483678636	6.139101727963007	ChIJARlVI956jEcRIKJytvh81rI	Route de Drize 5
95	2238	1647819.0	2015-09-12	Dérapage ou perte de maîtrise	Petit-Lancy	Nuit	Beau	Autres	6.1106901000608485	46.202222043114034	Sèche	Route principale	1899-12-30 03:00:00	Samedi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2497503.0	1117621.0	2015	9	12	Etat / intention du conducteur	Influence de l'alcool	46.202226727287034	6.110748131705967	ChIJM9aTprNkjEcRyTWkHE--fKI	Route du Pont Butin
