	index	ID_ACCIDENT	DATE_	GROUPE_ACCIDENT	COMMUNE	CONDITIONS_LUMINEUSES	CONDITIONS_METEO	CONSEQUENCES	COOR_X	COOR_Y	ETAT_ROUTE	GENRE_ROUTE	HEURE	JOUR	LOCALITE	NB_ENFANTS_IMPLIQUES	NB_ENFANTS_ECOLE	NB_BLESSES_LEGERS	NB_BLESSES_GRAVES	NB_TUES	NB_PIETONS	NB_BICYCLETTES	NB_VAE_25	NB_VAE_45	NB_CYCLOMOTEURS	NB_MOTOS_50	NB_MOTOS_125	NB_MOTOS_11KW	NB_VOITURES_TOURISME	NB_VOITURES_LIVRAISON	NB_CAMIONS	NB_BUS	NB_TRAM	E	N	YEAR	MONTH	DAY	CAUSE_g	CAUSE_sg
0	300	1647805.0	2015-09-12	Accident en parquant	Vernier	Nuit	Couvert	Autres	6.096656651232178	46.20435020540297	Sèche	Autre	1899-12-30 02:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2496424.0	1117876.0	2015	9	12	Autres mouvements dans la circulation	Marche arrière imprudente
1	304	1672574.0	2015-11-12	Accident en parquant	Genève	Jour	Beau	Autres	6.1525058929567	46.22018729978614	Sèche	Autre	1899-12-30 08:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500763.0	1119564.0	2015	11	12	Inattention et distraction	Manque d'attention momentané
2	658	1639088.0	2015-08-22	Accident en parquant	Carouge GE	Jour	Beau	Autres	6.13401971252443	46.18466248867908	Sèche	Autre	1899-12-30 17:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2499271.0	1115639.0	2015	8	22	Inattention et distraction	Manque d'attention momentané
3	710	1567533.0	2015-01-01	Accident en parquant	Thônex	Inconnu	Autre	Autres	6.2070934419866	46.20556475780977	Autre	Autre	1899-12-30 16:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2504949.0	1117871.0	2015	1	1	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
4	802	1635509.0	2015-08-13	Accident en parquant	Carouge GE	Jour	Couvert	Autres	6.150714743790553	46.18581703244009	Sèche	Autre	1899-12-30 15:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500562.0	1115746.0	2015	8	13	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
5	989	1599304.0	2015-05-16	Accident en parquant	Meyrin	Jour	Beau	Autres	6.081609435110208	46.233041462452675	Sèche	Autre	1899-12-30 08:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2495318.0	1121085.0	2015	5	16	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
6	1047	1597311.0	2015-05-15	Dérapage ou perte de maîtrise	Meyrin	Jour	Beau	Autres	6.081284131208289	46.23256970934196	Sèche	Autre	1899-12-30 11:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2495292.0	1121033.0	2015	5	15	Inattention et distraction	Manque d'attention momentané
7	1208	1608208.0	2015-06-10	Accident par tamponnement	Genève	Jour	Beau	Autres	6.134102815720659	46.229278823442634	Sèche	Autre	1899-12-30 16:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499360.0	1120598.0	2015	6	10	Inattention et distraction	Manque d'attention momentané
8	1472	1598335.0	2015-05-16	Accident en parquant	Meyrin	Jour	Beau	Autres	6.0833048825855265	46.232638973918206	Sèche	Autre	1899-12-30 14:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2495448.0	1121038.0	2015	5	16	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
9	1517	1581669.0	2015-04-01	Accident en parquant	Vernier	Inconnu	Autre	Autres	6.09627987420999	46.204390707888095	Autre	Autre	1899-12-30 08:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2496395.0	1117881.0	2015	4	1	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
10	1754	1570896.0	2015-03-13	Accident par tamponnement	Genève	Aurore / crépuscule	Beau	Avec blessés légers	6.15017938747488	46.217722623316064	Sèche	Route principale	1899-12-30 06:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	2500579.0	1119293.0	2015	3	13	Etat / intention du conducteur	Influence de l'alcool
11	1755	1543726.0	2015-01-02	Accident en quittant une route	Genève	Jour	Beau	Autres	6.145670221975001	46.195322933317044	Sèche	Route secondaire	1899-12-30 10:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2500190.0	1116809.0	2015	1	2	Refus d'accorder la priorité	En obliquant à droite devant un véhicule dans la même direction
12	1756	1567497.0	2015-03-05	Accident en traversant une route	Meyrin	Jour	Beau	Avec blessés légers	6.068601278988235	46.223446499898884	Sèche	Route secondaire	1899-12-30 12:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2494296.0	1120036.0	2015	3	5	Trafic de cycles et cyclomoteurs	Emprunter un passage pour piétons pour traverser la route
13	1757	1550659.0	2015-01-19	Accident en parquant	Genève	Nuit	Pluie	Autres	6.14564404201814	46.21277647481761	Mouillée	Route secondaire	1899-12-30 20:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500220.0	1118749.0	2015	1	19	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
14	1758	1558119.0	2015-02-09	Accident par tamponnement	Genève	Jour	Beau	Avec blessés légers	6.148250111973696	46.19634212451275	Sèche	Route secondaire	1899-12-30 15:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2500391.0	1116919.0	2015	2	9	Etat / intention du conducteur	Influence de l'alcool
15	1759	1550442.0	2015-01-17	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Vernier	Aurore / crépuscule	Couvert	Avec blessés légers	6.085665098627176	46.21646377675445	Sèche	Route secondaire	1899-12-30 17:00:00	Samedi	Non renseigné	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2495599.0	1119237.0	2015	1	17	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
16	1761	1557417.0	2015-02-07	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Meyrin	Jour	Couvert	Autres	6.052013286308535	46.23447221060472	Sèche	Route principale	1899-12-30 12:00:00	Samedi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2493038.0	1121284.0	2015	2	7	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
17	1762	1602490.0	2015-05-26	Accident en parquant	Carouge GE	Jour	Autre	Autres	6.141284963313866	46.18580792128958	Autre	Route secondaire	1899-12-30 08:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499834.0	1115757.0	2015	5	26	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
18	1763	1604599.0	2015-06-02	Accident par tamponnement	Le Grand-Saconnex	Jour	Beau	Avec blessés légers	6.124127150886037	46.225798259572386	Sèche	Route secondaire	1899-12-30 12:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2498584.0	1120224.0	2015	6	2	Inattention et distraction	Manque d'attention momentané
19	1764	1598156.0	2015-05-17	Dérapage ou perte de maîtrise	Petit-Lancy	Jour	Beau	Avec blessés légers	6.110581924174056	46.19126255730876	Sèche	Route secondaire	1899-12-30 18:00:00	Dimanche	A l'intérieur d'une localité	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2497474.0	1116403.0	2015	5	17	Inattention et distraction	Manque d'attention momentané
20	1912	1609515.0	2015-06-13	Accident en parquant	Vernier	Jour	Beau	Autres	6.109728744277331	46.21982665038436	Sèche	Route secondaire	1899-12-30 12:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2497462.0	1119579.0	2015	6	13	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
21	1913	1599921.0	2015-05-21	Accident en quittant une route	Carouge GE	Jour	Beau	Avec blessés graves	6.150748169788838	46.18440491544752	Sèche	Route secondaire	1899-12-30 17:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2500562.0	1115589.0	2015	5	21	Autres mouvements dans la circulation	Demi-tour imprudent
22	1914	1605667.0	2015-06-04	Accident par tamponnement	Meyrin	Jour	Beau	Autres	6.086900501546105	46.22620428189178	Sèche	Route principale	1899-12-30 18:00:00	Jeudi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	2495713.0	1120318.0	2015	6	4	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède
23	1915	1597797.0	2015-05-16	Accident par tamponnement	Conches	Jour	Beau	Autres	6.1908409198080925	46.196110540310634	Sèche	Route principale	1899-12-30 14:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2503678.0	1116840.0	2015	5	16	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède
24	1916	1585224.0	2015-04-16	Accident par tamponnement	Meyrin	Jour	Beau	Avec blessés graves	6.070055751443068	46.235700045258156	Sèche	Route principale	1899-12-30 12:00:00	Jeudi	Non renseigné	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2494432.0	1121396.0	2015	4	16	Inattention et distraction	Distraction par le maniement d'appareils électroniques (système de navigation, radio-émetteur, téléviseur, radio / cassettes / CD)
25	1917	1653027.0	2015-09-25	Accident en traversant une route	Genève	Jour	Beau	Avec blessés légers	6.151876081961602	46.21503393983978	Sèche	Route principale	1899-12-30 08:00:00	Vendredi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500705.0	1118992.0	2015	9	25	Trafic de cycles et cyclomoteurs	Emprunter un passage pour piétons pour traverser la route
26	1918	1633480.0	2015-08-09	Collision frontale	Genève	Nuit	Couvert	Avec blessés légers	6.14891194743333	46.198481938765845	Sèche	Route secondaire	1899-12-30 01:00:00	Dimanche	A l'intérieur d'une localité	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2500446.0	1117156.0	2015	8	9	Etat / intention du conducteur	Influence de l'alcool
27	1919	1623651.0	2015-07-15	Accident par tamponnement	Genève	Jour	Beau	Avec blessés légers	6.167303022610273	46.20930690472592	Sèche	Route secondaire	1899-12-30 20:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2501885.0	1118336.0	2015	7	15	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'
28	1920	1644796.0	2015-09-04	Accident par tamponnement	Genève	Jour	Beau	Avec blessés légers	6.1285263133109025	46.208386494704556	Sèche	Route principale	1899-12-30 16:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2498891.0	1118283.0	2015	9	4	Inattention et distraction	Manque d'attention momentané
29	1921	1657976.0	2015-10-07	Accident impliquant des piétons	Genève	Jour	Beau	Avec blessés légers	6.121723706758244	46.20782147262484	Sèche	Route secondaire	1899-12-30 14:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498365.0	1118229.0	2015	10	7	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Cédez le passage'
30	1922	1643776.0	2015-09-02	Accident en s'engageant sur une route	Vésenaz	Jour	Beau	Avec blessés légers	6.2069342114979955	46.2377712708127	Sèche	Route secondaire	1899-12-30 12:00:00	Mercredi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2504993.0	1121451.0	2015	9	2	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Cédez le passage'
31	1923	1657315.0	2015-10-05	Dérapage ou perte de maîtrise	Vernier	Nuit	Beau	Autres	6.08136495161523	46.21479268832764	Sèche	Route principale	1899-12-30 23:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2495264.0	1119057.0	2015	10	5	Inattention et distraction	Distraction par le maniement du téléphone
32	1924	1661823.0	2015-10-16	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Couvert	Autres	6.14896926361343	46.19442503010965	Sèche	Route principale	1899-12-30 16:00:00	Vendredi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2500443.0	1116705.0	2015	10	16	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
33	1974	1571972.0	2015-03-15	Accident en s'engageant sur une route	Genève	Jour	Couvert	Avec blessés légers	6.137198490706559	46.208810741654794	Sèche	Route secondaire	1899-12-30 17:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2499561.0	1118319.0	2015	3	15	Inattention et distraction	Manque d'attention momentané
34	1975	1577469.0	2015-03-28	Accident par tamponnement	Perly	Jour	Couvert	Autres	6.08412271778869	46.15766827868248	Sèche	Route secondaire	1899-12-30 07:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2495367.0	1112704.0	2015	3	28	Inattention et distraction	Manque d'attention momentané
35	1976	1573562.0	2015-03-19	Accident par tamponnement	Thônex	Jour	Beau	Autres	6.212916989922116	46.198421820318714	Sèche	Autre	1899-12-30 07:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2505386.0	1117070.0	2015	3	19	Autres mouvements dans la circulation	Marche arrière imprudente
36	1977	1553641.0	2015-01-28	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Nuit	Couvert	Autres	6.1508447438224065	46.203857123766326	Sèche	Route principale	1899-12-30 06:00:00	Mercredi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2500605.0	1117751.0	2015	1	28	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
37	1978	1572267.0	2015-03-16	Accident impliquant des piétons	Genève	Jour	Beau	Avec blessés légers	6.13007654877677	46.21343372797655	Sèche	Route principale	1899-12-30 11:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2499020.0	1118842.0	2015	3	16	Influence / comportement du piéton	Traversée imprudente de la route (en marchant)
38	1979	1577452.0	2015-03-28	Dérapage ou perte de maîtrise	Vésenaz	Nuit	Beau	Autres	6.2058443676525545	46.245235655272154	Sèche	Route principale	1899-12-30 05:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2504922.0	1122282.0	2015	3	28	Etat / intention du conducteur	Influence de l'alcool
39	1980	1558617.0	2015-02-10	Dérapage ou perte de maîtrise	Versoix	Aurore / crépuscule	Autre	Autres	6.141849719050036	46.277330303926135	Autre	Autoroute	1899-12-30 19:00:00	Mardi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500046.0	1125929.0	2015	2	10	Inattention et distraction	Manque d'attention momentané
40	1981	1568888.0	2015-03-08	Accident par tamponnement	Meyrin	Jour	Beau	Autres	6.0782822284538165	46.227153386893654	Sèche	Route principale	1899-12-30 17:00:00	Dimanche	A l'extérieur d'une localité	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2495050.0	1120435.0	2015	3	8	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède
41	1982	1606141.0	2015-06-05	Accident par tamponnement	Petit-Lancy	Jour	Beau	Avec blessés légers	6.116944174144116	46.175736710555235	Sèche	Route principale	1899-12-30 18:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2497936.0	1114669.0	2015	6	5	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède
42	1983	1587656.0	2015-04-22	Accident par tamponnement	Vernier	Jour	Beau	Avec blessés légers	6.101682299423162	46.20232258669957	Sèche	Route principale	1899-12-30 09:00:00	Mercredi	A l'intérieur d'une localité	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	2496808.0	1117644.0	2015	4	22	Inattention et distraction	Manque d'attention momentané
43	1984	1603541.0	2015-05-30	Accident par tamponnement	Genève	Nuit	Beau	Avec blessés légers	6.1653448065536285	46.20272616441448	Sèche	Route principale	1899-12-30 23:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2501722.0	1117607.0	2015	5	30	Etat / intention du conducteur	Influence de l'alcool
44	1985	1598136.0	2015-05-17	Accident en traversant une route	Genève	Jour	Beau	Autres	6.147985897397913	46.19874125230907	Sèche	Route principale	1899-12-30 17:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2500375.0	1117186.0	2015	5	17	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'
45	1986	1614403.0	2015-06-25	Collision frontale	Vésenaz	Nuit	Beau	Autres	6.203252845436911	46.2525666582333	Sèche	Route principale	1899-12-30 00:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2504735.0	1123100.0	2015	6	25	Dépassement (situation)	Franchissement de la ligne de sécurité
46	1987	1612394.0	2015-06-20	Dérapage ou perte de maîtrise	Bernex	Aurore / crépuscule	Couvert	Autres	6.084187725972849	46.17899178060175	Humide	Route principale	1899-12-30 07:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2495413.0	1115074.0	2015	6	20	Etat / intention du conducteur	Influence de l'alcool
47	1988	1598802.0	2015-05-19	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Bellevue	Jour	Couvert	Autres	6.14967934341625	46.24701958579961	Sèche	Autoroute	1899-12-30 08:00:00	Mardi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2500594.0	1122550.0	2015	5	19	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
48	1989	1662132.0	2015-10-02	Accident en parquant	Genève	Jour	Beau	Autres	6.143873316071129	46.19515837358361	Sèche	Route principale	1899-12-30 16:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500051.0	1116793.0	2015	10	2	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
49	1990	1631069.0	2015-08-03	Accident par tamponnement	Genève	Jour	Beau	Autres	6.141181528772372	46.19123181809297	Sèche	Route secondaire	1899-12-30 12:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2499836.0	1116360.0	2015	8	3	Autres mouvements dans la circulation	Marche arrière imprudente
50	1991	1656288.0	2015-10-03	Accident en traversant une route	Genève	Jour	Couvert	Avec blessés légers	6.1672613302799295	46.200003759495495	Sèche	Route principale	1899-12-30 07:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2501865.0	1117302.0	2015	10	3	Non-respect de la signalisation lumineuse	Non-respect d'un feu rouge
51	1992	1634336.0	2015-08-11	Accident en traversant une route	Genève	Jour	Beau	Avec blessés légers	6.147582893385511	46.20698672606849	Sèche	Route principale	1899-12-30 08:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500359.0	1118103.0	2015	8	11	Non-respect de la signalisation lumineuse	Non-respect d'un feu rouge
52	1993	1659578.0	2015-10-11	Dérapage ou perte de maîtrise	Meyrin	Nuit	Couvert	Autres	6.087441898395092	46.22476225558676	Sèche	Route principale	1899-12-30 06:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2495752.0	1120157.0	2015	10	11	Etat / intention du conducteur	Excès de fatigue, endormissement (y compris endormissement passager)
53	1994	1622039.0	2015-07-12	Accident en parquant	Vessy	Jour	Beau	Autres	6.182186759181379	46.17871373086743	Sèche	Route principale	1899-12-30 12:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2502979.0	1114917.0	2015	7	12	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
54	1995	1671914.0	2015-11-10	Accident en traversant une route	Meyrin	Aurore / crépuscule	Beau	Autres	6.108974864180611	46.223623461324785	Sèche	Route principale	1899-12-30 17:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2497411.0	1120002.0	2015	11	10	Inattention et distraction	Manque d'attention momentané
55	1996	1684164.0	2015-12-09	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Meyrin	Aurore / crépuscule	Beau	Autres	6.108827479355408	46.22381965680914	Sèche	Route principale	1899-12-30 17:00:00	Mercredi	Non renseigné	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2497400.0	1120024.0	2015	12	9	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
56	1997	1677538.0	2015-11-24	Dérapage ou perte de maîtrise	Onex	Aurore / crépuscule	Couvert	Avec blessés graves	6.101385038858438	46.17962886730678	Humide	Route secondaire	1899-12-30 07:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2496742.0	1115122.0	2015	11	24	Inattention et distraction	Manque d'attention momentané
57	1998	1666957.0	2015-10-29	Accident par tamponnement	Plan-les-Ouates	Aurore / crépuscule	Beau	Autres	6.1066443496394	46.163721636636005	Sèche	Route principale	1899-12-30 20:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2497118.0	1113347.0	2015	10	29	Inattention et distraction	Manque d'attention momentané
58	1999	1690160.0	2015-12-23	Accident en traversant une route	Meinier	Nuit	Beau	Autres	6.246600614013192	46.226897299287444	Sèche	Route principale	1899-12-30 23:00:00	Mercredi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2508034.0	1120195.0	2015	12	23	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Cédez le passage'
