	index	ID_ACCIDENT	DATE_	GROUPE_ACCIDENT	COMMUNE	CONDITIONS_LUMINEUSES	CONDITIONS_METEO	CONSEQUENCES	COOR_X	COOR_Y	ETAT_ROUTE	GENRE_ROUTE	HEURE	JOUR	LOCALITE	NB_ENFANTS_IMPLIQUES	NB_ENFANTS_ECOLE	NB_BLESSES_LEGERS	NB_BLESSES_GRAVES	NB_TUES	NB_PIETONS	NB_BICYCLETTES	NB_VAE_25	NB_VAE_45	NB_CYCLOMOTEURS	NB_MOTOS_50	NB_MOTOS_125	NB_MOTOS_11KW	NB_VOITURES_TOURISME	NB_VOITURES_LIVRAISON	NB_CAMIONS	NB_BUS	NB_TRAM	E	N	YEAR	MONTH	DAY	CAUSE_g	CAUSE_sg
1558	9547	1632746.0	2015-08-07	Accident par tamponnement	Vernier	Jour	Beau	Avec blessés graves	6.09218845704316	46.21943880997959	Sèche	Route principale	1899-12-30 10:00:00	Vendredi	A l'extérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2496108.0	1119559.0	2015	8	7	Inattention et distraction	Manque d'attention momentané
1559	9548	1692251.0	2015-12-31	Dérapage ou perte de maîtrise	Petit-Lancy	Jour	Beau	Autres	6.110923037712988	46.187370921265504	Sèche	Autre	1899-12-30 10:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2497493.0	1115970.0	2015	12	31	Autres mouvements dans la circulation	Marche arrière imprudente
1560	9549	1676173.0	2015-11-20	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Petit-Lancy	Jour	Couvert	Autres	6.126073748764787	46.17255050030169	Sèche	Route principale	1899-12-30 12:00:00	Vendredi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2498635.0	1114303.0	2015	11	20	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
1561	9553	1687815.0	2015-12-18	Dérapage ou perte de maîtrise	Petit-Lancy	Nuit	Beau	Autres	6.124411344019379	46.17703855980827	Sèche	Route secondaire	1899-12-30 02:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498515.0	1114804.0	2015	12	18	Etat / intention du conducteur	Influence de l'alcool
1562	9554	1662258.0	2015-10-17	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Carouge GE	Nuit	Couvert	Autres	6.141051835785611	46.188522281014954	Sèche	Route principale	1899-12-30 22:00:00	Samedi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2499821.0	1116059.0	2015	10	17	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
1563	9691	1562834.0	2015-02-21	Dérapage ou perte de maîtrise	Choulex	Jour	Chute de neige	Avec blessés graves	6.2042983411442245	46.23280327701793	Enneigée	Route secondaire	1899-12-30 13:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2504781.0	1120902.0	2015	2	21	Inattention et distraction	Manque d'attention momentané
1564	9693	1573465.0	2015-03-16	Collision frontale	Genève	Jour	Couvert	Autres	6.1376904666129635	46.21262208005539	Sèche	Route secondaire	1899-12-30 17:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2499606.0	1118742.0	2015	3	16	Inattention et distraction	Manque d'attention momentané
1565	9694	1575531.0	2015-03-23	Accident par tamponnement	Genève	Nuit	Beau	Avec blessés légers	6.1282071489616206	46.19420374022554	Sèche	Route secondaire	1899-12-30 20:00:00	Lundi	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2498840.0	1116707.0	2015	3	23	Inattention et distraction	Manque d'attention momentané
1566	9696	1577375.0	2015-03-28	Dérapage ou perte de maîtrise	La Plaine	Nuit	Couvert	Avec blessés graves	5.97271828230998	46.20175532071197	Humide	Route secondaire	1899-12-30 01:00:00	Samedi	A l'extérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2486854.0	1117759.0	2015	3	28	Etat / intention du conducteur	Influence de l'alcool
1567	9697	1560890.0	2015-02-17	Dérapage ou perte de maîtrise	Vernier	Jour	Beau	Avec blessés graves	6.108574545313144	46.21137395905996	Autre	Route principale	1899-12-30 07:00:00	Mardi	Non renseigné	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2497357.0	1118641.0	2015	2	17	Influence externe momentanée	Mauvais état local de la route (huile, boue, nids de poule, ornières, etc.)
1568	9698	1570861.0	2015-03-13	Dérapage ou perte de maîtrise	Vandoeuvres	Nuit	Beau	Avec blessés légers	6.210444703571863	46.21782781575377	Sèche	Route secondaire	1899-12-30 01:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2505229.0	1119230.0	2015	3	13	Etat / intention du conducteur	Influence de l'alcool
1569	9699	1557046.0	2015-02-06	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genthod	Jour	Couvert	Autres	6.157352109695417	46.25874880152356	Sèche	Route principale	1899-12-30 12:00:00	Vendredi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2501207.0	1123844.0	2015	2	6	Dépassement (circulation)	Retour prématuré à droite
1570	9700	1582077.0	2015-04-09	Accident en parquant	Vernier	Jour	Beau	Autres	6.094498339402161	46.22194949785193	Sèche	Route principale	1899-12-30 07:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2496291.0	1119835.0	2015	4	9	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
1571	9701	1588165.0	2015-04-22	Accident en parquant	Genève	Jour	Beau	Autres	6.13814071684301	46.20138121849987	Sèche	Route principale	1899-12-30 19:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499620.0	1117492.0	2015	4	22	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
1572	9702	1611047.0	2015-06-11	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Beau	Avec blessés légers	6.1596718219468904	46.206485635022716	Sèche	Route principale	1899-12-30 17:00:00	Jeudi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2501291.0	1118032.0	2015	6	11	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
1573	9703	1600144.0	2015-05-22	Accident en s'engageant sur une route	Vernier	Jour	Beau	Autres	6.084709137119903	46.21737899762432	Sèche	Route secondaire	1899-12-30 10:00:00	Vendredi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2495527.0	1119340.0	2015	5	22	Refus d'accorder la priorité	Refus d'accorder la priorité à l'entrée dans la circulation depuis une place privée, etc.
1574	9704	1581727.0	2015-04-08	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Vernier	Jour	Beau	Autres	6.1144050417764095	46.210893723400964	Sèche	Route principale	1899-12-30 12:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2497806.0	1118580.0	2015	4	8	Cause inconnue	Cause inconnue
1575	9705	1608017.0	2015-06-10	Accident en quittant une route	Genève	Jour	Beau	Avec blessés légers	6.146703999869564	46.21507380970991	Sèche	Route principale	1899-12-30 09:00:00	Mercredi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500306.0	1119003.0	2015	6	10	Refus d'accorder la priorité	Priorité en obliquant à gauche devant des véhicules venant en sens inverse
1576	9753	1549504.0	2015-01-16	Accident par tamponnement	Genève	Nuit	Autre	Autres	6.124578708781784	46.20818764278637	Sèche	Autre	1899-12-30 20:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2498586.0	1118266.0	2015	1	16	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'
1577	9754	1557319.0	2015-02-07	Dérapage ou perte de maîtrise	Genève	Nuit	Beau	Autres	6.142801461387346	46.20915413032307	Sèche	Route principale	1899-12-30 04:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499994.0	1118350.0	2015	2	7	Etat / intention du conducteur	Influence de l'alcool
1578	9756	1572651.0	2015-03-15	Accident par tamponnement	Genève	Jour	Couvert	Autres	6.150072811438341	46.209093454979055	Sèche	Route principale	1899-12-30 19:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500555.0	1118334.0	2015	3	15	Inattention et distraction	Manque d'attention momentané
1579	9757	1558573.0	2015-02-10	Dérapage ou perte de maîtrise	Meyrin	Jour	Beau	Avec blessés graves	6.07512152232701	46.23636414081614	Sèche	Route secondaire	1899-12-30 17:00:00	Mardi	A l'extérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2494824.0	1121463.0	2015	2	10	Inattention et distraction	Manque d'attention momentané
1580	9758	1565446.0	2015-02-28	Dérapage ou perte de maîtrise	Vésenaz	Aurore / crépuscule	Beau	Avec blessés légers	6.20216037202839	46.24244236927237	Sèche	Route principale	1899-12-30 06:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2504633.0	1121976.0	2015	2	28	Etat / intention du conducteur	Influence de l'alcool
1581	9760	1595639.0	2015-05-10	Dérapage ou perte de maîtrise	Cologny	Nuit	Beau	Autres	6.187205052298975	46.213928806859414	Sèche	Autre	1899-12-30 22:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2503429.0	1118825.0	2015	5	10	Autres mouvements dans la circulation	Marche arrière imprudente
1582	9761	1605359.0	2015-06-04	Dérapage ou perte de maîtrise	Genève	Nuit	Beau	Autres	6.125065648186558	46.20787842234897	Sèche	Route secondaire	1899-12-30 01:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498623.0	1118231.0	2015	6	4	Etat / intention du conducteur	Influence de l'alcool
1583	9762	1608537.0	2015-06-06	Accident en parquant	Vernier	Nuit	Beau	Autres	6.090077581733249	46.22197773464618	Sèche	Route secondaire	1899-12-30 20:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2495950.0	1119844.0	2015	6	6	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
1584	9763	1587195.0	2015-04-21	Accident impliquant des piétons	Carouge GE	Jour	Beau	Avec blessés légers	6.14100897694911	46.18325864473209	Sèche	Autre	1899-12-30 08:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499808.0	1115474.0	2015	4	21	Trafic de cycles et cyclomoteurs	Circuler le long du trottoir ou de la voie piétonne
1585	9764	1599971.0	2015-05-21	Dérapage ou perte de maîtrise	Genève	Jour	Couvert	Avec blessés graves	6.127958536386322	46.188928695388974	Sèche	Route principale	1899-12-30 19:00:00	Jeudi	A l'extérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2498811.0	1116121.0	2015	5	21	Etat / intention du conducteur	Influence de l'alcool
1586	9765	1578395.0	2015-03-30	Collision frontale	Choulex	Jour	Beau	Avec tués	6.230786897511844	46.23093961760085	Sèche	Route secondaire	1899-12-30 17:00:00	Lundi	Non renseigné	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2506821.0	1120663.0	2015	3	30	Circulation à droite / à gauche et présélectionnement	Croisement longitudinal non conforme ou circulation trop à gauche
1587	9766	1598887.0	2015-05-06	Accident en parquant	Le Grand-Saconnex	Inconnu	Beau	Autres	6.1099839693608216	46.23166058388197	Sèche	Autre	1899-12-30 16:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2497504.0	1120894.0	2015	5	6	Inattention et distraction	Manque d'attention momentané
1588	9767	1618905.0	2015-07-05	Dérapage ou perte de maîtrise	Vernier	Jour	Beau	Autres	6.082844386290186	46.21783344897505	Sèche	Route secondaire	1899-12-30 21:00:00	Dimanche	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2495384.0	1119393.0	2015	7	5	Utilisation inadéquate du véhicule	Manoeuvres incorrectes dans le véhicule ()
1589	9768	1587899.0	2015-04-22	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Beau	Avec blessés légers	6.1482771095963225	46.224151613707264	Sèche	Route principale	1899-12-30 18:00:00	Mercredi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2500444.0	1120010.0	2015	4	22	Dépassement (circulation)	En dépassant de trop près (latéral)
1590	9769	1584987.0	2015-04-15	Accident en parquant	Genève	Nuit	Beau	Autres	6.146212011899554	46.21123552710862	Sèche	Route secondaire	1899-12-30 22:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500261.0	1118577.0	2015	4	15	Etat / intention du conducteur	Influence de l'alcool
1591	9770	1609449.0	2015-06-13	Accident en parquant	Genève	Jour	Beau	Avec blessés légers	6.143738339659107	46.19375331956284	Sèche	Route secondaire	1899-12-30 09:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500038.0	1116637.0	2015	6	13	Utilisation inadéquate du véhicule	Ouverture imprudente de la portière
1592	9771	1580966.0	2015-04-06	Accident impliquant des piétons	Chêne-Bourg	Jour	Beau	Avec blessés légers	6.19479735869895	46.19475974288263	Sèche	Autre	1899-12-30 16:00:00	Lundi	A l'intérieur d'une localité	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2503981.0	1116685.0	2015	4	6	Influence / comportement du piéton	Traversée imprudente de la route (en marchant)
1593	9772	1610531.0	2015-06-16	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Carouge GE	Jour	Beau	Autres	6.138167296182701	46.176424310500224	Sèche	Route secondaire	1899-12-30 08:00:00	Mardi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2499576.0	1114718.0	2015	6	16	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
1594	9773	1596593.0	2015-05-13	Accident en traversant une route	La Croix-de-Rozon	Jour	Beau	Autres	6.136328156687398	46.14504016520681	Sèche	Route principale	1899-12-30 07:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2499376.0	1111232.0	2015	5	13	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Cédez le passage'
1595	9774	1581593.0	2015-04-08	Dérapage ou perte de maîtrise	Chêne-Bourg	Nuit	Beau	Autres	6.192987141972368	46.1951716103814	Sèche	Route principale	1899-12-30 03:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2503842.0	1116733.0	2015	4	8	Etat / intention du conducteur	Influence de l'alcool
1596	9775	1590779.0	2015-04-29	Dérapage ou perte de maîtrise	Cologny	Jour	Beau	Autres	6.174493029095663	46.21330128569059	Sèche	Route principale	1899-12-30 11:00:00	Mercredi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2502447.0	1118771.0	2015	4	29	Etat / intention du conducteur	Maladies physiques ou psychiques
1597	9776	1646836.0	2015-09-09	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Beau	Autres	6.145917660209698	46.21380524827159	Sèche	Route secondaire	1899-12-30 16:00:00	Mercredi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2500243.0	1118863.0	2015	9	9	Dépassement (circulation)	Erreur commise lors d'une manoeuvre de dépassement
1598	9777	1589397.0	2015-04-26	Dérapage ou perte de maîtrise	Jussy	Nuit	Beau	Autres	6.250768244704479	46.23371571188845	Sèche	Route secondaire	1899-12-30 01:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2508367.0	1120948.0	2015	4	26	Etat / intention du conducteur	Influence de l'alcool
1599	9778	1638917.0	2015-08-21	Accident en quittant une route	Vernier	Jour	Beau	Avec blessés légers	6.103642898025486	46.210604965140384	Sèche	Route secondaire	1899-12-30 16:00:00	Vendredi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2496975.0	1118562.0	2015	8	21	Refus d'accorder la priorité	Priorité en obliquant à gauche devant des véhicules venant en sens inverse
1600	9779	1653736.0	2015-09-26	Accident par tamponnement	Genève	Nuit	Beau	Avec blessés légers	6.138302154143381	46.20980412193462	Sèche	Route principale	1899-12-30 22:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2499648.0	1118428.0	2015	9	26	Inattention et distraction	Distraction par le maniement du téléphone
1601	9780	1666764.0	2015-09-02	Accident en parquant	Genève	Inconnu	Autre	Autres	6.149715347490571	46.20449199761693	Sèche	Autre	1899-12-30 10:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500519.0	1117823.0	2015	9	2	Inattention et distraction	Manque d'attention momentané
1602	9781	1652661.0	2015-09-23	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Carouge GE	Jour	Beau	Autres	6.128455087495665	46.184984846893876	Sèche	Autoroute	1899-12-30 16:00:00	Mercredi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2498842.0	1115682.0	2015	9	23	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie
1603	9782	1625898.0	2015-07-21	Accident en s'engageant sur une route	Cartigny	Jour	Beau	Avec blessés légers	6.021136559002846	46.16411849783475	Sèche	Route principale	1899-12-30 19:00:00	Mardi	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2490515.0	1113507.0	2015	7	21	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'
1604	9783	1664739.0	2015-10-24	Dérapage ou perte de maîtrise	Cologny	Nuit	Couvert	Autres	6.175870699690859	46.20587638185984	Sèche	Route secondaire	1899-12-30 01:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2502540.0	1117944.0	2015	10	24	Etat / intention du conducteur	Excès de fatigue, endormissement (y compris endormissement passager)
1605	9784	1679396.0	2015-11-28	Dérapage ou perte de maîtrise	Vernier	Nuit	Beau	Autres	6.1108152218999585	46.218327959437296	Sèche	Route principale	1899-12-30 06:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2497543.0	1119411.0	2015	11	28	Etat / intention du conducteur	Excès de fatigue, endormissement (y compris endormissement passager)
1606	9785	1665219.0	2015-10-25	Accident en quittant une route	Meyrin	Nuit	Beau	Autres	6.106147929108549	46.225785368171884	Sèche	Route principale	1899-12-30 23:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2497197.0	1120246.0	2015	10	25	Refus d'accorder la priorité	Priorité en obliquant à gauche devant des véhicules venant en sens inverse
1607	9787	1687727.0	2015-12-17	Accident en quittant une route	Le Grand-Saconnex	Nuit	Couvert	Autres	6.116550458923672	46.23672196167317	Humide	Route principale	1899-12-30 19:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2498020.0	1121448.0	2015	12	17	Autres mouvements dans la circulation	Demi-tour imprudent
1608	9805	1558811.0	2015-02-04	Accident en parquant	Meyrin	Nuit	Beau	Autres	6.073254572740457	46.23068247618588	Sèche	Autre	1899-12-30 20:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2494669.0	1120834.0	2015	2	4	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
1609	9806	1562463.0	2015-02-20	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Autres	6.144665262979493	46.19182064275312	Sèche	Route secondaire	1899-12-30 15:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2500106.0	1116421.0	2015	2	20	Autres mouvements dans la circulation	Marche arrière imprudente
1610	9807	1556594.0	2015-02-04	Accident en parquant	Genève	Inconnu	Couvert	Autres	6.136355821706756	46.209907631006864	Mouillée	Route secondaire	1899-12-30 10:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499498.0	1118442.0	2015	2	4	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
1611	9839	1569553.0	2015-03-10	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Autres	6.137667847157214	46.20056605096201	Sèche	Route secondaire	1899-12-30 11:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499582.0	1117402.0	2015	3	10	Etat / intention du conducteur	Influence de l'alcool
1612	9840	1558083.0	2015-02-01	Accident en parquant	Le Grand-Saconnex	Inconnu	Chute de neige	Autres	6.122469961046723	46.23428099972982	Enneigée	Route secondaire	1899-12-30 20:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2498472.0	1121169.0	2015	2	1	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)
1613	9841	1611353.0	2015-06-18	Dérapage ou perte de maîtrise	Jussy	Nuit	Beau	Avec blessés légers	6.286798612784569	46.22626210342014	Sèche	Route secondaire	1899-12-30 01:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2511134.0	1120078.0	2015	6	18	Etat / intention du conducteur	Influence de l'alcool
1614	9842	1578783.0	2015-03-31	Accident impliquant des piétons	Carouge GE	Jour	Beau	Avec blessés légers	6.144857055677371	46.18539011652666	Sèche	Route principale	1899-12-30 15:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500109.0	1115706.0	2015	3	31	Influence / comportement du piéton	Traversée imprudente de la route (en marchant)
1615	9843	1624700.0	2015-07-19	Dérapage ou perte de maîtrise	Genève	Nuit	Beau	Autres	6.162966159978498	46.205254382567695	Sèche	Route principale	1899-12-30 03:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2501543.0	1117891.0	2015	7	19	Inattention et distraction	Manque d'attention momentané
