	road_name
406	Avenue du Mail
407	Avenue Henri-Dunant
408	Route du Bois-de-Bay 16-32
409	Rue de la Fontenette 6-8
410	Rue des Eaux-Vives 45-27
411	E62
412	Rue Pellegrino-Rossi 16
413	Boulevard Helvétique 28
414	Unnamed Road
415	Vernier
416	Passage des Tireurs-de-Sable
417	Boulevard Helvétique 33-31
418	Rue de la Prulay 11-1
419	Avenue Pictet-de-Rochemont 26-30
420	Voie Centrale
421	Tranchée Couverte d'Arare
422	Rue Ferdinand-Hodler
423	Quai Gustave-Ador 2
424	Route des Morillons
425	Route de l'Aéroport
426	Rue des Deux-Ponts 18-24
427	Rue Joseph-Pasquier
428	Route de Peney 157
429	Unnamed Road
430	Avenue Bois-de-la-Chapelle 73-71
431	Route de Bellebouche
432	Boulevard Georges-Favon 15
433	Rue des Lattes
434	Passage des Alpes
435	Grottes - Saint-Gervais
436	Rue du Lièvre 7-3
437	Rue des Allobroges 16
438	Rue de Chantepoulet 13-1
439	Quai de Cologny 4-3
440	Avenue de l'Amandolier
441	Quai Capo-d'Istria
442	Unnamed Road
443	Avenue des Communes-Réunies 11
444	Rue de Genève 6-50
445	Route de Chancy
446	Route du Grand-Lancy
447	Route de Veyrier
448	Rue Lect
449	Rue des Bossons 23
450	Chemin de la Greube 43
451	Rue Michel-Simon
452	Unnamed Road
453	Rue de la Bergère
454	Route de Malagnou 30-24
455	Chemin de Pierre-Grosse
456	Rampe de Cologny 10
457	Rue du Rhône 102
458	Route du Pont Butin
459	Route du Mandement
460	Route de Thonon 115
461	Quai de Cologny
462	Route de Malagnou 261
463	Route de Meyrin
464	Unnamed Road
465	Route de Colovrex
466	Route de Malagnou 166
467	Ch. Jacques-Philibert-de-Sauvage 8-10
468	Place du Rondeau
469	Route de la Capite 47
470	Place Albert-Thomas
471	Route de l'Etraz
472	Rue de Montchoisy 72-68
473	Route des Acacias 18-8
474	Quai Ernest-Ansermet 24-34
475	Rue des Eaux-Vives 14-16
476	Rue François-Jacquier 17-5
477	Rue de la Rôtisserie 21-19
478	Place du Cirque 2-4
479	Route de Drize 49-37
480	Viaduc de l'Écu
481	Route de Choulex 2-30
482	Route de Chancy
483	Quai du Mont-Blanc 13
484	:ERROR STATUS: NOT_FOUND
485	Tunnel de Vernier
486	Avenue de l'Amandolier 27-19
487	Chemin du Champ-des-Filles 39-37
488	Rampe de Cologny
489	Route de Saint-Julien
490	Rue François-Versonnex
491	Rue du Vieux-Moulin 7-3
492	Avenue des Communes-Réunies 60
493	Avenue Louis-Casaï 73-71
494	E62
495	Boulevard Georges-Favon 45-37
496	Chemin de la Croisette 4
497	Avenue Ernest-Pictet 40-38
498	Quai Charles-Page
499	Rue des Glacis-de-Rive
500	Rue du Fort-Barreau 19-13
501	Rue du Grand-Pré 74-76
502	Quai des Forces-Motrices
503	Route de Loëx
504	Rue Henri-Mussard
505	Boulevard de Saint-Georges 63-59
506	Avenue de la Paix 12
507	Rue Ferdinand-Hodler
508	Rue des Maraîchers
509	Pont du Mont-Blanc
510	Pâquis-Nations
511	Route de Valavran
512	Place de Neuve 1
513	Rue du Stand 64-66
514	Route de Chêne 37-31
515	Rue Oscar Bider
516	Avenue William-Favre 10-16
517	Avenue Petit-Senn 31
518	Route des Jeunes 10
519	Quai du Général-Guisan 2-8
520	Chemin de la Commanderie 2
521	Route de Sous-Moulin
522	:ERROR STATUS: NOT_FOUND
523	Route d'Avully 107
524	Quai Gustave-Ador 80-82
525	Quai Gustave-Ador 2
526	Place de Cornavin 10-22
527	Boulevard de la Cluse 17-7
528	Chemin du Petit-Saconnex 5
529	A1a
530	Rue François-Versonnex 8
531	Rue Adrien-Lachenal 17-13
532	Quai de Cologny
533	Quai de Cologny 1
534	Route de Saint-Julien
535	Route de Pré-Bois
536	Route de Suisse 106
537	Route de Suisse 77-71
538	Unnamed Road
539	Rue de Contamines 1
540	Route du Stand-de-Veyrier
541	Route de Sous-Moulin
542	:ERROR STATUS: NOT_FOUND
543	Chemin de Vers
544	Quai Gustave-Ador 2
545	Clos de la Filature
546	:ERROR STATUS: NOT_FOUND
547	Rampe Quidort 2
548	Pâquis-Nations
549	Route de Saint-Julien 111-109
550	E62
551	Pont du Mont-Blanc
552	Route de Chêne 25-23
553	Avenue de Mategnin 61-47
554	Avenue du Mail 2
555	Boulevard du Pont-d'Arve 44-48
556	Route Douanière
557	Chemin du Vieux-Vésenaz 39-27
558	Rue de Lyon 81-75
559	Rue du Port 2
560	Rue Sismondi 14
561	Rue du Belvédère 9-1
562	Route de Saint-Julien
563	Rue Guillaume-de-Marcossay 21-7
564	Route du Pont Butin
565	Route de Chêne 76
566	Avenue de l'Ain
567	Rue de Genève 122-150
568	Route de Thonon
569	Route de Presinge
570	Rue Saint-Victor 22
571	Boulevard de la Cluse 30-38
572	Quai Gustave-Ador
573	Rue Daniel-Gevril 4-10
574	Avenue de l'Ain
575	Route du Nant-d'Avril 22
576	Clos de la Fonderie 13
577	Avenue d'Aïre
578	Avenue de Bel-Air
579	Route de Meyrin
580	Rue de Lyon 49
581	Chemin des Briffods 9-1
582	Quai du Cheval-Blanc 15-23
583	Rue de la Servette 93-91
584	Rue de Carouge 31-21
585	Route de Suisse 22-36
586	Chemin de la Montagne 56-58
587	Centre-Plainpalais-Acacias
588	Avenue du Bouchet
589	Unnamed Road
590	Rue de Hesse
591	Pâquis-Nations
592	E62
593	A1a
594	Rue François-Perréard 20-6
595	Rue de Moillebeau
596	Pont du Mont-Blanc
597	Rue Edouard-Rod 12-16
598	Quai Gustave-Ador 2
599	Route des Franchises
600	Avenue Edmond-Vaucher
601	E62
602	E62
603	Chemin des Pléiades 1-3
604	Avenue Eugène Lance 57-51
605	Avenue du Devin-du-Village 7-1
606	Chemin du Château-Bloch
607	Rue des Noirettes 7-5
608	Chemin de la Bride 4-6
609	Chemin de Gilly
610	Avenue de Châtelaine
611	Route du Val-d'Arve
612	Route des Romelles
613	Rue de Lyon 112
614	Rue de Bâle 12-26
615	Route des Jeunes
616	Chemin du Jarlot
617	Route de Thonon
618	Avenue Tronchet 15
619	Route du Pont Butin 64-68
620	Avenue du Cimetière 1
621	Chemin de la Marbrerie 8-10
622	Rue des Moraines 9-1
623	Avenue des Amazones 25
624	Pâquis-Nations
625	:ERROR STATUS: NOT_FOUND
626	Rue du Grand Bay
627	Chemin de la Gravière 7-1
628	Route du Grand-Lancy 199-197
629	Chemin des Batailles
630	Chemin Delay
631	Unnamed Road
632	Rue Voltaire 28
633	Rue Ami-Lévrier 15-9
634	Avenue du Bouchet 15-13
635	Avenue Calas 3-1
636	Route des Acacias
637	Boulevard James-Fazy 3
638	Quai Gustave-Ador 2
639	Pont du Mont-Blanc
640	Rue du Lièvre 2-4
641	Rue des Deux-Ponts
642	Rue Necker 13-9
643	Rue du Vieux-Collège 4-6
644	Avenue Krieg
645	Place du Port 2
646	Chemin des Sports
647	Route de Saint-Julien
648	Route de Vernier
649	Route du Mandement
650	Quai de Cologny
651	Route de Chancy 40
652	Route de Satigny
653	Quai Gustave-Ador 62-64
654	Rue Caroline 27-11
655	Rue de Zurich 19
656	:ERROR STATUS: NOT_FOUND
657	Avenue d'Aïre 101-97
658	Quai du Rhône
659	Route de Pregny 30
660	Chemin Edouard-Sarasin
661	Rue Philippe-Plantamour 6-14
662	Avenue de Crozet 3
663	Route de Chêne 21-15
664	Rue de la Tannerie 8-14
665	Boulevard Georges-Favon 45-37
666	E62
667	A1
668	A1
669	Chemin du Bois-Brûlé
670	Rampe de la Gare 2-6
671	Avenue de Châtelaine
672	Vernier
673	Quai du Mont-Blanc 13
674	Route de Vernier 92-94
675	Chemin de Ruth 101-99
676	Rue du Rhône 49-47
677	Rue de Hollande 10-12
678	Avenue Henri-Golay
679	Route de l'Usine-à-Gaz 10-16
680	Route de Loëx
681	Route de Veyrier 53-51
682	Saint-Jean - Charmilles
683	Rue de Lyon 110
684	Avenue Krieg
685	Lancy
686	Chemin Rieu 15
687	Avenue Adrien-Jeandin
688	Avenue de Thônex 35
689	Route d'Annecy 201
690	Route de Malagnou 151
691	Route d'Hermance 301-299
692	Rue du Rhône
693	A1a
694	Avenue François-Besson 22
695	Route de Meyrin 388-392
696	Route de Meyrin 282-286
697	Route de Chancy 103
698	Quai de Cologny 1
699	Route de l'Etraz
700	Rue du 31 Décembre 27-17
701	Chemin de la Place-Verte 25-23
702	Rue du Rhône 19
703	Avenue de la Roseraie 53
704	Rue de Frémis 5-1
705	Route d'Athenaz
706	Route de Malagnou
707	Rue de Carouge 65-57
708	Avenue de l'Amandolier 19-11
709	Unnamed Road
710	Chemin des Corbillettes 29
711	Place des Cinq-Continents
712	Rue des Sources 17-9
713	Route de Meyrin 323
714	Route du Bout-du-Monde 5
715	Quai du Général-Guisan
716	Avenue Suisse
717	Rue Robert-De-Traz 2-6
718	Vernier
719	Place De-Grenus
720	Rue de la Scie 7-3
721	Route du Grand-Lancy
722	Route du Pont Butin
723	:ERROR STATUS: NOT_FOUND
724	Tunnel de Vernier
725	Rue Voltaire 3
726	Quai Gustave-Ador
727	Champel
728	Chemin de l'Argilière
729	Rue Harry-Marc
730	Route de Florissant
731	Rue de Genève 26-40
732	Route de Malagnou 159
733	Route du Mandement 348-352
734	Quai de Cologny 4-3
735	Rue du 31 Décembre 67
736	Route de Meyrin
737	Quai Wilson 45
738	Rue Jean-François Bartholoni 10
739	Chemin de Roday
740	Unnamed Road
741	Route de Colovrex
742	Rue de la Servette 11-7
743	Collex-Bossy
744	Rue de Carouge 13-1
745	Chemin Adrien-Stoessel 14-32
746	Rue de la Prulay 30
747	Rue de Chêne-Bougeries 2-24
748	Chemin de Fossard 29-23
749	Route du Nant-d'Avril
750	Route de Saint-Julien
751	Route de l'Aéroport 7
752	Rue du Mont-Blanc 6-14
753	Centre-Plainpalais-Acacias
754	Rue du Nant 30-34
755	Avenue Louis-Pictet 5-3
756	Rue Frank-Martin
757	Boulevard Helvétique 36
758	Chemin de la Charpente 3
759	Pont du Mont-Blanc
760	Rue Henri-Spiess
761	Route de Malagnou 31
762	Boulevard D'Yvoy 32
763	Avenue des Communes-Réunies 16
764	Rue de Genève 26-40
765	Unnamed Road
766	Rampe de Cologny
767	Route de Thonon 7-3
768	Route des Franchises 10-12
769	Route de Meyrin
770	Route de Suisse 92-96
771	Route de Base 29-25
772	Quai du Mont-Blanc 19
773	E62
774	Route d'Epeisses 20-40
775	Unnamed Road
776	Rue Jean-Gutenberg 2-12
777	Rue de l'Aubépine 21-15
778	Avenue Blanc 2
779	Route de Ferney 185-183
780	Rue des Pâquis 28
781	Chemin Frank-Thomas 6
782	Route de Chêne 30
783	Chemin des Montagnais
784	Avenue de Baptista
785	Chemin des Bois 5-3
786	Unnamed Road
787	Route de Pré-Bois
788	Place de l'Octroi
789	Quai Gustave-Ador 22
790	Rue de la Terrassière 2-6
791	Vernier
792	Place de l'Octroi
793	Veyrier
794	Rue Agasse
795	Lancy
796	Rue Maurice-Braillard
797	Route du Pont Butin
798	Rue des Pâquis 3
799	Centre-Plainpalais-Acacias
800	Rue de la Mairie 8
801	Route de Vessy 87-41
802	Avenue Louis-Rendu
803	Chemin des Rouettes 27
804	Rue des Bains 36-50
805	Quai Wilson
806	Chemin du Pré-du-Couvent
807	Rue Albert-Richard 2
808	Route des Jeunes
809	Avenue J.-D.-Maillard 3
810	Rue Michel-Chauvet 7-15
811	Avenue des Communes-Réunies
812	Rue des Battoirs
813	Av. Cardinal-Mermillod 21-11
814	Rue du Rhône 49-47
815	Pont de la Coulouvrenière 1
816	Rue Caroline
817	Avenue du Pailly
818	Route de Sauverny 76-82
819	Route de Saint-Julien 285-283
820	Route de Vernier
821	Unnamed Road
822	Pâquis-Nations
823	Chemin des Coquelicots 17-1
824	Rue Sonnex 32-36
825	Route des Acacias 28-22
826	Chemin Emile Paquin 7-1
827	Rue de la Poterie 5-3
828	Chemin du Bac 10-14
829	Rue Firmin-Massot 2-4
830	Route de Frontenex 70-72
831	Route de Drize 53-51
832	Route de l'Aéroport 3-5
833	Route de Vernier 115-113
834	E62
835	Rue Daubin 37-33
836	A1a
837	Chemin de Saule
838	Chemin de Vuillonnex 75-51
839	:ERROR STATUS: NOT_FOUND
840	Route de Meyrin 148
841	Chemin de Vers 7-5
842	Avenue Vibert
843	Avenue de Baptista
844	Rue de Jargonnant
845	Rue Bautte
846	Rue de Moillebeau
847	Route des Acacias
848	Rue Roi-Victor Amé 9-1
849	Rue Lect
850	Avenue du Pailly
851	E62
852	Rue des Maraîchers
853	Avenue Louis-Casaï 27
854	Route de Base
855	Cours de Rive 10-16
856	Chemin de la Gradelle
857	Place de Montbrillant 17
858	Place De-Grenus 3-1
859	Route de Vernier
860	Route de Vernier
861	Route de Lausanne 314-318
862	Avenue du Bouchet 1
863	Tunnel de Vernier
864	Route de l'Aéroport
865	Rue Hoffmann 4-10
866	Chemin des Crêts 19-17
867	Route du Pont Butin 12
868	1
869	Route du Grand-Lancy
870	Route de Ferney
871	Chemin des Petites-Fontaines 10
872	Avenue Adrien-Jeandin 37-31
873	Rue de Jargonnant 5-1
874	Avenue du Gros-Chêne
875	Route du Bois-des-Frères
876	Route de Meyrin 19
877	Rue de Montbrillant 10-30
878	Route de Chêne 132-138
879	Route d'Hermance 246-268
880	Boulevard du Pont-d'Arve 29-21
881	Avenue de Feuillasse
882	Avenue Trembley 15-13
883	Rue du Lièvre 2-4
884	Quai Gustave-Ador 6
885	Pont de la Coulouvrenière
886	Chemin de la Tour-de-Pinchat 22
887	Avenue de Mategnin 21
888	Square Pradier
889	Chemin de la Cocuaz 43-15
890	Route de Monniaz
891	Route de Monniaz
892	Rue Faller 11-3
893	Route de Valleiry
894	Route du Pont Butin
895	Route de Malagnou
896	Avenue de Crozet
897	Route de Lausanne 284
898	Rue des Charmilles 11-7
899	Unnamed Road
900	Rue Daubin 14-22
901	Rue Michel-Servet
902	Avenue Henri-Dunant
903	Quai du Mont-Blanc 31-29
904	Rue de Lyon 21-9
905	Tunnel de Meyrin Village
906	Unnamed Road
907	Quai du Général-Guisan 10-12
908	Avenue de Baptista
909	Boulevard du Pont-d'Arve 29-21
910	Chemin du Grand-Clos 6
911	Unnamed Road
912	Rue des Deux-Ponts 2-4
913	Rue de Sous-Terre
914	Grottes - Saint-Gervais
915	Boulevard Georges-Favon 3-1
916	Rue des Racettes 2
917	Route des Fayards
918	Tunnel de Vernier
919	Route de Gy 48
920	Boulevard Carl-Vogt 59-55
921	Rue du Prieuré 6-18
922	Chemin Le-Fort 11-1
923	Boulevard Helvétique 8
924	A1a
925	Route de Meyrin
926	Rue Ferdinand-Hodler
927	Route de Ferney 116-118
928	Route de Chancy
929	Avenue Soret 6-10
930	Pâquis-Nations
931	Rue de la Coulouvrenière 21-15
932	Place d'Armes 12-16
933	:ERROR STATUS: NOT_FOUND
934	Chemin des Sports 18-40
935	Route de Malagnou 143
936	Chemin de Pont-Céard
937	Rue de la Puiserande 11-3
938	Pâquis-Nations
939	Pâquis-Nations
940	Route de Suisse 138-150
941	Quai Gustave-Ador
942	Rue de la Fontenette 9
943	Route de Montfleury 34-44
944	Rue de la Croix-du-Levant 1-14
945	Cours de Rive 18-20
946	Boulevard Helvétique 31-25
947	:ERROR STATUS: NOT_FOUND
948	Rue Ferdinand-Hodler
949	Boulevard de Saint-Georges 72
950	Boulevard James-Fazy
951	Route de Chancy 215-211
952	Chemin de l'Ecu
953	Rue Lombard 18-24
954	Route des Jeunes
955	Chemin de la Forge
956	Rue Maunoir 15-1
957	Route de Meyrin
958	Unnamed Road
959	Route de Suisse 138-150
960	Route de Suisse 22-36
961	Avenue de Châtelaine 79-71
962	Route de Chêne 75
963	Boulevard du Pont-d'Arve 63-55
964	Rue Alberto Giacometti 15-5
965	Route de Chêne 18-20
966	Chemin du Gué 77
967	Route de Compois 6-10
968	:ERROR STATUS: NOT_FOUND
969	Route de Saint-Julien
970	Route de Saint-Julien 70
971	E62
972	Route du Grand-Lancy 89
973	Rue du Rhône 31-29
974	Route de Saint-Julien 83-79
975	Route de Drize 48-62
976	E62
977	Avenue Bois-de-la-Chapelle 53-37
978	Avenue de la Roseraie 53
979	Rue de Monthoux 29-21
980	A1a
981	Avenue du Lignon
982	E62
983	Boulevard de Saint-Georges 63-59
984	Avenue de la Paix 13
985	Route de Rennex 2-8
986	Avenue de France
987	Rue des Mouettes 7
