originalIndex	location.latitude	location.longitude	placeId
179	46.19016111950841	6.098743082345383	ChIJnVKS-Fl7jEcRvjgnL0c-6o0
180	46.20409963875542	6.141127236398016	ChIJF5Ko2ClljEcRoYihRyLyS_s
181	46.206302393425815	6.160199013184208	ChIJQTotYzdljEcRoa-kvk5z1rE
182	46.19622101356238	6.1661930783254215	ChIJ9SC-tbR6jEcRZNuA5GYEEOo
183	46.19521549534987	6.192857430922166	ChIJYW6EfP1vjEcR1HuMP_Ioc2I
184	46.199774043588036	6.173966232227632	ChIJF8PT7U1ljEcRxcOtrDK3T_Y
185	46.2123476876966	6.152141980156695	ChIJC37ebiNljEcR4dzJbzqSKpE
186	46.18209745620855	6.156874765960411	ChIJvUMqz8B6jEcRUqdwxn4TDFw
187	46.18750930546694	6.12424359775907	ChIJMRYz-Dp7jEcRQr0KRXHQqzU
188	46.18698903363459	6.13394431311031	ChIJUVhGRCZ7jEcRDjEA6J3ltvM
189	46.22245705824732	6.076632702740612	ChIJD0PAGxVjjEcRYIKrrZnpxlY
190	46.2607000976204	6.2204299561266225	ChIJY7iZ_jdvjEcReNok9rj35yg
191	46.18471908624142	6.192089451902466	ChIJvT6y5Q9wjEcRkKv21oRiLGc
192	46.2067367504729	6.117146039893825	ChIJcx2zqLdkjEcRMEwTHVGrSZU
193	46.21118962076495	6.146001802438507	ChIJFXPH4CZljEcRMUMHI_4SVKI
194	46.209766676872356	6.150878066254917	ChIJr8s88SRljEcRlrcPEaNyLz8
195	46.21639223274676	6.086442944476524	ChIJz6WZPkNjjEcRprBTsSziT50
196	46.21927511902511	6.147988623238185	ChIJfeSi5B5ljEcR7zHn0hH1wng
197	46.20667503082963	6.114971744800857	ChIJd89yGLdkjEcRcLnVzAT7La0
198	46.20438090236485	6.150283942799432	ChIJBcfirC9ljEcRQMP64ue1KRE
199	46.21395314288305	6.129238417500366	ChIJYy9YosNkjEcRueqZ6vPIkb8
200	46.179370289734834	6.129045669264554	ChIJOXq1CyJ7jEcR9ijOFlYxveA
201	46.20373279999999	6.1653968	ChIJ1TMHrUlljEcRDjZ2Bsims-0
202	46.21444296957431	6.150132804448613	ChIJfdk9NiJljEcRoK-q5Aey5wQ
203	46.203321899077544	6.18164827376777	ChIJTY6eF1dljEcRoqdLQuk2UPg
204	46.22127662387835	6.203596499625346	ChIJG36zJpFvjEcR6tlI6M4s9jk
205	46.214626894281466	6.135975001351136	ChIJo60TTNxkjEcRVXbabQ_7YBI
206	46.17371037131454	6.128057734731898	ChIJw82C7xt7jEcRkPdlFSAN3HU
207	46.16416918303671	6.100420207689867	ChIJ9xovWXZ7jEcRlXAW-AEEEEE
208	46.21885119630346	6.095709593904928	ChIJ13GRJF5jjEcRH7B9XQELMvU
209	46.206698340717324	6.1612155820765295	ChIJlzQt0zlljEcRmGjEVuQu06M
210	46.19424331946847	6.194873701104289	ChIJH0gRTh1wjEcRVJFMPKBMENE
211	46.20871768530864	6.14748211869713	ChIJu9_vdyZljEcRaiSw1fB8HmA
212	46.20059406788108	6.155188659968754	ChIJpUZxxzNljEcRJrXsBxh1UJQ
213	46.21141822694533	6.113216303570941	ChIJxzR1yrtkjEcRVueZQz8hhf8
214	46.21149336460928	6.232685326274653	ChIJ2xsPUTVujEcRcg7Ck1TrfLw
215	46.1942947891018	6.12541779412636	ChIJY8LYOjJ7jEcREGn9r_ik6tU
216	46.21663970657879	6.117460046793786	ChIJbz93Rb5kjEcRYKTJM4852pU
217	46.208311813572685	6.149253154760258	ChIJ20b5uyVljEcRvvIkIp1dHTo
218	46.28958740493184	6.1657245827491955	ChIJG5tmz2ZmjEcRPld08FLrgJc
219	46.1908946701597	6.197367522746681	ChIJc3pYZhxwjEcRQk-gbAabemg
220	46.200647398026724	6.13122433403837	ChIJbx9_WNJkjEcRVGBhZQnRPW8
221	46.210159924848035	6.127056781987563	ChIJ_-ryt8VkjEcR6v1QSnQM3lA
222	46.19135726833086	6.135892553541533	ChIJF7tfByl7jEcRAbvw-s9syek
223	46.25432499121814	6.205025700088502	ChIJadTVql1vjEcRxm1cgxZ2FLc
224	46.192446860225175	6.137756534572817	ChIJmS54-yl7jEcRcEWl1dwiqTs
225	46.208312904479094	6.1431976011051885	ChIJ7baA6idljEcRvjCoFNCjPt4
226	46.19384268730486	6.154018482422177	ChIJux8xXcx6jEcR4W99dCny4nI
227	46.20029033909128	6.1585430911798955	ChIJAbGTQDRljEcRdgNd8n7qJEA
228	46.237431411436845	6.201181038655032	ChIJO5hkeXlvjEcRENnuGNAsoCw
229	46.23037736151192	6.082956876713334	ChIJjca1ZHJjjEcRnKcsXM4kUqw
230	46.22052289699284	6.100688133257884	ChIJf3oew59kjEcRYvYFvJiGIuk
231	46.191774571590706	6.144603477840478	ChIJAy-QUNF6jEcREDUGJlZNw-g
232	46.2133360045699	6.103546497174115	ChIJ9daPoKZkjEcRgjuLoJr_vGM
233	46.21551608787459	6.13188556625822	ChIJSbyt08JkjEcRtqGYdyk_Iwo
235	46.19029764969098	6.190286143675281	ChIJWaMAigNwjEcROjx6Lu6-Wec
236	46.211265552984194	6.12031846243853	ChIJw68-fMdkjEcRNq2LXsHkCPw
237	46.192584920251434	6.163497902491386	ChIJN5D6zLV6jEcRNPLKS-RBAGk
238	46.195276611389474	6.1488450393942635	ChIJwZAXjtJ6jEcRYynvrr5dXBA
239	46.17365619510813	6.018918046961515	ChIJhcY_SHJ9jEcR8s73bHH_z-c
240	46.257863558442246	6.156463719751239	ChIJl4n_u8tljEcREKfU_0zfq6c
241	46.22792063078286	6.08340569325947	ChIJbUx1x21jjEcRyAVb36Tx0jc
242	46.203894865382715	6.1240320980269605	ChIJTZDHUslkjEcRsrqKToRojnI
243	46.20908729356618	6.146797421633875	ChIJbcD3ZCZljEcR0MaJGNrLT74
244	46.2059281924941	6.116396984936196	ChIJSVg9VrZkjEcRTg0_ixzp5JQ
245	46.203224865936214	6.177238097529324	ChIJ7xzjTlBljEcRR_qaVDHpIsU
246	46.19064421620861	6.14569465622136	ChIJZR4QG9F6jEcRENel6WSO2gg
247	46.22238261094112	6.096235068156375	ChIJg_ryF2FjjEcRiUPFRZhXGpI
248	46.27434412148659	6.16563734341344	ChIJNyR4aXhmjEcRsIseoN2CmGE
249	46.22573690275602	6.147968285093768	ChIJAQAWLx1ljEcRnGAHBkqPYBg
250	46.18227595601766	6.138018303703842	ChIJTZ-qFt96jEcRtvCAVrj_PlU
251	46.20096247979361	6.190628940478803	ChIJ5VemX_lvjEcR8EWH8r69Lss
252	46.20449663739751	6.1476616833309725	ChIJy3zU2C5ljEcR8A9kWUfNUnc
253	46.20558316353291	6.163371197431457	ChIJrXQ84zdljEcRYH4IxnwiM44
254	46.1792256740789	6.139094600505986	ChIJFWIoMN56jEcRvmk8nRrNbBg
255	46.21710137523712	6.057203722555362	ChIJF8uL1yBjjEcR0rJfyZuH0Hc
256	46.20772486289714	6.146220556018304	ChIJyafZFyZljEcRQGycz66m0lg
257	46.19884036168674	6.156109687455357	ChIJyai7czNljEcRGiNlPiFOuno
258	46.207992179552896	6.1488979891386135	ChIJ20b5uyVljEcRvvIkIp1dHTo
259	46.18749004932195	6.197908727386456	ChIJBXY9zxtwjEcReFw_biZEe58
