	index	ID_ACCIDENT	DATE_	GROUPE_ACCIDENT	COMMUNE	CONDITIONS_LUMINEUSES	CONDITIONS_METEO	CONSEQUENCES	COOR_X	COOR_Y	ETAT_ROUTE	GENRE_ROUTE	HEURE	JOUR	LOCALITE	NB_ENFANTS_IMPLIQUES	NB_ENFANTS_ECOLE	NB_BLESSES_LEGERS	NB_BLESSES_GRAVES	NB_TUES	NB_PIETONS	NB_BICYCLETTES	NB_VAE_25	NB_VAE_45	NB_CYCLOMOTEURS	NB_MOTOS_50	NB_MOTOS_125	NB_MOTOS_11KW	NB_VOITURES_TOURISME	NB_VOITURES_LIVRAISON	NB_CAMIONS	NB_BUS	NB_TRAM	E	N	YEAR	MONTH	DAY	CAUSE_g	CAUSE_sg	road_name
1378	8878	1672995.0	2015-11-13	Accident par tamponnement	Le Grand-Saconnex	Jour	Beau	Avec blessés légers	6.123576164882362	46.24321879860012	Sèche	Route principale	1899-12-30 15:00:00	Vendredi	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2498574.0	1122161.0	2015	11	13	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède	Route de Ferney
1379	8882	1677465.0	2015-11-23	Accident par tamponnement	Plan-les-Ouates	Nuit	Beau	Avec blessés légers	6.109236356875808	46.162033827383496	Sèche	Autoroute	1899-12-30 19:00:00	Lundi	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2497315.0	1113156.0	2015	11	23	Inattention et distraction	Manque d'attention momentané	Tranchée Couverte d'Arare
1380	8884	1679414.0	2015-11-28	Dérapage ou perte de maîtrise	Versoix	Aurore / crépuscule	Couvert	Autres	6.146056684190962	46.29028899676324	Sèche	Autoroute	1899-12-30 08:00:00	Samedi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500394.0	1127364.0	2015	11	28	Etat / intention du conducteur	Influence de l'alcool	E62
1381	8885	1691906.0	2015-12-30	Accident par tamponnement	Genève	Jour	Beau	Avec blessés légers	6.145416783975049	46.20761868769402	Sèche	Route secondaire	1899-12-30 12:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2500193.0	1118176.0	2015	12	30	Inattention et distraction	Manque d'attention momentané	Rue du Cendrier 19-15
1382	8886	1668593.0	2015-11-02	Accident en s'engageant sur une route	Petit-Lancy	Aurore / crépuscule	Beau	Autres	6.1158299096203645	46.19600260088329	Sèche	Route secondaire	1899-12-30 17:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2497888.0	1116923.0	2015	11	2	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'	Chemin Daniel-Ihly 8-12
1383	8887	1681405.0	2015-12-03	Accident impliquant des animaux	Genève	Jour	Beau	Avec blessés légers	6.1478634606813625	46.1875208215044	Sèche	Route principale	1899-12-30 10:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2500345.0	1115939.0	2015	12	3	Influence de tiers	Présence d'animaux domestiques sur la chaussée	Avenue de la Roseraie
1384	8889	1696896.0	2015-12-24	Accident en parquant	Genève	Nuit	Autre	Autres	6.132224517867695	46.211416329954865	Autre	Route secondaire	1899-12-30 19:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499182.0	1118615.0	2015	12	24	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Rue du Colombier 10-12
1385	8890	1670423.0	2015-11-06	Dérapage ou perte de maîtrise	Petit-Lancy	Nuit	Beau	Autres	6.117584180308652	46.176580918713896	Sèche	Route secondaire	1899-12-30 21:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2497987.0	1114762.0	2015	11	6	Inattention et distraction	Distraction par le maniement du téléphone	Avenue du Curé Baud
1386	8891	1646641.0	2015-09-09	Accident par tamponnement	Plan-les-Ouates	Jour	Beau	Autres	6.101714744659934	46.16357331811327	Sèche	Autoroute	1899-12-30 09:00:00	Mercredi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2496737.0	1113337.0	2015	9	9	Inattention et distraction	Manque d'attention momentané	E62
1387	8915	1565865.0	2015-03-01	Dérapage ou perte de maîtrise	Thônex	Jour	Couvert	Avec blessés légers	6.1906792056946784	46.190170905741965	Sèche	Route secondaire	1899-12-30 10:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2503655.0	1116180.0	2015	3	1	Etat / intention du conducteur	Influence de l'alcool	Route de Malagnou
1388	8916	1572590.0	2015-03-17	Dérapage ou perte de maîtrise	Confignon	Nuit	Couvert	Avec blessés légers	6.096136356192527	46.167681592256564	Sèche	Autoroute	1899-12-30 05:00:00	Mardi	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2496314.0	1113801.0	2015	3	17	Inattention et distraction	Manque d'attention momentané	E62
1389	8917	1593420.0	2015-05-06	Accident par tamponnement	Vésenaz	Jour	Beau	Avec blessés légers	6.206502235567968	46.259115794079456	Sèche	Route secondaire	1899-12-30 07:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2504997.0	1123824.0	2015	5	6	Autres mouvements dans la circulation	Marche arrière imprudente	Chemin de la Savonnière
1390	8918	1618497.0	2015-07-04	Accident en parquant	Genève	Jour	Beau	Autres	6.135163014036777	46.208850223597096	Sèche	Route secondaire	1899-12-30 14:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499404.0	1118326.0	2015	7	4	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Rue de la Prairie
1391	8919	1618875.0	2015-07-05	Accident en parquant	Carouge GE	Jour	Beau	Autres	6.137599504541683	46.18879740032722	Sèche	Route principale	1899-12-30 11:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499555.0	1116094.0	2015	7	5	Inattention et distraction	Manque d'attention momentané	Rue des Mouettes 7
1392	8921	1598624.0	2015-05-18	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Beau	Autres	6.145718294780897	46.20801800350518	Sèche	Route principale	1899-12-30 17:00:00	Lundi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500217.0	1118220.0	2015	5	18	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	Rue du Mont-Blanc
1393	8922	1610226.0	2015-06-15	Accident en parquant	Genève	Inconnu	Autre	Autres	6.148233748258782	46.21505532567415	Sèche	Route secondaire	1899-12-30 12:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500424.0	1118999.0	2015	6	15	Autres mouvements dans la circulation	Marche arrière imprudente	Rue de Richemont 21-13
1394	8923	1617740.0	2015-07-01	Accident en parquant	Satigny	Inconnu	Beau	Autres	6.066232032402152	46.20124914258845	Sèche	Autre	1899-12-30 23:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2494070.0	1117572.0	2015	7	1	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Route du Bois-de-Bay
1395	8924	1587456.0	2015-04-21	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Beau	Autres	6.1532546395833645	46.20331780647352	Autre	Route principale	1899-12-30 17:00:00	Mardi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2500790.0	1117688.0	2015	4	21	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	Quai du Général-Guisan 36-38
1396	8925	1599679.0	2015-05-21	Accident en quittant une route	Genève	Jour	Couvert	Avec blessés graves	6.129688739124348	46.19562445108197	Sèche	Route principale	1899-12-30 08:00:00	Jeudi	Non renseigné	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498957.0	1116863.0	2015	5	21	Refus d'accorder la priorité	En obliquant à droite devant un véhicule dans la même direction	Rue François-Dussaud 19-15
1397	8926	1600002.0	2015-05-21	Dérapage ou perte de maîtrise	Bernex	Nuit	Beau	Autres	6.078318660511553	46.195646468516046	Sèche	Autoroute	1899-12-30 22:00:00	Jeudi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2494992.0	1116933.0	2015	5	21	Non-respect de la signalisation lumineuse	Non-respect de la signalisation lumineuse pour la fermeture temporaire de voies de circulation (signalisation des pistes)	E62
1398	8927	1656934.0	2015-10-05	Dérapage ou perte de maîtrise	Carouge GE	Jour	Couvert	Avec blessés légers	6.139336964779452	46.178965901561824	Mouillée	Route secondaire	1899-12-30 08:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2499671.0	1114999.0	2015	10	5	Influence / comportement du piéton	Traversée imprudente de la route (en marchant)	Chemin de Pinchat 5-3
1399	8928	1659010.0	2015-10-08	Accident par tamponnement	Genève	Jour	Couvert	Autres	6.158109760906731	46.20238336911978	Sèche	Route secondaire	1899-12-30 09:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2501163.0	1117578.0	2015	10	8	Inattention et distraction	Manque d'attention momentané	Rue du Jeu-de-l'Arc 15-9
1400	8929	1655389.0	2015-10-01	Accident par tamponnement	Carouge GE	Jour	Beau	Autres	6.136410245843733	46.18219799305093	Sèche	Route principale	1899-12-30 09:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2499451.0	1115362.0	2015	10	1	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède	Rue Jacques-Grosselin 25-21
1401	8930	1644546.0	2015-09-04	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Nuit	Beau	Autres	6.147596004892275	46.21080152945919	Sèche	Route principale	1899-12-30 03:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2500367.0	1118527.0	2015	9	4	Dépassement (circulation)	Dépassement par la droite	Rue de Monthoux 29-21
1402	8931	1657908.0	2015-10-07	Accident par tamponnement	Conches	Jour	Beau	Autres	6.185199610259741	46.19860307320086	Sèche	Route secondaire	1899-12-30 11:00:00	Mercredi	A l'intérieur d'une localité	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2503247.0	1117124.0	2015	10	7	Inattention et distraction	Manque d'attention momentané	Chemin de Grange-Falquet 15-5
1403	8932	1621353.0	2015-07-11	Accident en parquant	Genève	Inconnu	Beau	Autres	6.131341345540703	46.20502733121026	Sèche	Route secondaire	1899-12-30 02:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499102.0	1117906.0	2015	7	11	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Rue du Belvédère 9-1
1404	8933	1646667.0	2015-09-08	Accident en parquant	Genève	Inconnu	Beau	Autres	6.115000462264793	46.20666317567317	Sèche	Route secondaire	1899-12-30 15:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2497844.0	1118109.0	2015	9	8	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Chemin des Sports
1405	8955	1654097.0	2015-09-28	Dérapage ou perte de maîtrise	Plan-les-Ouates	Nuit	Beau	Avec tués	6.0981929432760404	46.16567276191345	Sèche	Autoroute	1899-12-30 01:00:00	Lundi	A l'extérieur d'une localité	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2496469.0	1113575.0	2015	9	28	Etat / intention du conducteur	Excès de fatigue, endormissement (y compris endormissement passager)	A1a
1406	8956	1620803.0	2015-07-10	Dérapage ou perte de maîtrise	Perly	Nuit	Beau	Avec blessés légers	6.099970017852138	46.16291383536912	Sèche	Autoroute	1899-12-30 00:00:00	Vendredi	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2496601.0	1113266.0	2015	7	10	Inattention et distraction	Manque d'attention momentané	Route de Saint-Julien
1407	8957	1691353.0	2015-12-28	Accident en quittant une route	Genève	Jour	Beau	Avec blessés légers	6.141076837084249	46.21897685213333	Sèche	Route principale	1899-12-30 13:00:00	Lundi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2499879.0	1119444.0	2015	12	28	Refus d'accorder la priorité	Priorité en obliquant à gauche devant des véhicules venant en sens inverse	Rue de Montbrillant
1408	8996	1592030.0	2015-05-02	Accident en parquant	Genève	Inconnu	Beau	Autres	6.133235888180157	46.19843658359829	Sèche	Route secondaire	1899-12-30 00:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499236.0	1117171.0	2015	5	2	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Boulevard D'Yvoy 7-1
1409	8997	1583279.0	2015-04-12	Dérapage ou perte de maîtrise	Genève	Nuit	Beau	Autres	6.1331087424445725	46.20373425596219	Sèche	Route secondaire	1899-12-30 02:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499236.0	1117760.0	2015	4	12	Inattention et distraction	Manque d'attention momentané	Quai du Seujet 36
1410	8998	1615113.0	2015-06-12	Accident en parquant	Chancy	Jour	Beau	Autres	5.969921061206953	46.147466002425716	Sèche	Route secondaire	1899-12-30 13:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2486525.0	1111729.0	2015	6	12	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Route de Valleiry 20-30
1411	8999	1615987.0	2015-06-28	Accident par tamponnement	Genève	Jour	Beau	Autres	6.1475960617003365	46.206977879924715	Sèche	Route principale	1899-12-30 20:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2500360.0	1118102.0	2015	6	28	Inattention et distraction	Manque d'attention momentané	Rue du Mont-Blanc
1412	9000	1608315.0	2015-06-03	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Autres	6.146762255961847	46.21316714916414	Sèche	Autre	1899-12-30 15:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500307.0	1118791.0	2015	6	3	Autres mouvements dans la circulation	Marche arrière imprudente	Rue du Môle 21-13
1413	9001	1597278.0	2015-05-15	Accident en parquant	Genève	Jour	Pluie	Autres	6.155063911163747	46.20022551022729	Mouillée	Route principale	1899-12-30 09:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500924.0	1117342.0	2015	5	15	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Rue des Glacis-de-Rive 12-14
1414	9002	1590699.0	2015-04-29	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Chêne-Bourg	Jour	Couvert	Autres	6.200905431093648	46.197337015287715	Humide	Route secondaire	1899-12-30 07:00:00	Mercredi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2504457.0	1116964.0	2015	4	29	Dépassement (circulation)	Retour prématuré à droite	Chemin de la Mousse 46-56
1415	9003	1595848.0	2015-05-11	Accident en quittant une route	Genève	Jour	Beau	Avec blessés légers	6.156286796710442	46.19946569225029	Sèche	Route secondaire	1899-12-30 18:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2501017.0	1117256.0	2015	5	11	Refus d'accorder la priorité	En obliquant à droite devant un véhicule dans la même direction	Rue Adrien-Lachenal 17-13
1416	9004	1598796.0	2015-05-19	Accident en traversant une route	Genève	Jour	Beau	Autres	6.160368520325303	46.19779362802003	Sèche	Route principale	1899-12-30 08:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2501329.0	1117065.0	2015	5	19	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'	Chemin de Roches
1417	9005	1598403.0	2015-05-18	Accident en parquant	Genève	Jour	Beau	Autres	6.143016655741238	46.1886978140139	Sèche	Route principale	1899-12-30 11:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2499973.0	1116076.0	2015	5	18	Autres mouvements dans la circulation	Marche arrière imprudente	Rue de Carouge 97-89
1418	9006	1593435.0	2015-05-06	Accident par tamponnement	Petit-Lancy	Jour	Beau	Avec blessés légers	6.115221580248594	46.18745742772079	Humide	Route principale	1899-12-30 09:00:00	Mercredi	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	2497825.0	1115974.0	2015	5	6	Inattention et distraction	Manque d'attention momentané	Route du Pont Butin
1419	9007	1658833.0	2015-10-09	Accident en s'engageant sur une route	Troinex	Jour	Beau	Autres	6.1407932491238375	46.16569436859658	Sèche	Route secondaire	1899-12-30 12:00:00	Vendredi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2499759.0	1113522.0	2015	10	9	Refus d'accorder la priorité	Refus d'accorder la priorité en entrant dans le trafic (depuis un chemin rural, forestier, etc.)	Chemin de Saussac 5-1
1420	9008	1600224.0	2015-05-22	Autres	Bellevue	Jour	Beau	Autres	6.133719865551827	46.264677060238284	Sèche	Autoroute	1899-12-30 13:00:00	Vendredi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2499396.0	1124533.0	2015	5	22	Chargement / occupation du véhicule	Chargement insuffisamment arrimé, perte du chargement	E62
1421	9009	1646827.0	2015-09-09	Accident par tamponnement	Genève	Jour	Beau	Avec blessés légers	6.14630373719918	46.19156052556163	Sèche	Route secondaire	1899-12-30 15:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500232.0	1116390.0	2015	9	9	Inattention et distraction	Manque d'attention momentané	Boulevard de la Cluse 30-38
1422	9010	1657237.0	2015-10-05	Dérapage ou perte de maîtrise	Genève	Jour	Pluie	Avec blessés légers	6.1401508547653885	46.20619068915493	Mouillée	Route principale	1899-12-30 18:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2499784.0	1118024.0	2015	10	5	Inattention et distraction	Manque d'attention momentané	Rue Terreaux-du-Temple 4-6
1423	9011	1655163.0	2015-09-30	Accident en parquant	Genève	Jour	Beau	Autres	6.152173930835499	46.20353940573513	Sèche	Route principale	1899-12-30 14:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2500707.0	1117714.0	2015	9	30	Utilisation inadéquate du véhicule	Ouverture imprudente de la portière	Quai du Général-Guisan 34
1424	9012	1653189.0	2015-09-25	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Autres	6.157303254064408	46.18656683633676	Sèche	Route secondaire	1899-12-30 14:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2501072.0	1115821.0	2015	9	25	Inattention et distraction	Manque d'attention momentané	Chemin des Crêts-de-Champel 40-42
1425	9013	1647680.0	2015-09-11	Accident en parquant	Genève	Jour	Couvert	Autres	6.135692143001751	46.19812309952646	Sèche	Route principale	1899-12-30 18:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499425.0	1117133.0	2015	9	11	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Boulevard Carl-Vogt 59-55
1426	9014	1627229.0	2015-07-24	Accident par tamponnement	Onex	Jour	Beau	Autres	6.104497870257716	46.18526180483178	Sèche	Route principale	1899-12-30 17:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2496993.0	1115744.0	2015	7	24	Inattention et distraction	Manque d'attention momentané	Route de Chancy 103
1427	9015	1671662.0	2015-11-10	Dérapage ou perte de maîtrise	Vandoeuvres	Jour	Beau	Autres	6.195144556861173	46.21584291643683	Sèche	Route principale	1899-12-30 09:00:00	Mardi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	2504045.0	1119028.0	2015	11	10	Dépassement (circulation)	Dépassement par la droite	Route de Vandœuvres 79
1428	9016	1691322.0	2015-12-27	Accident en parquant	Genève	Inconnu	Couvert	Autres	6.128635759821154	46.20868466184015	Sèche	Route secondaire	1899-12-30 18:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2498900.0	1118316.0	2015	12	27	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Rue Lamartine
1430	9083	1578752.0	2015-03-28	Accident en parquant	Genève	Inconnu	Autre	Autres	6.141370797728047	46.20230909336375	Autre	Route principale	1899-12-30 19:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499871.0	1117591.0	2015	3	28	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Rue de Hesse 7
1431	9085	1560725.0	2015-02-16	Accident par tamponnement	Soral	Jour	Couvert	Autres	6.043928351781799	46.14431243980953	Humide	Route principale	1899-12-30 17:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2492236.0	1111274.0	2015	2	16	Autres mouvements dans la circulation	Suivre de trop près le véhicule qui précède	Route de Rougemont 1
1432	9086	1586470.0	2015-04-19	Accident par tamponnement	Genève	Aurore / crépuscule	Beau	Autres	6.142614419247162	46.20884608973749	Sèche	Route secondaire	1899-12-30 06:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2499979.0	1118316.0	2015	4	19	Etat / intention du conducteur	Influence de l'alcool	Grottes - Saint-Gervais
1433	9087	1610773.0	2015-06-16	Dérapage ou perte de maîtrise	Versoix	Jour	Beau	Avec blessés légers	6.1677024530593565	46.277057296756354	Sèche	Route secondaire	1899-12-30 17:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2502038.0	1125866.0	2015	6	16	Inattention et distraction	Manque d'attention momentané	Rue des Moulins 31-27
1434	9088	1587170.0	2015-04-20	Accident en parquant	Genève	Nuit	Beau	Autres	6.150291434503156	46.210805347132386	Sèche	Route secondaire	1899-12-30 20:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500575.0	1118524.0	2015	4	20	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	Rue Philippe-Plantamour 18-26
