	road_name
975	Route de Ferney 185-183
976	Chemin de Versoix-la-Ville 9-5
977	Avenue Edmond-Vaucher 33-29
978	Route des Acacias 38-30
979	Place de Cornavin 7
980	Boulevard des Philosophes
981	Cours de Rive 18-20
982	Unnamed Road
983	Avenue William-Favre
984	Rue Louis-Duchosal 4-6
985	Route de Saint-Julien 48
986	Genève
987	Route de Chêne 103-97
988	Route de Saint-Julien 52-60
989	Route de Sous-Moulin
990	Route du Pont Butin 12
991	Avenue du Plateau 4
992	Chemin Ami-Argand
993	Chemin des Batailles 22
994	Avenue de l'Ain
995	Quai Gustave-Ador 56
996	Rue de la Servette 100
997	Chemin Théodore-Bret 20-30
998	Rue Du-Roveray 16-20
999	Rue de Montbrillant 5-1
1000	Unnamed Road
