NO_SIREDO;NO_POINT_MESURE;CODE_VOIE;NOM_VOIE;DIRECTION;TJOM;TJOM_ANNEE;TJM;TJM_ANNEE;DISPONIBILITE;ANGLE;PRESELECTION;ID_GM_TRONCON;CAPTEUR;DATEDT;NOM_POINT_DE_MESURE;E;N;HPM;HPS
6121.1;6560;13153;Route des Jeunes;;7191;2015;6766;2015;365 jrs/an;10.0;Toutes_Directions;110112.0;PCRT;2016-10-12 10:06:31;Jeunes / Péniches;2498847.35;1117202.08;;
98.2;16815;00310;Avenue de l' Amandolier;;4595;2015;4319;2015;2 mois par an;353.0;Toutes_Directions;120788.0;PCRT;2016-10-12 10:06:30;Amandolier / Chêne;2501875.03;1117236.92;;
98.10000000000001;16813;00310;Avenue de l' Amandolier;;5715;2015;5237;2015;2 mois par an;173.0;Toutes_Directions;120788.0;PCRT;2016-10-12 10:06:30;Amandolier / Chêne;2501870.21;1117240.59;;
44.1;16816;05517;Route de Chêne;;7334;2015;7307;2015;365 jrs/an;270.0;Toutes_Directions;115200.0;PCRT;2016-10-12 10:06:29;Chêne / Amandolier;2501777.02;1117312.97;;
84.2;5905;10812;Route de Frontenex;;6873;2015;6538;2015;365 jrs/an;250.0;Toutes_Directions;119921.0;PCRT;2016-10-12 10:06:29;Frontenex / XXXI-Décembre;2501471.01;1117497.62;;
2047.1000000000001;23551;62898;Tunnel de Ferney;;11767;2015;11109;2015;365 jrs/an;159.0;Toutes_Directions;117631.0;PCRT;2016-10-12 10:06:28;Ferney (Tunnel);2498493.37;1122515.75;;
2043.2;44;27626;Route de Lausanne;;13050;2015;11994;2015;365 jrs/an;220.0;Toutes_Directions;116475.0;;2016-10-12 10:06:28;* Lausanne (Route);2501061.95;1123470.90;;
2043.1000000000001;43;27626;Route de Lausanne;;12570;2015;11572;2015;365 jrs/an;40.0;Toutes_Directions;116475.0;;2016-10-12 10:06:27;* Lausanne (Route);2501061.53;1123463.26;;
2041.2;42;23604;Route de Thonon;;13008;2015;12110;2015;non;30.0;Toutes_Directions;114082.0;PCRT;2016-10-12 10:05:11;Thonon / Pêcheurs;2504025.65;1121248.29;;
2041.1000000000001;41;23604;Route de Thonon;;13671;2015;12720;2015;non;210.0;Toutes_Directions;114082.0;PCRT;2016-10-12 10:05:11;Thonon / Pêcheurs;2504021.86;1121253.95;;
2039.1000000000001;39;56103;Route  Blanche;;9251;2015;8471;2015;365 jrs/an;303.0;Toutes_Directions;114987.0;;2016-10-12 10:06:27;* Douane de Thônex Vallard (Route Blanche, T. 154);2504241.16;1116155.45;;
6019.1;32004;62413;Rue Adrien- WYSS;;665;2015;543;2015;2 mois par an;320.0;Toutes_Directions;114906.0;PCRT;2016-10-12 10:36:47;Royer / Acacias;2499347.49;1116356.90;;
6007.2;25871;08869;Avenue Henri- DUNANT;;7485;2015;7327;2015;2 mois par an;5.0;Toutes_Directions;110918.0;PCRT;2016-10-12 10:36:46;Dunant/Vignier;2499906.77;1116921.68;;
6007.1;25804;08869;Avenue Henri- DUNANT;;6580;2015;6277;2015;2 mois par an;185.0;Toutes_Directions;116670.0;PCRT;2016-10-12 10:07:01;Dunant/Vignier;2499906.55;1116990.48;;
6001.2;7276;00086;Route des Acacias;;8676;2015;8401;2015;365 jrs/an;50.0;Toutes_Directions;114618.0;PCRT;2016-10-12 10:07:00;Acacias / Dussaud;2499403.51;1116364.18;;
6001.1;7206;00086;Route des Acacias;;9653;2015;9131;2015;365 jrs/an;230.0;Toutes_Directions;114618.0;PCRT;2016-10-12 10:07:00;Acacias / Dussaud;2499402.01;1116377.09;;
337.1;23403;10057;Route de Ferney;;11036;2015;10282;2015;2 mois par an;355.0;Toutes_Directions;111850.0;PCRT;2016-10-12 10:06:59.000001;Ferney / Colombelle;2498596.43;1121312.22;;
337.2;23401;10057;Route de Ferney;;10981;2015;10319;2015;2 mois par an;175.0;Toutes_Directions;111850.0;PCRT;2016-10-12 10:06:59.000001;Ferney / Colombelle;2498590.47;1121316.60;;
349.1;46462;10057;Route de Ferney;;10833;2015;10155;2015;Suspendu;0.0;Toutes_Directions;118960.0;PCRT;2016-10-12 10:06:58;Ferney / Peyrot;2498551.03;1121810.95;;
117.2;19308;00841;Avenue Louis- AUBERT;;10079;2015;9062;2015;365 jrs/an;220.0;Toutes_Directions;115419.0;PCRT;2016-10-12 10:06:57;Louis-Aubert / Pittard;2501479.13;1116309.96;;
117.10000000000001;19307;00841;Avenue Louis- AUBERT;;8184;2015;7457;2015;365 jrs/an;40.0;Toutes_Directions;115419.0;PCRT;2016-10-12 10:06:55;Louis-Aubert / Pittard;2501484.06;1116301.31;;
115.2;14086;10332;Route de Florissant;;6035;2015;5478;2015;2 mois par an;120.0;Toutes_Directions;110723.0;PCRT;2016-10-12 10:06:57;Florissant / Aubert;2501560.22;1116479.64;;
115.10000000000001;14090;10332;Route de Florissant;;10158;2015;9240;2015;2 mois par an;300.0;Toutes_Directions;110723.0;PCRT;2016-10-12 10:06:56;Florissant / Aubert;2501569.71;1116481.84;;
39.1;52508;19186;Quai de la Poste;;4128;2015;3791;2015;2 mois par an;255.0;Toutes_Directions;119097.0;PCRT;2016-10-12 10:06:56;Poste / Hollande;2499928.74;1117798.18;;
3288.2000000000003;289;24775;Route de Verbois;;1100;2015;1056;2015;3 semaines/an;240.0;Toutes_Directions;115543.0;PERIOD;2016-10-12 10:38:26;Verbois (Pont);2491137.25;1116693.98;;
3288.1;288;24775;Route de Verbois;;921;2015;892;2015;3 semaines/an;60.0;Toutes_Directions;115543.0;PERIOD;2016-10-12 10:38:25;Verbois (Pont);2491127.38;1116685.88;;
5282.2;283;15482;Route de Meyrin;;13547;2015;12589;2015;3 semaines/an;115.0;Toutes_Directions;117796.0;PERIOD;2016-10-12 10:05:18;Douane de Meyrin (Route de Meyrin);2492913.43;1121329.68;;
5282.1;282;15482;Route de Meyrin;;13746;2015;12844;2015;3 semaines/an;295.0;Toutes_Directions;115406.0;PERIOD;2016-10-12 10:38:24.000001;Douane de Meyrin (Route de Meyrin);2492917.57;1121338.03;;
3286.2000000000003;287;13781;Route de l' Etraz;;3181;2015;2791;2015;3 semaines/an;260.0;Toutes_Directions;117628.0;PERIOD;2016-10-12 10:38:23;;2500169.71;1126441.49;;
6056.2;25505;25011;Route de Vernier;;;2012;;2012;non;18.0;Toutes_Directions;116866.0;PCRT;2016-09-13 15:18:12;Vernier / Nant-d'Avril;2496057.56;1119537.71;;
6056.1;25507;25011;Route de Vernier;;;2012;;2012;sur demande;202.0;Toutes_Directions;116866.0;PCRT;2016-09-13 15:18:11;Vernier / Nant-d'Avril;2496053.09;1119541.23;;
1510.2;bpwk11920lr1;91243;  N 1;;;;;;365 jrs/an;38.0;Toutes_Directions;117806.0;CAR;2016-05-26 08:24:14;RN Halle 6;2497948.00;1121229.57;;
1510.1000000000001;bpwk11920fr1;91243;  N 1;;;;;;365 jrs/an;218.0;Toutes_Directions;117809.0;CAR;2016-05-17 11:34:46;RN Halle 6;2497943.06;1121242.68;;
6101.2;9073;15997;Quai du Mont-Blanc;;;;;;365 jrs/an;220.0;Toutes_DIrections;120061.0;PCRT;2016-05-17 08:56:05;Quai du Mont-Blanc /ouest  Alpes;2500448.14;1118203.93;;
47.1;9071;15997;Quai du Mont-Blanc;;;2012;;2012;non;220.0;Toutes_Directions;115310.0;PCRT;2016-09-13 15:18:05.000001;Mont-Blanc (Quai) / Alpes;2500491.70;1118253.28;;
6039.1;2103;23574;Place Albert- THOMAS;;;;;;sur demande;230.0;Toutes_Directions;110078.0;PCRT;2010-04-12 10:48:18;Paix / Albert-Thomas;2500419.86;1120014.92;;
0.0;20011;08869;Avenue Henri- DUNANT;;;;;;non;185.0;Toutes_Directions;113257.0;PCRT;2010-04-12 10:50:14.000001;Henri-Dunant / Plainpalais;2499912.23;1117086.35;;
0.0;2703;26190;Rue  VOLTAIRE;;;;;;non;110.0;Toutes_Directions;118062.0;PCRT;2010-04-12 10:50:23;Voltaire / Franklin;2499560.28;1118213.06;;
0.0;7701;14605;Route de Malagnou;;;;;;non;290.0;Toutes_Directions;117500.0;PCRT;2010-04-12 10:54:32;Malagnou / Weber;2501560.73;1116951.19;;
0.0;m173;22314;Rue de la Servette;;;;;;non;122.0;Toutes_Directions;118089.0;PCRT;2010-04-12 10:51:32.000001;Sevette / Tschumi;2499595.14;1118451.53;;
0.0;6708;;;;;;;;non;120.0;Toutes_Directions;115469.0;PCRT;2010-04-12 10:53:06.000001;Chêne / est Montagne;2503707.34;1116816.76;;
0.0;8585;21601;Rue de Saint-Jean;;;;;;non;77.0;Toutes_Directions;111235.0;PCRT;2010-04-12 10:52:15.000001;Saint-Jean / Sous-Terre;2499318.21;1117968.10;;
0.0;8505;21601;Rue de Saint-Jean;;;;;;non;80.0;Toutes_Directions;110143.0;PCRT;2010-04-12 10:53:37;Saint-Jean / Sous-Terre;2499372.03;1117976.62;;
0.0;8665;21601;Rue de Saint-Jean;;;;;;non;82.0;Toutes_Directions;111235.0;PCRT;2010-04-12 10:52:56;Saint-Jean / Délices;2499229.65;1117950.96;;
0.0;2201;25941;Place des Vingt-Deux-Cantons;;;;;;non;108.0;Toutes_Directions;110124.0;PCRT;2010-04-12 10:52:11;Monfleury / Peney;2499883.97;1118272.40;;
0.0;47770;;;;;;;;non;140.0;Toutes_Directions;119988.0;PCRT;2010-04-12 10:50:04;Mail / Patru;2499783.73;1116952.58;;
0.0;8355;13153;Route des Jeunes;;;;;;non;345.0;Toutes_Directions;117839.0;PCRT;2010-04-12 10:53:12;Jeunes / Dussaud;2498835.83;1117003.92;;
0.0;34160;23515;Rue des Terreaux-du-Temple;;;;;;non;35.0;Toutes_Directions;113428.0;PCRT;2010-04-12 10:48:14;Vallon / Chêne;2499925.64;1118217.26;;
0.0;8056;10812;Route de Frontenex;;;;;;non;270.0;Toutes_Directions;116067.0;PCRT;2010-04-12 10:54:31;Frontenex / Jargonnant;2501362.10;1117464.82;;
0.0;2280;09997;Boulevard James- FAZY;;;;;;non;220.0;Toutes_Directions;117149.0;PCRT;2010-04-12 10:49:07;Avenue Louis-Pictet / Montfleury;2499818.86;1118223.90;;
0.0;26260;23515;Rue des Terreaux-du-Temple;;;;;;non;35.0;Toutes_Directions;110133.0;PCRT;2010-04-12 10:53:11;Terreaux-Temple / Fazy;2499780.18;1118025.45;;
0.0;26275;90190;Pont de la Coulouvrenière;;;;;;non;172.0;Toutes_Directions;110134.0;PCRT;2010-04-12 10:55:43;Coulouvrenière (Pont);2499744.80;1117929.21;;
0.0;22233;09920;Boulevard Georges- FAVON;;;;;;non;172.0;Toutes_Directions;112602.0;PCRT;2012-02-13 16:09:39;Georges-Favon / Stand;2499764.45;1117706.47;;
0.0;m154;09920;Boulevard Georges- FAVON;;;;;;non;335.0;Toutes_Directions;110195.0;PCRT;2010-04-12 10:47:59;Georges-Favon / Bartholoni;2499836.65;1117384.25;;
0.0;20155;09920;Boulevard Georges- FAVON;;;;;;non;330.0;Toutes_Directions;112932.0;PCRT;2010-04-12 10:51:20;Georges-Favon / nord Saussure;2499884.43;1117283.83;;
0.0;m152;09920;Boulevard Georges- FAVON;;;;;;non;330.0;Toutes_Directions;120703.0;PCRT;2010-04-12 10:53:29;Georges-Favon / De Saussure;2499912.43;1117225.37;;
0.0;6906;18953;Boulevard du Pont-d'Arve;;;;;;non;75.0;Toutes_Directions;110119.0;PCRT;2010-04-12 10:48:28;Pont-d'Arve / XXIII-Cantons;2499980.44;1116781.94;;
318.1;18466;14605;Route de Malagnou;;;2012;;2012;2 mois par an;120.0;Toutes_Directions;112857.0;PCRT;2016-09-13 15:16:57;Malagnou / Boisserette;2501967.80;1116788.61;;
313.1;8561;21601;Rue de Saint-Jean;;;;;;non;260.0;Toutes_Directions;110143.0;PCRT;2010-04-12 10:46:17;Saint-Jean / Sous-Terre;2499383.38;1117983.33;;
313.2;8565;21601;Rue de Saint-Jean;;;;;;non;68.0;Toutes_Directions;110143.0;PCRT;2010-04-12 10:52:08;Saint-Jean / Sous-Terre;2499408.61;1117985.22;;
347.1;m347;59650;Route François- PEYROT;;;;;;non;88.0;Tourner_Droite;120244.0;PCRT;2010-04-12 10:50:19;Peyrot / Ferney;2498519.01;1121829.12;;
347.2;m348;59650;Route François- PEYROT;;;;;;non;80.0;Tourner_Gauche;120244.0;PCRT;2010-04-12 10:52:06;Peyrot / Ferney;2498519.57;1121835.85;;
1100.2;101;15482;Route de Meyrin;;;;;;Suspendu;110.0;Toutes_Directions;115405.0;PCRT;2010-04-12 11:04:23;Meyrin / Rendu;2493841.73;1120937.24;;
1100.1000000000001;100;15482;Route de Meyrin;;;;;;Suspendu;290.0;Toutes_Directions;115405.0;PCRT;2010-04-12 11:03:53;Meyrin / Rendu;2493848.67;1120940.25;;
0.0;m180;04081;Avenue Louis- CASAÏ;;;;;;non;308.0;Toutes_Directions;115300.0;PCRT;2010-04-12 10:49:39.000001;Casaï / Coudrier;2497690.32;1119716.15;;
0.0;m182;04081;Avenue Louis- CASAÏ;;;;;;non;128.0;Toutes_Directions;115300.0;PCRT;2010-04-12 10:50:26;Casaï / Coudrier;2497657.52;1119734.30;;
0.0;m181;04081;Avenue Louis- CASAÏ;;;;;;non;308.0;Toutes_Directions;115300.0;PCRT;2010-04-12 10:49:02;Casaï / Coudrier;2497665.93;1119737.06;;
0.0;3681;05517;Route de Chêne;;;;;;non;102.0;Toutes_Directions;115218.0;PCRT;2010-04-12 10:49:05;Chêne / Grange-Canal;2502369.49;1117259.04;;
0.0;3606;05517;Route de Chêne;;;;;;non;287.0;Toutes_Directions;115218.0;PCRT;2010-04-12 10:55:00;Chêne / Grange-Canal;2502375.99;1117268.80;;
0.0;3613;12041;Chemin de Grange-Canal;;;;;;non;35.0;Toutes_Directions;114982.0;PCRT;2010-04-12 10:52:39;Grange-Canal / Chêne;2502418.75;1117277.97;;
0.0;3651;12041;Chemin de Grange-Canal;;;;;;non;220.0;Toutes_Directions;114982.0;PCRT;2010-04-12 10:56:47;Grange-Canal / Chêne;2502417.89;1117286.49;;
6080.1;3628;05711;Chemin de la Chevillarde;;;;;;non;23.0;Toutes_Directions;110011.0;PCRT;2010-04-12 10:48:53;Chevillarde /Chêne;2502447.85;1117219.25;;
6080.2;3629;05711;Chemin de la Chevillarde;;;;;;non;200.0;Toutes_Directions;110011.0;PCRT;2010-04-12 10:54:41;Chevillarde /Chêne;2502444.16;1117222.45;;
6057.1;3623;05517;Route de Chêne;;;;;;non;105.0;Toutes_Directions;115212.0;PCRT;2010-04-12 10:50:20;Chêne / Puthon;2502491.92;1117225.35;;
6057.2;3661;05517;Route de Chêne;;;;;;non;285.0;Toutes_Directions;115212.0;PCRT;2010-04-12 10:50:09;Chêne / Puthon;2502483.59;1117239.36;;
0.0;6725;24546;Route du Vallon;;;;;;non;40.0;Toutes_Directions;115499.0;PCRT;2010-04-12 10:53:49;Vallon / Chêne;2503462.82;1116994.78;;
0.0;6705;24546;Route du Vallon;;;;;;non;55.0;Tourner_Droite;115499.0;PCRT;2010-04-12 10:48:08;Vallon / Chêne;2503465.14;1116993.02;;
0.0;6715;15946;Chemin  De-LA-MONTAGNE;;;;;;non;240.0;Tourner_Gauche;119824.0;PCRT;2010-04-12 10:46:21;Montagne / Chêne;2503556.27;1116975.93;;
0.0;6713;15946;Chemin  De-LA-MONTAGNE;;;;;;non;270.0;Tourner_Droite;119824.0;PCRT;2010-04-12 10:53:14;Montagne / Chêne;2503554.52;1116978.93;;
11.200000000000001;12586;14605;Route de Malagnou;;;2012;;2012;2 mois par an;108.0;Toutes_Directions;115416.0;PCRT;2016-09-13 15:15:24;Malagnou / Contamines;2501097.11;1117146.86;;
11.1;12466;14605;Route de Malagnou;;;2012;;2012;2 mois par an;288.0;Toutes_Directions;115416.0;PCRT;2016-09-13 15:15:23;Malagnou / Contamines;2501102.95;1117150.71;;
6026.1;12386;12661;Rue Ferdinand- HODLER;;;;;;sur demande;130.0;Toutes_Directions;116729.0;PCRT;2010-04-12 10:50:02;Hodler / Glacis-de-Rive;2500895.19;1117234.49;;
0.0;14708;21814;Avenue de Sainte-Clotilde;;;;;;non;40.0;Tourner_Gauche;112616.0;PCRT;2011-07-21 15:10:51;Sainte-Clotilde / Carl-Vogt;2499205.79;1117289.19;;
0.0;14702;26069;Boulevard Carl- VOGT;;;;;;non;315.0;Toutes_Directions;120861.0;PCRT;2011-07-21 15:11:21;Carl-Vogt / Sainte-Clotilde;2499232.90;1117290.87;;
0.0;19386;55999;Route du Pontet;;;;;;non;130.0;Toutes_Directions;112165.0;PCRT;2010-04-12 10:53:58;Eugène-Pittard / Aubert nord;2501479.81;1116359.49;;
0.0;19366;18520;Avenue Eugène- PITTARD;;;;;;non;315.0;Toutes_Directions;115980.0;PCRT;2010-04-12 10:48:35;Eugène-Pittard / Aubert sud;2501531.76;1116313.77;;
6074.2;3114;26298;Avenue  WENDT;;;;;;sur demande;215.0;Toutes_Directions;120070.0;PCRT;2010-04-12 10:52:48;Wendt / Servette;2498955.94;1118857.95;;
6028.2;4820;;;;;;;;non;130.0;Toutes_Directions;114197.0;PCRT;2010-04-12 10:51:09;Jo-Siffert / Ferney;2498544.72;1121176.06;;
6028.1;4835;;;;;;;;sur demande;310.0;Toutes_Directions;114197.0;PCRT;2010-04-12 10:51:50;Jo-Siffert / Ferney;2498548.97;1121178.47;;
6031.2;4822;59714;Place de Carantec;;;;;;non;232.0;Toutes_Directions;113855.0;PCRT;2010-04-12 10:48:46;Carantec;2498595.64;1121180.79;;
6031.1;4836;59714;Place de Carantec;;;;;;sur demande;52.0;Toutes_Directions;113855.0;PCRT;2010-04-12 10:54:14;Carantec;2498595.25;1121176.77;;
0.0;45010;22314;Rue de la Servette;;;;;;non;120.0;Toutes_Directions;115313.0;PCRT;2010-04-12 10:52:35;Servette / Carteret;2499257.47;1118667.48;;
0.0;25402;01422;Chemin des Batailles;;;;;;non;140.0;Tourner_Gauche;117699.0;PCRT;2010-04-12 10:55:38;Batailles / Nant-d'Avril;2495781.67;1119629.46;;
0.0;25401;01422;Chemin des Batailles;;;;;;non;210.0;Tourner_Droite;117699.0;PCRT;2010-04-12 10:54:33;Batailles / Nant-d'Avril;2495775.53;1119629.59;;
6060.3;6833;06785;Avenue des Communes-Réunies;;;;;;sur demande;355.0;Tourner_Droite;117531.0;PCRT;2010-04-12 10:52:13;Communes-Réunies / Grand-Lancy;2498231.72;1115449.29;;
7002.1;27555;19470;Route de Pré-Bois;;;;;;sur demande;20.0;Toutes_Directions;131054.0;PCRT;2010-04-12 10:56:43;Pré-Bois / boucle SASMA;2496414.27;1119592.84;;
240.1;43403;00108;Route de l' Aéroport;;;;;;non;45.0;Toutes_Directions;115024.0;PCRT;2010-04-12 10:54:43.000001;Aéroport /Casaï (P51);2496911.18;1120434.09;;
238.3;43406;04081;Avenue Louis- CASAÏ;;;;;;sur demande;65.0;Tourner_Droite;115388.0;PCRT;2010-07-05 10:16:08;Aéroport /Casaï (P51);2496946.28;1120468.49;;
238.20000000000002;43405;00108;Route de l' Aéroport;;;;;;sur demande;40.0;Toutes_Directions;115390.0;PCRT;2010-07-05 10:16:05;Aéroport /Casaï (P51);2496943.09;1120474.92;;
238.1;43404;00108;Route de l' Aéroport;;;;;;sur demande;225.0;Toutes_Directions;115024.0;PCRT;2010-07-05 10:16:04;Aéroport /Casaï (P51);2496924.55;1120463.18;;
1512.2;wk13650lr1;91243;  N 1;;;;;;non;40.0;Toutes_Directions;116461.0;CAR;2010-04-12 11:08:33;RN Ferney;2498581.57;1121973.74;;
1512.1000000000001;wk13110fr1;91243;  N 1;;;;;;non;220.0;Toutes_Directions;116209.0;CAR;2010-04-12 11:08:15.000001;RN Ferney;2498574.65;1121986.89;;
1508.2;wk16450lr1;91243;  N 1;;;2012;;2012;sur demande;325.0;Toutes_Directions;116402.0;CAR;2016-09-13 15:14:31;RN Limite VD;2499467.62;1123725.92;;
1508.1000000000001;wk16450fr1;91243;  N 1;;;2012;;2012;sur demande;145.0;Toutes_Directions;116106.0;CAR;2016-09-13 15:14:27.000001;RN Limite VD;2499448.35;1123728.27;;
0.0;17324;54011;Place de l' Octroi;;;;;;non;63.0;Tourner_Gauche;116087.0;PCRT;2010-04-12 10:50:31;Place de l'Octroi / tronçon sud;2499811.81;1115979.99;;
0.0;8301;13153;Route des Jeunes;;;;;;non;352.0;Tourner_Gauche;115470.0;PCRT;2010-04-12 10:48:33;;2498845.97;1116826.34;;
6045.1;20803;19313;Avenue de la Praille;;;;;;sur demande;90.0;Toutes_Directions;118759.0;PCRT;2010-04-12 10:49:28;Praille / Jeunes;2498880.84;1115887.00;;
6023.1;20801;13153;Route des Jeunes;;;2012;;2012;2 mois par an;170.0;Toutes_Directions;115478.0;PCRT;2016-09-13 15:14:19.000001;Jeunes / Praille;2498814.19;1115843.58;;
6060.1;6866;06785;Avenue des Communes-Réunies;;;;;;sur demande;343.0;Toutes_Directions;117531.0;PCRT;2010-04-12 11:33:06;Communes-Réunies / Grand-Lancy;2498230.25;1115431.18;;
0.0;6867;06785;Avenue des Communes-Réunies;;;;;;non;343.0;Toutes_Directions;117531.0;PCRT;2010-04-12 10:52:28;Communes-Réunies / 1er-août;2498233.27;1115419.30;;
6060.2;6870;06785;Avenue des Communes-Réunies;;;;;;sur demande;160.0;Toutes_Directions;117531.0;PCRT;2010-04-12 11:33:06;Communes-Réunies / 1er-août;2498223.91;1115431.02;;
0.0;6817;11770;Route du Grand-Lancy;;;;;;non;60.0;Toutes_Directions;115141.0;PCRT;2010-04-12 10:49:34;Grand-Lancy / Communes-Réunies;2498248.38;1115502.24;;
6058.1;6858;03514;Route du Pont-BUTIN;;;2012;;2012;2 mois par an;355.0;Toutes_Directions;120044.0;PCRT;2016-09-13 15:14:03.000001;Pont-Butin / Grand-Lancy;2498214.22;1115527.60;;
0.0;40402;03956;Rue de Carouge;;;;;;non;357.0;Tourner_Gauche;120906.0;PCRT;2010-04-12 10:47:42;Carouge / Battoirs;2500043.51;1116371.37;;
122.10000000000001;17315;17140;Quai Charles- PAGE;;;2012;;2012;365 jrs/an;161.0;Toutes_Directions;115684.0;PCRT;2016-09-13 15:13:55.000001;Carouge (Pont);2499929.62;1116050.11;;
0.0;17314;17140;Quai Charles- PAGE;;;;;;non;176.0;Tourner_Droite;115684.0;PCRT;2010-04-12 10:50:51;Quai Capo-d'Istria (TD);2499926.07;1116049.19;;
0.0;26833;06548;Quai de Cologny;;;;;;non;30.0;Toutes_Directions;120711.0;PCRT;2010-04-12 10:51:14;Cologny / nord Traînant;2502493.26;1118847.71;;
0.0;26851;06548;Quai de Cologny;;;;;;non;210.0;Toutes_Directions;120711.0;PCRT;2010-04-12 10:55:14;Cologny / nord Traînant;2502488.46;1118853.02;;
6049.2;26866;24015;Place de Traînant;;;;;;non;300.0;Toutes_Directions;114238.0;PCRT;2010-04-12 10:48:23;Cologny / Traînant;2502342.91;1118587.82;;
0.0;26877;00094;Quai Gustave- ADOR;;;;;;non;55.0;Toutes_Directions;116059.0;PCRT;2010-04-12 10:55:32;Ador / sud Traînant;2502189.70;1118539.04;;
0.0;26878;00094;Quai Gustave- ADOR;;;;;;non;235.0;Toutes_Directions;116059.0;PCRT;2010-04-12 10:50:49.000001;Ador / sud Traînant;2502193.59;1118548.40;;
0.0;26106;10731;Avenue de France;;;;;;non;120.0;Toutes_Directions;110079.0;PCRT;2010-04-12 10:49:49;France / est Blanc;2500384.42;1119485.09;;
0.0;22006;10731;Avenue de France;;;;;;non;310.0;Toutes_Directions;110072.0;PCRT;2010-04-12 10:46:56;France / ouest Montbrillant;2499771.10;1119753.01;;
6038.1;2101;13617;Rue de Lausanne;;;;;;non;327.0;Tourner_Gauche;119100.0;PCRT;2010-04-12 10:51:11;Lausanne / Albert-Thomas;2500456.98;1119985.89;;
0.0;25805;08869;Avenue Henri- DUNANT;;;;;;non;0.0;Toutes_Directions;116670.0;PCRT;2010-04-12 10:55:41;Henri-Dunant / nord Vignier;2499910.74;1116986.24;;
0.0;23701;18953;Boulevard du Pont-d'Arve;;;;;;non;40.0;Toutes_Directions;112412.0;PCRT;2010-04-12 10:56:44.000001;Pont-d'Arve / Ansermet;2499769.49;1116640.49;;
6014.1;23710;09113;Quai Ernest- ANSERMET;;;;;;sur demande;115.0;Tourner_Gauche;115259.0;PCRT;2010-04-12 10:56:53;Ansermet / Acacias;2499726.03;1116645.50;;
6013.1;23709;09113;Quai Ernest- ANSERMET;;;;;;sur demande;140.0;Toutes_Directions;115259.0;PCRT;2010-04-12 10:54:01;Ansermet / Acacias;2499722.57;1116642.49;;
6012.1;23708;09113;Quai Ernest- ANSERMET;;;;;;non;155.0;Tourner_Droite;115259.0;PCRT;2010-04-12 10:52:41;Ansermet / Acacias;2499720.22;1116640.69;;
0.0;20402;11770;Route du Grand-Lancy;;;;;;Suspendu;260.0;Toutes_Directions;115159.0;PCRT;2010-04-12 10:52:00;Grand-Lancy / Port franc;2498655.23;1115969.35;;
0.0;46270;10057;Route de Ferney;;;;;;non;175.0;Toutes_Directions;118878.0;PCRT;2010-04-12 10:49:47.000001;Ferney / Pavillon;2498569.36;1121502.89;;
0.0;20010;;;;;;;;Suspendu;10.0;Toutes_Directions;120704.0;PCRT;2010-04-12 10:52:58.000001;Georges-Favon / Plainpalais;2499919.25;1117109.27;;
0.0;m188;10057;Route de Ferney;;;;;;non;174.0;Toutes_Directions;118879.0;PCRT;2010-04-12 10:56:49;Ferney / Pavillon;2498557.57;1121649.24;;
0.0;23402;10057;Route de Ferney;;;;;;non;175.0;Toutes_Directions;111850.0;PCRT;2010-04-12 10:54:37;Ferney / Colombette;2498589.30;1121342.49;;
342.1;46271;10057;Route de Ferney;;;;;;sur demande;355.0;Toutes_Directions;118878.0;PCRT;2010-04-12 10:51:18;Pavillon / Ferney;2498572.95;1121550.07;;
0.0;23405;10057;Route de Ferney;;;;;;non;325.0;Tourner_Gauche;111850.0;PCRT;2010-04-12 10:54:12;Ferney / Colombette;2498587.37;1121411.92;;
0.0;23407;;;;;;;;non;25.0;Toutes_Directions;116307.0;PCRT;2010-04-12 10:52:21;Colombette / Ferney;2498568.75;1121405.22;;
0.0;23408;10057;Route de Ferney;;;;;;sur demande;352.0;Toutes_Directions;118878.0;PCRT;2010-04-12 10:53:07;Ferney / Colombette;2498585.03;1121447.25;;
343.1;46208;17477;Chemin du Pavillon;;;;;;non;98.0;Tourner_Droite;115632.0;PCRT;2010-04-12 10:48:58;Pavillon / Ferney;2498539.89;1121562.85;;
343.2;46210;17477;Chemin du Pavillon;;;;;;non;68.0;Tourner_Gauche;115632.0;PCRT;2010-04-15 10:40:36.000001;Pavillon / Ferney;2498539.59;1121565.93;;
0.0;m346;10057;Route de Ferney;;;;;;non;355.0;Toutes_Directions;118960.0;PCRT;2010-04-12 10:51:02;Ferney / Peyrot;2498552.40;1121769.21;;
10.200000000000001;506;;Sortie aval parking Mont-Blanc;;;;;;sur demande;232.0;Toutes_Directions;121009.0;PCRT;2010-04-12 10:54:45;Mont-Blanc (Parking);2500495.32;1117847.44;;
10.1;502;;Sortie aval parking Mont-Blanc;;;;;;sur demande;52.0;Toutes_Directions;121009.0;PCRT;2010-04-12 10:52:43;Mont-Blanc (Parking);2500497.18;1117839.59;;
79.10000000000001;52510;07218;Rue de la Corraterie;;;;;;sur demande;346.0;Toutes_Directions;110257.0;PCRT;2012-02-13 15:49:00;Corraterie / Stand;2500006.21;1117729.51;;
3188.2000000000003;189;18953;Boulevard du Pont-d'Arve;;;;;;non;85.0;Toutes_Directions;119609.0;PERIOD;2011-10-06 09:33:38.000001;Pont D'arve / Micheli-Du-Crest;2500245.31;1116816.18;;
