NO_SIREDO;NO_POINT_MESURE;CODE_VOIE;NOM_VOIE;DIRECTION;TJOM;TJOM_ANNEE;TJM;TJM_ANNEE;DISPONIBILITE;ANGLE;PRESELECTION;ID_GM_TRONCON;CAPTEUR;DATEDT;NOM_POINT_DE_MESURE;E;N;HPM;HPS
1055.1;blcxvga14450b;91243;  N 1;;9369;2015;8332;2015;2 mois par an;220.0;Toutes_DIrections;117696.0;CAR;2016-10-12 10:41:51.000001;Romelles55;2499625.43;1122907.71;;
7003.2;23215;16772;Chemin du Nant-d'Argent;;593;2015;517;2015;sur demande;225.0;Toutes_DIrections;114204.0;PCRT;2016-10-12 10:05:40;Nant d'Argent / Thonon;2503456.49;1120488.81;;
7003.1;23216;16772;Chemin du Nant-d'Argent;;676;2015;614;2015;sur demande;45.0;Toutes_DIrections;114204.0;PCRT;2016-10-12 10:05:40;Nant d'Argent / Thonon;2503458.55;1120484.68;;
6103.2;33404;15482;Route de Meyrin;;3234;2015;3002;2015;2 mois par an;110.0;Toutes_DIrections;120238.0;PCRT;2016-10-12 10:05:39;Meyrin / Tranchee;2494880.37;1120496.51;;
6103.1;33403;15482;Route de Meyrin;;2713;2015;2575;2015;2 mois par an;290.0;Toutes_DIrections;120238.0;PCRT;2016-10-12 10:05:39;Meyrin / Tranchee;2494884.82;1120510.06;;
6115.2;4401;07110;Place de Cornavin;;5233;2015;5174;2015;2 mois par an;190.0;Toutes_DIrections;110138.0;PCRT;2016-10-12 10:05:38;Cornavin;2499991.31;1118360.48;;
6115.1;4402;07110;Place de Cornavin;;9178;2015;8884;2015;2 mois par an;15.0;Toutes_DIrections;110138.0;PCRT;2016-10-12 10:05:38;Cornavin;2499996.49;1118359.79;;
7001.2;4910;90689;Pont de Sous-Terre;;5272;2015;5099;2015;365 jrs/an;195.0;Toutes_DIrections;113780.0;PCRT;2016-10-12 10:05:38;Sous-Terre / Seujet;2499146.75;1117745.82;;
7001.1;4909;90689;Pont de Sous-Terre;;9695;2015;9250;2015;365 jrs/an;15.0;Toutes_DIrections;113780.0;PCRT;2016-10-12 10:05:37;Sous-Terre / Seujet;2499151.44;1117745.22;;
6108.1;5106;04766;Route de Chancy;;9073;2015;8657;2015;2 mois par an;230.0;Toutes_DIrections;120080.0;PCRT;2016-10-12 10:05:37;Chancy / Rochette;2496677.48;1115570.07;;
6108.2;5105;04766;Route de Chancy;;5611;2015;5544;2015;2 mois par an;50.0;Toutes_DIrections;115128.0;PCRT;2016-10-12 10:05:36;Chancy / Rochette;2496723.31;1115586.37;;
6122.2;7301;09121;Rue de l' Ecole-de-Médecine;;2485;2015;2266;2015;2 mois par an;210.0;Toutes_DIrections;117029.0;PCRT;2016-10-12 10:05:36;Carl-Vogt / Médecine;2499604.99;1117002.57;;
6122.1;7302;09121;Rue de l' Ecole-de-Médecine;;5063;2015;4553;2015;2 mois par an;35.0;Toutes_DIrections;117029.0;PCRT;2016-10-12 10:05:10;Carl-Vogt / Médecine;2499613.78;1116997.24;;
6112.2;15518;15482;Route de Meyrin;;7982;2015;7648;2015;365 jrs/an;110.0;;136409.0;PCRT;2016-10-12 10:05:36;Meyrin / est Mandement (tranchée);2494100.88;1120817.46;;
6113.2;15513;15482;Route de Meyrin;;1295;2015;1205;2015;365 jrs/an;110.0;;136409.0;PCRT;2016-10-12 10:05:35;Meyrin / est Mandement;2494102.73;1120825.13;;
6112.1;15519;15482;Route de Meyrin;;7899;2015;7637;2015;365 jrs/an;290.0;;136409.0;PCRT;2016-10-12 10:05:35;"Meyrin / est Mandement (tranchée)
";2494109.08;1120839.42;;
6113.1;15512;15482;Route de Meyrin;;1993;2015;1778;2015;365 jrs/an;290.0;;136409.0;PCRT;2016-10-12 10:05:34;Meyrin / est Mandement;2494104.85;1120833.60;;
6106.1;14272;04766;Route de Chancy;;9428;2015;8797;2015;Suspendu;280.0;Toutes_DIrections;117528.0;PCRT;2016-10-12 10:05:34;Chancy / Bernex;2495515.68;1115045.27;;
6106.2;14227;54305;Rue de Bernex;;8716;2015;8263;2015;Suspendu;85.0;Toutes_DIrections;114813.0;PCRT;2016-10-12 10:05:33.000001;Chancy / Bernex;2495416.45;1115011.96;;
6116.2;14271;04766;Route de Chancy;;10441;2015;9440;2015;2 mois par an;110.0;Toutes_DIrections;115125.0;PCRT;2016-10-12 10:05:33.000001;Chancy / Bernex;2495385.92;1115076.73;;
6111.1;3930;04766;Route de Chancy;;8517;2015;8097;2015;2 mois par an;240.0;Toutes_DIrections;115147.0;PCRT;2016-10-12 10:05:32;Chancy / Pont-Butin;2497668.32;1116057.03;;
6111.2;3929;04766;Route de Chancy;;4987;2015;4696;2015;2 mois par an;62.0;Toutes_DIrections;114955.0;PCRT;2016-10-12 10:05:32;Chancy / Pont-Butin;2497807.83;1116110.58;;
6105.2;25127;04766;Route de Chancy;;6370;2015;5853;2015;2 mois par an;60.0;Toutes_DIrections;116791.0;PCRT;2016-10-12 10:05:31;Chancy / Esserts;2497904.15;1116156.61;;
6105.1;25126;04766;Route de Chancy;;4874;2015;4574;2015;2 mois par an;240.0;Toutes_DIrections;116791.0;PCRT;2016-10-12 10:05:31;Chancy / Esserts;2497898.30;1116165.83;;
6107.2;21011;04766;Route de Chancy;;5017;2015;4652;2015;2 mois par an;42.0;Toutes_DIrections;115253.0;PCRT;2016-10-12 10:05:30;Chancy / Ormeaux;2498135.23;1116271.59;;
6107.1;21010;04766;Route de Chancy;;5213;2015;4844;2015;2 mois par an;222.0;Toutes_DIrections;115253.0;PCRT;2016-10-12 10:05:30;Chancy / Ormeaux;2498126.57;1116278.28;;
6110.2;5413;04766;Route de Chancy;;5693;2015;5182;2015;2 mois par an;45.0;Toutes_DIrections;115673.0;PCRT;2016-10-12 10:05:29;Chancy / Quidort;2498524.57;1116675.73;;
6110.1;5414;04766;Route de Chancy;;5064;2015;4708;2015;2 mois par an;230.0;Toutes_DIrections;115673.0;PCRT;2016-10-12 10:05:29;Chancy / Quidort;2498514.25;1116682.27;;
6117.1;6562;09113;Quai Ernest- ANSERMET;;4866;2015;4451;2015;2 mois par an;310.0;Toutes_DIrections;110132.0;PCRT;2016-10-12 10:05:29;Ansermet / Deux-Ponts;2498939.98;1117320.47;;
251.20000000000002;10061;21628;Route de Saint-Julien;;14582;2015;13495;2015;365 jrs/an;225.0;Toutes_Directions;116086.0;PCRT;2016-10-12 10:04:55;Saint-Julien / Chapelle;2498980.46;1114569.58;;
6021.2;2309;13617;Rue de Lausanne;;5561;2015;5423;2015;2 mois par an;205.0;Toutes_Directions;117830.0;PCRT;2016-10-12 10:05:43;Lausanne / France;2500459.96;1119397.74;;
32.1;1770;04847;Rue de Chantepoulet;;16589;2015;16031;2015;2 mois par an;100.0;Toutes_Directions;113070.0;PCRT;2016-10-12 10:05:42;Chantepoulet;2500036.17;1118246.85;;
47.2;9072;15997;Quai du Mont-Blanc;;16097;2015;15385;2015;365 jrs/an;40.0;Toutes_Directions;115310.0;PCRT;2016-10-12 10:05:42;Mont-Blanc (Quai) / Alpes;2500494.78;1118247.76;;
251.1;10060;21628;Route de Saint-Julien;;16147;2015;14997;2015;365 jrs/an;45.0;Toutes_Directions;116086.0;PCRT;2016-10-12 10:04:55;Saint-Julien / Chapelle;2498982.99;1114562.63;;
275.2;25001;21628;Route de Saint-Julien;;6780;2015;6106;2015;365 jrs/an;245.0;Toutes_Directions;115754.0;PCRT;2016-10-12 10:04:55;Saint-Julien / Galaise;2497182.18;1113369.88;;
275.1;25020;21628;Route de Saint-Julien;;4837;2015;4575;2015;365 jrs/an;65.0;Toutes_Directions;115754.0;PCRT;2016-10-12 10:04:54;Saint-Julien / Galaise;2497183.29;1113363.69;;
277.2;25086;10928;Route de la Galaise;;10563;2015;8149;2015;2 mois par an;145.0;Toutes_Directions;116561.0;PCRT;2016-10-12 10:04:54;Galaise / Saint-Julien;2497100.23;1113378.64;;
279.1;41517;28312;Chemin des Mattines;;3820;2015;3154;2015;2 mois par an;310.0;Toutes_Directions;111823.0;PCRT;2016-10-12 10:04:54;Mattines / Saint-Julien;2496534.69;1112911.95;;
279.2;41586;28312;Chemin des Mattines;;4105;2015;3462;2015;2 mois par an;130.0;Toutes_Directions;111823.0;PCRT;2016-10-12 10:04:54;Mattines / Saint-Julien;2496527.11;1112912.45;;
281.1;41622;04359;Route de Certoux;;1807;2015;1580;2015;2 mois par an;240.0;Toutes_Directions;111304.0;PCRT;2016-10-12 10:04:53;Certoux / Saint-Julien;2496402.99;1112748.00;;
109.2;11486;14605;Route de Malagnou;;16358;2015;15308;2015;2 mois par an;138.0;Toutes_Directions;114309.0;PCRT;2016-10-12 10:04:53;Malagnou / Vallon;2502946.65;1116440.13;;
109.10000000000001;11466;14605;Route de Malagnou;;11662;2015;11249;2015;2 mois par an;322.0;Toutes_Directions;119924.0;PCRT;2016-10-12 10:04:53;Malagnou / Vallon;2503011.64;1116371.53;;
80.2;6726;05525;Rue de Chêne-Bougeries;;9569;2015;9327;2015;2 mois par an;318.0;Toutes_Directions;114184.0;PCRT;2016-10-12 10:04:53;Chêne-Bougeries / Montagne;2503571.82;1116940.04;;
6075.2;3156;12670;Rue  HOFFMANN;;9278;2015;8734;2015;2 mois par an;205.0;Toutes_Directions;115323.0;PCRT;2016-10-12 10:37:14.000001;Hoffmann / Chabrey;2499036.94;1119018.43;;
6041.1;4866;10057;Route de Ferney;;12772;2015;11746;2015;365 jrs/an;355.0;Toutes_Directions;114931.0;PCRT;2016-10-12 10:37:13;Ferney / Sarasin;2498524.78;1120997.69;;
6041.2;4831;10057;Route de Ferney;;12466;2015;11633;2015;365 jrs/an;175.0;Toutes_Directions;114931.0;PCRT;2016-10-12 10:37:12;Ferney / Sarasin;2498518.47;1121001.38;;
6054.1;23361;25011;Route de Vernier;;23533;2015;21459;2015;2 mois par an;310.0;Toutes_Directions;116285.0;PCRT;2016-10-12 10:37:12;Vernier / Sauvage;2496976.95;1118867.68;;
6054.2;23365;25011;Route de Vernier;;18805;2015;17606;2015;2 mois par an;130.0;Toutes_Directions;116285.0;PCRT;2016-10-12 10:37:10;Vernier / Sauvage;2496968.05;1118865.91;;
6051.2;23543;64459;Pont de Capely;;10087;2015;9622;2015;2 mois par an;105.0;Toutes_Directions;115736.0;PCRT;2016-10-12 10:37:10;Ferney / pont A1;2498636.71;1122109.95;;
6051.1;23561;64459;Pont de Capely;;16061;2015;14996;2015;2 mois par an;285.0;Toutes_Directions;115736.0;PCRT;2016-10-12 10:37:09;Ferney / pont A1;2498640.84;1122114.36;;
6048.2;23541;55158;Chemin du Bois-Brûlé;;3107;2015;2848;2015;2 mois par an;285.0;Toutes_Directions;118925.0;PCRT;2016-10-12 10:37:08;Bois-Brûlé / Ferney;2498629.49;1122180.19;;
6048.1;23542;55158;Chemin du Bois-Brûlé;;2545;2015;2308;2015;2 mois par an;100.0;Toutes_Directions;118925.0;PCRT;2016-10-12 10:37:07;Bois-Brûlé / Ferney;2498623.64;1122176.16;;
6047.2;47080;15997;Quai du Mont-Blanc;;15765;2015;15074;2015;2 mois par an;210.0;Toutes_Directions;115045.0;PCRT;2016-10-12 10:37:06.000001;Mont-Blanc (Quai) / Léman;2500753.53;1118584.43;;
6047.1;47007;15997;Quai du Mont-Blanc;;15089;2015;14472;2015;2 mois par an;30.0;Toutes_Directions;115045.0;PCRT;2016-10-12 10:37:05;Mont-Blanc (Quai) / Léman;2500756.90;1118577.50;;
6053.1;47202;26328;Quai  WILSON;;16876;2015;15954;2015;2 mois par an;348.0;Toutes_Directions;116109.0;PCRT;2016-10-12 10:37:04;Wilson / Gautier;2500716.21;1118916.02;;
6053.2;47201;26328;Quai  WILSON;;15820;2015;15214;2015;2 mois par an;168.0;Toutes_Directions;116109.0;PCRT;2016-10-12 10:37:04;Wilson / Gautier;2500710.64;1118918.43;;
6023.2;20871;13153;Route des Jeunes;;6908;2015;6254;2015;2 mois par an;350.0;Toutes_Directions;115904.0;PCRT;2016-10-12 10:37:03;Jeunes / Praille;2498848.34;1115849.44;;
6062.1;20602;11770;Route du Grand-Lancy;;9130;2015;8535;2015;2 mois par an;230.0;Toutes_Directions;115141.0;PCRT;2016-10-12 10:37:02;Grand-Lancy / Lance;2498289.10;1115539.66;;
6062.2;20601;11770;Route du Grand-Lancy;;8167;2015;7781;2015;2 mois par an;30.0;Toutes_Directions;115142.0;PCRT;2016-10-12 10:37:01;Grand-Lancy / Lance;2498321.69;1115560.72;;
6085.2;20607;13560;Avenue Eugène- LANCE;;1850;2015;1554;2015;2 mois par an;335.0;Toutes_Directions;115668.0;PCRT;2016-10-12 10:37:00;Lance / Lancy;2498328.45;1115518.79;;
6085.1;20608;13560;Avenue Eugène- LANCE;;1631;2015;1453;2015;2 mois par an;155.0;Toutes_Directions;115668.0;PCRT;2016-10-12 10:36:59;Lance / Lancy;2498323.28;1115521.32;;
6059.1;6838;11770;Route du Grand-Lancy;;7057;2015;6556;2015;365 jrs/an;245.0;Toutes_Directions;111529.0;PCRT;2016-10-12 10:36:58.000001;Grand-Lancy / Communes-Réunies;2498173.92;1115470.15;;
6059.2;6876;11770;Route du Grand-Lancy;;5906;2015;5560;2015;365 jrs/an;65.0;Toutes_Directions;111529.0;PCRT;2016-10-12 10:36:57;Grand-Lancy / Communes-Réunies;2498174.97;1115464.61;;
6058.2;6886;03514;Route du Pont-BUTIN;;16646;2015;15652;2015;2 mois par an;175.0;Toutes_Directions;120044.0;PCRT;2016-10-12 10:36:57;Pont-Butin / Grand-Lancy;2498206.92;1115529.29;;
90.10000000000001;47886;08958;Rue François- DUSSAUD;;9051;2015;8082;2015;365 jrs/an;130.0;Toutes_Directions;119001.0;PCRT;2016-10-12 10:36:56;Dussaud / Gravière;2498885.70;1116921.20;;
271.1;48808;62529;Tunnel des Communes-Réunies;;9559;2015;8940;2015;2 mois par an;290.0;Tourner_Droite;117497.0;PCRT;2016-10-12 10:36:55;Communes-Réunies (Tunnel) / Bretelle Saint-Julien;2498557.59;1114327.36;;
43.1;22205;90190;Pont de la Coulouvrenière;;3250;2015;2985;2015;2 mois par an;230.0;Tourner_Droite;110134.0;PCRT;2016-10-12 10:36:54;Coulouvrenière / Poste;2499745.40;1117803.04;;
1087.1;blcxfeg13020b;60313;Route des Batailleux;;9026;2015;8080;2015;2 mois par an;220.0;Toutes_Directions;119043.0;CAR;2016-10-12 10:05:16;Ferney87;2498490.22;1121913.06;;
234.20000000000002;39461;25011;Route de Vernier;;15953;2015;14012;2015;365 jrs/an;135.0;Toutes_Directions;118891.0;PCRT;2016-10-12 10:36:53;Vernier / est A1;2496695.99;1119139.02;;
234.1;39466;25011;Route de Vernier;;22074;2015;20396;2015;365 jrs/an;315.0;Toutes_Directions;118891.0;PCRT;2016-10-12 10:36:52;Vernier / est A1;2496709.56;1119135.98;;
1085.1;blcxfef13220b;91243;  N 1;;7802;2015;7175;2015;2 mois par an;105.0;Toutes_Directions;119090.0;CAR;2016-10-12 10:41:55;Ferney85;2498695.29;1122060.19;;
6046.2;26811;06530;Rampe de Cologny;;3190;2015;2859;2015;2 mois par an;300.0;Toutes_Directions;120714.0;PCRT;2016-10-12 10:36:51;Cologny / Traînant;2502395.48;1118560.46;;
6046.1;26870;24015;Place de Traînant;;3684;2015;3439;2015;2 mois par an;125.0;Toutes_Directions;114238.0;PCRT;2016-10-12 10:36:50.000001;Cologny / Traînant;2502332.83;1118588.80;;
6050.1;26876;00094;Quai Gustave- ADOR;;18238;2015;16959;2015;2 mois par an;55.0;Toutes_Directions;116059.0;PCRT;2016-10-12 10:36:50.000001;Gustave-Ador / Traînant;2502284.71;1118596.21;;
6050.2;26880;00094;Quai Gustave- ADOR;;19162;2015;17703;2015;2 mois par an;235.0;Toutes_Directions;116059.0;PCRT;2016-10-12 10:36:49;Gustave-Ador / Traînant;2502286.11;1118606.21;;
6019.2;32002;62413;Rue Adrien- WYSS;;400;2015;338;2015;2 mois par an;155.0;Tourner_Droite;114906.0;PCRT;2016-10-12 10:36:48;Royer / Acacias;2499342.00;1116355.98;;
0.0;27813;;;;;;;;Suspendu;165.0;Tourner_Droite;;PCRT;2010-11-11 17:13:34;Meyrin / Pré-Bois (Pont);2496475.42;1119809.39;;
0.0;61117;15482;Route de Meyrin;;;;;;Suspendu;5.0;Tourner_Droite;115852.0;PCRT;2010-11-11 17:03:59;Lect / Meyrin;2495406.30;1120360.18;;
6098.2;61171;13676;Rue  LECT;;;;;;2 mois par an;20.0;Toutes_DIrections;115863.0;PCRT;2010-11-11 17:02:28;Lect / Meyrin;2495409.75;1120381.23;;
6098.1;61115;13676;Rue  LECT;;;;;;2 mois par an;200.0;Toutes_DIrections;115863.0;PCRT;2010-11-11 17:00:19.000001;Lect / Meyrin;2495401.67;1120386.49;;
0.0;4707;10731;Avenue de France;;;;;;non;130.0;Tout_Droit;110072.0;PCRT;2010-07-05 10:41:56;France / Nations;2499724.99;1119768.95;;
6090.1;4756;16810;Place des Nations;;;;;;sur demande;290.0;Toutes_Directions;117886.0;PCRT;2010-07-05 10:39:45;Nations / Motta;2499669.50;1119811.73;;
19.1;1503;16004;Rue du Mont-Blanc;Servette;;;;;Suspendu;310.0;Toutes_Directions;111214.0;PCRT;2011-07-21 15:02:20;Mt-Blanc (Rue);2500350.36;1118120.11;;
0.0;17009;11282;Rue de Genève;;;;;;non;110.0;Toutes_Directions;118850.0;PCRT;2010-04-12 10:54:23;Genève / Thônex;2504258.90;1116549.09;;
0.0;17322;54011;Place de l' Octroi;;;;;;non;78.0;Toutes_Directions;116087.0;PCRT;2010-04-12 10:54:26;Place de l'Octroi / tronçon sud;2499812.32;1115977.20;;
0.0;17326;54011;Place de l' Octroi;;;;;;sur demande;260.0;Toutes_Directions;116087.0;PCRT;2010-04-12 10:49:45;Place de l'Octroi / tronçon sud;2499816.75;1115983.69;;
0.0;17366;03905;Avenue Cardinal- MERMILLOD;;;;;;non;325.0;Toutes_Directions;116088.0;PCRT;2010-04-12 10:53:21;Avenue Mermillod / Octroi;2499860.44;1115953.93;;
0.0;17317;03905;Avenue Cardinal- MERMILLOD;;;;;;non;340.0;Tourner_Droite;116088.0;PCRT;2010-04-12 10:52:16;Avenue Mermillod / Octroi;2499864.30;1115956.37;;
122.10000000000001;17313;90131;Pont de Carouge;;;2012;;2012;non;245.0;Toutes_Directions;116089.0;PCRT;2016-09-13 15:10:58;Carouge (Pont);2499890.32;1116008.68;;
0.0;40403;01473;Rue des Battoirs;;;;;;non;101.0;Toutes_Directions;120893.0;PCRT;2010-04-12 10:52:18;Battoirs / Carouge;2500013.97;1116400.68;;
0.0;40401;03956;Rue de Carouge;;;;;;non;12.0;Toutes_Directions;120906.0;PCRT;2010-04-12 10:52:26;Carouge / Battoirs;2500046.64;1116370.66;;
1.1;7986;18210;Avenue  PICTET-De-ROCHEMONT;;;;;;sur demande;120.0;Toutes_Directions;110021.0;PCRT;2011-09-20 16:31:39;Pictet-Rochemont / Chêne;2501470.99;1117351.87;;
1.2;7990;18210;Avenue  PICTET-De-ROCHEMONT;;;;;;sur demande;300.0;Toutes_Directions;110021.0;PCRT;2011-09-20 16:31:36;Pictet-Rochemont / Chêne;2501482.43;1117352.92;;
84.10000000000001;5906;10812;Route de Frontenex;;;2012;;2012;365 jrs/an;68.0;Toutes_Directions;119921.0;PCRT;2016-09-13 15:10:34;Frontenex / XXXI-Décembre;2501466.59;1117492.28;;
82.2;8114;10804;Avenue de Frontenex;;;;;;sur demande;280.0;Toutes_Directions;120766.0;PCRT;2011-03-21 09:38:17;Pictet-de-Rochemeont / Mairie;2501200.70;1117494.82;;
82.10000000000001;8115;10804;Avenue de Frontenex;;;;;;sur demande;100.0;Toutes_Directions;120766.0;PCRT;2011-03-21 09:38:09;Pictet-de-Rochemeont / Mairie;2501187.22;1117494.09;;
36.1;1890;15300;Place Isaac- MERCIER;;;;;;sur demande;310.0;Toutes_Directions;119794.0;PCRT;2010-04-12 10:54:24.000001;Isaac Mercier / Terreaux-du-Temple;2499777.10;1118085.39;;
3182.2000000000003;183;;;;;;;;non;35.0;Toutes_Directions;110604.0;PERIOD;2010-04-12 11:33:06;Ecole-de-Médecine (Passerelle);2499415.68;1116783.08;;
3182.1;182;;;;;;;;non;220.0;Toutes_Directions;110604.0;PERIOD;2010-04-12 10:47:40;Ecole-de-Médecine (Passerelle);2499415.01;1116785.79;;
6024.2;22009;16055;Rue de Montbrillant;;;2012;;2012;sur demande;130.0;Tourner_Droite;119103.0;PCRT;2016-09-13 15:08:24.000001;France / Montbrillant;2499793.88;1119717.67;;
3286.1;286;13781;Route de l' Etraz;;2697;2015;2361;2015;3 semaines/an;65.0;Toutes_Directions;117628.0;PERIOD;2016-10-12 10:38:22;;2500265.84;1126456.62;;
3284.2000000000003;285;23051;Route de Suisse;;10149;2015;9656;2015;3 semaines/an;205.0;Toutes_Directions;113128.0;PERIOD;2016-10-12 10:38:21;Suisse (Route);2502023.36;1127894.32;;
3284.1;284;23051;Route de Suisse;;8785;2015;8386;2015;3 semaines/an;25.0;Toutes_Directions;115604.0;PERIOD;2016-10-12 10:38:20;Suisse (Route);2502045.51;1127929.62;;
3280.2000000000003;281;22071;Route de Sauverny;;2403;2015;2165;2015;3 semaines/an;130.0;Toutes_Directions;119677.0;PERIOD;2016-10-12 10:38:19;Douane de Sauverny (Route de Sauverny);2498440.01;1129768.24;;
3280.1;280;22071;Route de Sauverny;;2223;2015;2038;2015;3 semaines/an;310.0;Toutes_Directions;119677.0;PERIOD;2016-10-12 10:38:18;Douane de Sauverny (Route de Sauverny);2498444.99;1129768.26;;
5278.2;279;60666;Route de Bois-Chatton;;2595;2015;2199;2015;1 fois tous les 5 ans;160.0;Toutes_Directions;113113.0;PERIOD;2016-10-12 10:38:17;Douane de Bossy (route de Bois-Chatton);2497212.93;1126963.44;;
5278.1;278;60666;Route de Bois-Chatton;;2403;2015;2033;2015;1 fois tous les 5 ans;340.0;Toutes_Directions;113113.0;PERIOD;2016-10-12 10:38:17;Douane de Bossy (route de Bois-Chatton);2497191.80;1127036.38;;
1532.1000000000001;bbwxmed10100b;91243;  N 1;;2505;2015;2338;2015;2 mois par an;200.0;Toutes_Directions;120362.0;CAR;2016-10-12 10:38:08.000001;Meyrin32a;2496772.15;1119820.44;;
1533.1000000000001;bbwxmec10312b;91243;  N 1;;6228;2015;5460;2015;2 mois par an;275.0;Toutes_Directions;116454.0;CAR;2016-10-12 10:38:09;Meyrin33a;2496704.46;1119660.08;;
1506.1000000000001;blck10950fu;91243;  N 1;;34078;2015;31668;2015;365 jrs/an;232.0;Toutes_Directions;117809.0;CAR;2016-10-12 10:38:06;"RN aéroport

";2497078.87;1120452.65;;
1506.2;blck10950lr;91243;  N 1;;19361;2015;18841;2015;365 jrs/an;52.0;Toutes_Directions;119074.0;CAR;2016-10-12 10:38:07;RN aéroport;2497082.32;1120438.56;;
1048.1;blcxpad12380r;60313;Route des Batailleux;;7732;2015;7431;2015;2 mois par an;222.0;Toutes_Directions;118818.0;CAR;2016-10-12 10:38:04;Batailleux48;2497957.38;1121310.57;;
1065.1;blcxpaa12000r;59650;Route François- PEYROT;;8540;2015;7924;2015;2 mois par an;40.0;Toutes_Directions;115915.0;CAR;2016-10-12 10:41:52;Vorge65;2497800.88;1121035.52;;
1042.1;blcxaec11400r;59650;Route François- PEYROT;;15636;2015;15050;2015;2 mois par an;40.0;Toutes_Directions;116224.0;CAR;2016-10-12 10:38:02;Casaï42;2497560.18;1120745.70;;
1041.1;blcxaeb11500b;91243;  N 1;;8894;2015;8719;2015;2 mois par an;45.0;Toutes_Directions;116457.0;CAR;2016-10-12 10:38:01;Casaï41;2497489.07;1120693.25;;
1040.1;blcxaea10950b;91243;  N 1;;8082;2015;7677;2015;365 jrs/an;70.0;Toutes_Directions;119089.0;CAR;2016-10-12 10:38:00.000001;Casaï40;2497138.24;1120448.77;;
1566.1000000000001;blcxpab12850b;91243;  N 1;;2141;2015;1828;2015;2 mois par an;30.0;Toutes_Directions;116214.0;CAR;2016-10-12 10:38:10;Vorge66;2498406.47;1121762.27;;
1054.1;blcxfee13400b;91243;  N 1;;5027;2015;4717;2015;2 mois par an;5.0;Toutes_Directions;116442.0;CAR;2016-10-12 10:05:13;Ferney54;2498759.76;1122102.71;;
1052.1;blcxfec13100b;60313;Route des Batailleux;;11739;2015;10613;2015;2 mois par an;145.0;Toutes_Directions;115810.0;CAR;2016-10-12 10:05:13;Batailleux52;2498542.06;1122046.72;;
1050.1;blcxfea13150b;91243;  N 1;;1412;2015;1305;2015;2 mois par an;220.0;Toutes_Directions;116209.0;CAR;2016-10-12 10:05:12;Ferney50;2498590.70;1122032.84;;
1051.1;blcxfeb13200b;91243;  N 1;;4497;2015;4288;2015;2 mois par an;270.0;Toutes_Directions;115811.0;CAR;2016-10-12 10:05:12;Ferney51;2498573.83;1122051.16;;
1056.1;blcxvgb14450b;91243;  N 1;;8945;2015;7981;2015;2 mois par an;60.0;Toutes_Directions;115916.0;CAR;2016-10-12 10:41:52;Romelles56;2499659.86;1122843.73;;
2068.1;blcxvgd15100r;91251;  N 1a;;10270;2015;9607;2015;365 jrs/an;325.0;Toutes_Directions;115919.0;CAR;2016-10-12 10:38:05;Genève-Lac;2499971.25;1123080.35;;
2068.2;blcxvge15100r;91251;  N 1a;;9468;2015;8953;2015;365 jrs/an;145.0;Toutes_Directions;115919.0;CAR;2016-10-12 10:05:16;Genève-Lac;2499954.53;1123082.22;;
2069.1;blcxvgc15400r;91243;  N 1;;31028;2015;29864;2015;365 jrs/an;15.0;Toutes_Directions;116411.0;CAR;2016-10-12 10:38:11;Genève-sud69;2499862.86;1123095.94;;
2069.2;blcxvgf15100r;91243;  N 1;;31454;2015;30026;2015;365 jrs/an;183.0;Toutes_Directions;116404.0;CAR;2016-10-12 10:38:12;Genève-sud69;2499798.66;1123128.72;;
122.2;17316;90131;Pont de Carouge;;4381;2015;3997;2015;365 jrs/an;65.0;Toutes_Directions;116089.0;PCRT;2016-10-12 10:06:35;Carouge (Pont);2499889.27;1116003.89;;
96.2;8371;60160;  Voie-Centrale;;4953;2015;4709;2015;365 jrs/an;0.0;Toutes_Directions;115892.0;PCRT;2016-10-12 10:06:34;Jeunes / Quidort;2498835.31;1116704.87;;
96.10000000000001;8375;60160;  Voie-Centrale;;11025;2015;9591;2015;365 jrs/an;180.0;Toutes_Directions;115892.0;PCRT;2016-10-12 10:06:34;Jeunes / Quidort;2498826.37;1116705.84;;
94.2;8309;20168;Rampe  QUIDORT;;4555;2015;4069;2015;2 mois par an;72.0;Toutes_Directions;117692.0;PCRT;2016-10-12 10:06:33;Quidort / Jeunes;2498786.07;1116767.18;;
94.10000000000001;8314;20168;Rampe  QUIDORT;;1947;2015;1717;2015;2 mois par an;252.0;Toutes_Directions;117692.0;PCRT;2016-10-12 10:06:33;Quidort / Jeunes;2498787.44;1116770.83;;
90.2;47890;08958;Rue François- DUSSAUD;;5961;2015;5266;2015;365 jrs/an;310.0;Toutes_Directions;119001.0;PCRT;2016-10-12 10:06:32.000001;Dussaud / Gravière;2498893.84;1116922.27;;
6120.1;6509;04766;Route de Chancy;;5937;2015;5529;2015;365 jrs/an;195.0;Toutes_Directions;116099.0;PCRT;2016-10-12 10:06:32.000001;Chancy / Péniches;2498814.51;1117221.08;;
6120.2;6563;04766;Route de Chancy;;6256;2015;5863;2015;365 jrs/an;20.0;Toutes_Directions;116099.0;PCRT;2016-10-12 10:06:32.000001;Chancy / Péniches;2498825.47;1117217.31;;
6121.2;6561;13153;Route des Jeunes;;8256;2015;7566;2015;365 jrs/an;190.0;Toutes_Directions;110112.0;PCRT;2016-10-12 10:06:31;Jeunes / Péniches;2498836.45;1117204.05;;
