ID_GM_CARREFOUR;TYPE;COMMENTAIRE;DATE_MAJ;RAYON;E;N
227920;Autres carrefours;;2008-04-18 16:20:43;;2488703.73;1112863.20
226972;Autres carrefours;;2008-04-18 16:20:43;;2498037.46;1116564.10
226973;Autres carrefours;;2008-04-18 16:20:43;;2498076.53;1116586.90
227627;Autres carrefours;;2008-04-18 16:20:43;;2489381.69;1112410.11
227626;Autres carrefours;;2008-04-18 16:20:43;;2489577.46;1112451.80
227922;Autres carrefours;;2008-04-18 16:20:43;;2488740.30;1112911.90
227923;Autres carrefours;;2008-04-18 16:20:43;;2488730.73;1112917.95
227927;Autres carrefours;;2008-04-18 16:20:43;;2488528.27;1112768.66
223333;Autres carrefours;;2008-04-18 16:20:43;;2508424.66;1123511.47
227935;Autres carrefours;;2008-04-18 16:20:43;;2488280.64;1112348.16
227934;Autres carrefours;;2008-04-18 16:20:43;;2488212.16;1112336.04
223188;Autres carrefours;;2008-04-18 16:20:43;;2508842.62;1122259.49
232465;Impasse;;2008-04-18 16:20:43;;2508775.01;1122048.46
223353;Autres carrefours;;2008-04-18 16:20:43;;2510739.84;1122199.76
233131;Frontière;;2008-04-18 16:20:43;;2511852.48;1124234.00
225848;Autres carrefours;;2008-04-18 16:20:43;;2491347.09;1116786.17
226134;Autres carrefours;;2008-04-18 16:20:43;;2491371.54;1116786.73
225847;Autres carrefours;;2008-04-18 16:20:43;;2491437.32;1116775.70
224150;Autres carrefours;;2008-04-18 16:20:43;;2491515.99;1116745.16
226542;Autres carrefours;;2008-04-18 16:20:43;;2491673.55;1116921.10
226086;Autres carrefours;;2008-04-18 16:20:43;;2491891.39;1117186.52
226505;Autres carrefours;;2008-04-18 16:20:43;;2492021.84;1116855.94
226504;Autres carrefours;;2008-04-18 16:20:43;;2492124.62;1116838.59
226023;Autres carrefours;;2008-04-18 16:20:43;;2492154.08;1116681.12
226025;Autres carrefours;;2008-04-18 16:20:43;;2492299.89;1116655.34
226490;Autres carrefours;;2008-04-18 16:20:43;;2492281.91;1116502.27
232484;Impasse;;2008-04-18 16:20:43;;2492349.73;1116697.88
226017;Autres carrefours;;2008-04-18 16:20:43;;2492270.20;1116382.92
226493;Autres carrefours;;2008-04-18 16:20:43;;2492141.68;1116327.39
232052;Impasse;;2008-04-18 16:20:43;;2492581.88;1115898.24
226092;Autres carrefours;;2008-04-18 16:20:43;;2492947.64;1115652.92
228295;Autres carrefours;;2008-04-18 16:20:43;;2492335.36;1116305.22
226054;Autres carrefours;;2008-04-18 16:20:43;;2492342.44;1116296.99
226486;Autres carrefours;;2008-04-18 16:20:43;;2492363.88;1116273.05
226484;Autres carrefours;;2008-04-18 16:20:43;;2492420.07;1116198.66
226091;Autres carrefours;;2008-04-18 16:20:43;;2492747.69;1115820.40
226079;Autres carrefours;;2008-04-18 16:20:43;;2493057.11;1116485.74
232275;Impasse;;2008-04-18 16:20:43;;2492883.03;1116169.85
232491;Impasse;;2008-04-18 16:20:43;;2492481.09;1115785.19
233496;Impasse;;2008-04-18 16:20:43;;2492245.70;1115949.92
233451;Impasse;;2008-04-18 16:20:43;;2491776.50;1116215.56
226491;Autres carrefours;;2008-04-18 16:20:43;;2491846.90;1116302.35
226093;Autres carrefours;;2008-04-18 16:20:43;;2493078.06;1115894.68
226081;Autres carrefours;;2008-04-18 16:20:43;;2493343.61;1116189.37
223109;Autres carrefours;;2008-04-18 16:20:43;;2491311.38;1115880.26
223471;Autres carrefours;;2008-04-18 16:20:43;;2508455.46;1120441.91
223178;Autres carrefours;;2008-04-18 16:20:43;;2508529.08;1120742.80
225343;Giratoire;;2008-10-15 08:43:14;14;2499307.88;1124867.07
229075;Autres carrefours;;2008-04-18 16:20:43;;2499595.88;1124221.29
223144;Autres carrefours;;2008-04-18 16:20:43;;2498908.23;1123818.48
223242;Autres carrefours;;2008-04-18 16:20:43;;2499057.83;1123305.42
223237;Autres carrefours;;2008-04-18 16:20:43;;2500239.09;1123738.57
223236;Autres carrefours;;2008-04-18 16:20:43;;2500275.31;1123686.75
223937;Autres carrefours;;2008-04-18 16:20:43;;2504572.69;1116413.64
223228;Autres carrefours;;2008-04-18 16:20:43;;2500591.74;1123332.05
233434;Changement voie;;2008-04-18 16:20:43;;2504424.06;1115975.13
228439;Autres carrefours;;2008-04-18 16:20:43;;2500977.47;1123370.67
224600;Autres carrefours;;2008-04-18 16:20:43;;2500495.79;1116111.38
225753;Autres carrefours;;2008-04-18 16:20:43;;2498114.23;1114177.28
225269;Autres carrefours;;2008-04-18 16:20:43;;2500606.21;1118393.21
222895;Autres carrefours;;2008-04-18 16:20:43;;2496581.11;1115484.15
232015;Impasse;;2008-04-18 16:20:43;;2506070.05;1125456.32
226405;Autres carrefours;;2008-04-18 16:20:43;;2505535.47;1124822.10
227656;Autres carrefours;;2008-04-18 16:20:43;;2490569.50;1114571.40
228205;Autres carrefours;;2008-04-18 16:20:43;;2501212.99;1127910.79
226838;Autres carrefours;;2008-04-18 16:20:43;;2505871.09;1122478.94
227687;Autres carrefours;;2008-04-18 16:20:43;;2500512.47;1116922.51
224457;Signalisation lumineuse;;2008-04-18 16:20:43;;2502982.69;1116404.62
232152;Impasse;;2008-04-18 16:20:43;;2494678.58;1120508.95
225042;Autres carrefours;;2008-04-18 16:20:43;;2508389.04;1122151.71
224051;Autres carrefours;;2008-04-18 16:20:43;;2500382.66;1117141.88
227893;Autres carrefours;;2008-04-18 16:20:43;;2503411.13;1120285.54
224552;Autres carrefours;;2008-04-18 16:20:43;;2501734.72;1116348.00
227389;Autres carrefours;;2008-04-18 16:20:43;;2491930.30;1120960.45
224560;Autres carrefours;;2008-04-18 16:20:43;;2501546.94;1116641.70
224556;Signalisation lumineuse;;2008-04-18 16:20:43;;2501601.87;1116457.53
224280;Autres carrefours;;2008-04-18 16:20:43;;2501506.53;1112804.49
223881;Autres carrefours;;2008-04-18 16:20:43;;2504997.99;1118650.94
225093;Autres carrefours;;2008-04-18 16:20:43;;2506922.01;1121782.57
225505;Autres carrefours;;2008-04-18 16:20:43;;2499275.42;1115754.55
226977;Autres carrefours;;2008-04-18 16:20:43;;2501256.20;1116689.33
231344;Autres carrefours;;2008-04-18 16:20:43;;2499959.31;1126618.97
233113;Impasse;;2008-04-18 16:20:43;;2504995.53;1117444.58
227564;Autres carrefours;;2008-04-18 16:20:43;;2490432.57;1118036.17
226695;Autres carrefours;;2008-04-18 16:20:43;;2500011.22;1117119.83
226209;Autres carrefours;;2008-04-18 16:20:43;;2501651.34;1113263.65
223458;Autres carrefours;;2008-04-18 16:20:43;;2509310.44;1120400.47
223029;Autres carrefours;;2008-04-18 16:20:43;;2498848.96;1116554.60
226150;Autres carrefours;;2008-04-18 16:20:43;;2492824.91;1113218.37
227325;Autres carrefours;;2008-04-18 16:20:43;;2490148.57;1119378.51
232456;Impasse;;2008-04-18 16:20:43;;2500021.86;1115156.09
226014;Autres carrefours;;2008-04-18 16:20:43;;2502108.36;1113187.21
233029;Impasse;;2008-04-18 16:20:43;;2502787.87;1116682.44
228447;Autres carrefours;;2008-04-18 16:20:43;;2500237.47;1126434.17
233353;Impasse;;2008-04-18 16:20:43;;2502981.30;1119382.44
226728;Autres carrefours;;2008-04-18 16:20:43;;2501424.75;1126030.81
232150;Impasse;;2008-04-18 16:20:43;;2494558.21;1120155.88
226526;Autres carrefours;;2008-04-18 16:20:43;;2492384.35;1117496.61
224277;Autres carrefours;;2008-04-18 16:20:43;;2502232.01;1112922.18
223545;Autres carrefours;;2008-04-18 16:20:43;;2507826.23;1120275.70
226179;Autres carrefours;;2008-04-18 16:20:43;;2492632.12;1111814.26
226743;Autres carrefours;;2008-04-18 16:20:43;;2501908.98;1126596.11
226966;Signalisation lumineuse;;2008-04-18 16:20:43;;2498288.92;1116444.27
228520;Autres carrefours;;2008-04-18 16:20:43;;2505929.96;1120605.88
227710;Autres carrefours;;2008-04-18 16:20:43;;2490362.37;1114679.27
228234;Autres carrefours;;2008-04-18 16:20:43;;2500116.18;1126572.67
226901;Autres carrefours;;2008-04-18 16:20:43;;2497341.00;1116327.35
226580;Autres carrefours;;2008-04-18 16:20:43;;2496263.62;1121342.77
227851;Signalisation lumineuse;;2008-04-18 16:20:43;;2498803.74;1115976.16
232630;Impasse;;2008-04-18 16:20:43;;2498741.20;1118113.25
232690;Impasse;;2008-04-18 16:20:43;;2501327.55;1114605.44
223841;Signalisation lumineuse;;2008-04-18 16:20:43;;2498581.75;1121429.97
228789;Autres carrefours;;2008-04-18 16:20:43;;2493658.99;1121625.90
224271;Autres carrefours;;2008-04-18 16:20:43;;2501145.65;1113522.80
228466;Autres carrefours;;2008-04-18 16:20:43;;2508348.34;1120110.63
228704;Autres carrefours;;2008-04-18 16:20:43;;2497809.15;1114146.60
224474;Autres carrefours;;2008-04-18 16:20:43;;2502429.83;1115675.97
223283;Autres carrefours;;2008-04-18 16:20:43;;2500124.03;1122395.12
224260;Autres carrefours;;2008-04-18 16:20:43;;2500935.08;1112435.10
227406;Autres carrefours;;2008-04-18 16:20:43;;2490422.73;1118300.74
232406;Changement voie;;2008-04-18 16:20:43;;2496514.66;1116772.62
225050;Autres carrefours;;2008-04-18 16:20:43;;2507382.78;1122370.26
232646;Impasse;;2008-04-18 16:20:43;;2487554.65;1118805.81
232147;Impasse;;2008-04-18 16:20:43;;2500516.23;1128360.37
226216;Autres carrefours;;2008-04-18 16:20:43;;2502833.24;1113528.97
228384;Autres carrefours;;2008-04-18 16:20:43;;2490863.89;1118284.77
227428;Autres carrefours;;2008-04-18 16:20:43;;2490165.22;1118137.38
223580;Autres carrefours;;2008-04-18 16:20:43;;2506430.40;1117888.33
228914;Autres carrefours;;2008-04-18 16:20:43;;2501269.64;1117394.97
223552;Autres carrefours;;2008-04-18 16:20:43;;2506936.61;1119905.04
225175;Autres carrefours;;2008-04-18 16:20:43;;2499260.60;1117491.09
225159;Autres carrefours;;2008-04-18 16:20:43;;2499350.31;1116952.11
223258;Autres carrefours;;2008-04-18 16:20:43;;2499968.79;1111827.20
224978;Signalisation lumineuse;;2008-04-18 16:20:43;;2499785.97;1118186.12
228491;Autres carrefours;;2008-04-18 16:20:43;;2511712.23;1120678.17
224308;Autres carrefours;;2008-04-18 16:20:43;;2495115.02;1116698.88
222844;Signalisation lumineuse;;2008-04-18 16:20:43;;2499781.52;1117480.15
227123;Autres carrefours;;2008-04-18 16:20:43;;2500814.71;1117049.42
227715;Autres carrefours;;2008-04-18 16:20:43;;2489370.73;1115976.83
225224;Autres carrefours;;2008-04-18 16:20:43;;2500992.69;1113944.04
233227;Impasse;;2008-04-18 16:20:43;;2501776.04;1126779.10
223089;Autres carrefours;;2008-04-18 16:20:43;;2500524.73;1117227.14
228807;Autres carrefours;;2008-04-18 16:20:43;;2495049.60;1121512.20
224464;Autres carrefours;;2008-04-18 16:20:43;;2502460.94;1115952.37
227305;Autres carrefours;;2008-04-18 16:20:43;;2491424.39;1119708.39
232143;Changement voie;;2008-04-18 16:20:43;;2500171.96;1117649.25
232057;Impasse;;2008-04-18 16:20:43;;2499605.51;1117995.98
226288;Autres carrefours;;2008-04-18 16:20:43;;2500090.58;1119917.23
233007;Impasse;;2008-04-18 16:20:43;;2505090.22;1119673.36
227352;Autres carrefours;;2008-04-18 16:20:43;;2493717.01;1113373.63
228694;Autres carrefours;;2008-04-18 16:20:43;;2496113.45;1115699.56
227625;Autres carrefours;;2008-04-18 16:20:43;;2489766.50;1112355.70
228368;Autres carrefours;;2008-04-18 16:20:43;;2498720.12;1116649.11
224341;Autres carrefours;;2008-04-18 16:20:43;;2503168.38;1119722.74
226710;Autres carrefours;;2008-04-18 16:20:43;;2502174.99;1125754.10
226117;Autres carrefours;;2008-04-18 16:20:43;;2493778.66;1113202.08
227361;Autres carrefours;;2008-04-18 16:20:43;;2492430.98;1120444.14
223063;Autres carrefours;;2008-04-18 16:20:43;;2511566.98;1122513.04
227458;Autres carrefours;;2008-04-18 16:20:43;;2508192.10;1128510.67
229071;Autres carrefours;;2008-04-18 16:20:43;;2496729.73;1112820.60
227310;Autres carrefours;;2008-04-18 16:20:43;;2490732.52;1119291.63
228829;Autres carrefours;;2008-04-18 16:20:43;;2503276.18;1119358.53
223919;Autres carrefours;;2008-04-18 16:20:43;;2504551.29;1120950.78
228851;Stop toutes directions;;2008-04-18 16:20:43;;2501249.39;1116159.71
228188;Autres carrefours;;2008-04-18 16:20:43;;2501986.59;1127168.94
232466;Changement voie;;2008-04-18 16:20:43;;2499753.66;1113816.23
225892;Autres carrefours;;2008-04-18 16:20:43;;2501980.90;1113881.71
228696;Autres carrefours;;2008-04-18 16:20:43;;2497230.37;1116025.30
223568;Autres carrefours;;2008-04-18 16:20:43;;2506913.77;1118473.21
224777;Autres carrefours;;2008-04-18 16:20:43;;2498189.25;1125885.06
223048;Autres carrefours;;2008-04-18 16:20:43;;2497647.37;1125872.23
223437;Autres carrefours;;2008-04-18 16:20:43;;2510360.82;1121361.90
232082;Impasse;;2008-04-18 16:20:43;;2496443.99;1115681.78
232767;Changement voie;;2008-04-18 16:20:43;;2496679.58;1114787.14
224526;Autres carrefours;;2008-04-18 16:20:43;;2501599.55;1117840.71
233026;Changement voie;;2008-04-18 16:20:43;;2505520.83;1124799.24
224453;Autres carrefours;;2008-04-18 16:20:43;;2503672.67;1117584.09
232872;Impasse;;2008-04-18 16:20:43;;2502286.27;1113398.01
223903;Autres carrefours;;2008-04-18 16:20:43;;2504279.41;1119534.24
223132;Autres carrefours;;2008-04-18 16:20:43;;2501003.84;1124471.17
225376;Autres carrefours;;2008-04-18 16:20:43;;2499714.79;1117636.15
224339;Autres carrefours;;2008-04-18 16:20:43;;2503571.93;1119492.62
227911;Autres carrefours;;2008-04-18 16:20:43;;2499889.26;1117494.02
226747;Autres carrefours;;2008-04-18 16:20:43;;2501593.35;1126542.59
228085;Autres carrefours;;2008-04-18 16:20:43;;2489036.39;1114166.54
232431;Impasse;;2008-04-18 16:20:43;;2504768.37;1118984.06
223595;Autres carrefours;;2008-04-18 16:20:43;;2500174.96;1114303.78
227445;Autres carrefours;;2008-04-18 16:20:43;;2507916.33;1127648.41
228698;Autres carrefours;;2008-04-18 16:20:43;;2497324.12;1115596.03
226352;Autres carrefours;;2008-04-18 16:20:43;;2500114.22;1118451.30
223193;Autres carrefours;;2008-04-18 16:20:43;;2499233.09;1122435.55
226208;Autres carrefours;;2008-04-18 16:20:43;;2502182.85;1113551.54
224043;Autres carrefours;;2008-04-18 16:20:43;;2500477.24;1117299.81
228216;Autres carrefours;;2008-04-18 16:20:43;;2500962.97;1126975.91
232774;Impasse;;2008-04-18 16:20:43;;2506984.46;1122267.37
223971;Autres carrefours;;2008-04-18 16:20:43;;2504394.58;1117437.73
222920;Autres carrefours;;2008-04-18 16:20:43;;2502611.60;1117201.67
223195;Autres carrefours;;2008-04-18 16:20:43;;2499153.94;1122216.14
233409;Changement voie;;2008-04-18 16:20:43;;2507416.47;1125859.92
232816;Impasse;;2008-04-18 16:20:43;;2497103.40;1117084.81
233142;Impasse;;2008-04-18 16:20:43;;2494057.07;1120192.20
224473;Autres carrefours;;2008-04-18 16:20:43;;2502550.01;1115699.75
232625;Impasse;;2008-04-18 16:20:43;;2494519.66;1121317.50
227539;Autres carrefours;;2008-04-18 16:20:43;;2491580.41;1112540.18
228077;Autres carrefours;;2008-04-18 16:20:43;;2488524.41;1114725.92
222942;Autres carrefours;;2008-04-18 16:20:43;;2494855.01;1118209.77
227138;Autres carrefours;;2008-04-18 16:20:43;;2500291.38;1117452.00
223408;Autres carrefours;;2008-04-18 16:20:43;;2509551.39;1119456.40
232184;Impasse;;2008-04-18 16:20:43;;2498477.77;1117534.74
226129;Autres carrefours;;2008-04-18 16:20:43;;2493575.26;1113405.90
225647;Autres carrefours;;2008-04-18 16:20:43;;2494222.75;1113457.51
224194;Autres carrefours;;2008-04-18 16:20:43;;2487533.82;1112707.14
227925;Autres carrefours;;2008-04-18 16:20:43;;2488920.60;1113116.27
233495;Impasse;;2008-04-18 16:20:43;;2498658.28;1114231.61
226799;Autres carrefours;;2008-04-18 16:20:43;;2499948.41;1116773.64
226811;Autres carrefours;;2008-04-18 16:20:43;;2500149.49;1116340.20
226687;Signalisation lumineuse;;2008-04-18 16:20:43;;2499997.66;1116944.60
225497;Autres carrefours;;2008-04-18 16:20:43;;2499627.12;1115910.12
224144;Autres carrefours;;2008-04-18 16:20:43;;2499319.17;1116106.03
232545;Impasse;;2008-04-18 16:20:43;;2488732.80;1115157.26
227721;Autres carrefours;;2008-04-18 16:20:43;;2489993.38;1115785.28
227709;Autres carrefours;;2008-04-18 16:20:43;;2489754.56;1116252.56
227723;Autres carrefours;;2008-04-18 16:20:43;;2490351.83;1116669.41
232358;Impasse;;2008-04-18 16:20:43;;2490720.71;1116738.72
228785;Autres carrefours;;2008-04-18 16:20:43;;2496567.00;1115116.11
228208;Giratoire;;2008-10-13 16:37:15;13;2500978.23;1127556.03
227192;Autres carrefours;;2008-04-18 16:20:43;;2500278.81;1118268.05
223810;Autres carrefours;;2008-04-18 16:20:43;;2505897.11;1121492.92
223929;Autres carrefours;;2008-04-18 16:20:43;;2503907.39;1115661.34
223926;Signalisation lumineuse;;2008-04-18 16:20:43;;2503748.78;1115576.39
232986;Impasse;;2008-04-18 16:20:43;;2500473.22;1123125.59
223234;Autres carrefours;;2008-04-18 16:20:43;;2500340.52;1123331.71
223233;Autres carrefours;;2008-04-18 16:20:43;;2500252.27;1123357.18
232136;Autres carrefours;;2008-04-18 16:20:43;;2498872.47;1122474.63
223210;Autres carrefours;;2008-04-18 16:20:43;;2500461.62;1123483.14
233839;Autres carrefours;;2008-04-18 16:20:43;;2498860.85;1122488.30
222970;Signalisation lumineuse;;2008-04-18 16:20:43;;2498569.30;1122171.83
223376;Autres carrefours;;2008-04-18 16:20:43;;2498780.36;1121390.83
232973;Impasse;;2008-04-18 16:20:43;;2498970.27;1122379.61
223317;Autres carrefours;;2008-04-18 16:20:43;;2499138.72;1122003.65
223205;Autres carrefours;;2008-04-18 16:20:43;;2498699.56;1121760.86
225549;Giratoire;;2008-10-16 15:17:59;12;2498354.73;1121609.70
229041;Autres carrefours;;2008-04-18 16:20:43;;2498376.32;1121713.44
233907;Impasse;;2008-04-18 16:20:43;;2500556.86;1114471.39
232068;Impasse;;2008-04-18 16:20:43;;2498252.70;1118276.15
232203;Impasse;;2008-04-18 16:20:43;;2492554.43;1113193.36
225996;Autres carrefours;;2008-04-18 16:20:43;;2493332.13;1113905.35
225918;Autres carrefours;;2008-04-18 16:20:43;;2493189.85;1114280.15
225924;Autres carrefours;;2008-04-18 16:20:43;;2492909.28;1114228.63
224239;Autres carrefours;;2008-04-18 16:20:43;;2494367.41;1114762.78
225678;Autres carrefours;;2008-04-18 16:20:43;;2495539.11;1115328.32
225672;Autres carrefours;;2008-04-18 16:20:43;;2495239.63;1115318.41
225439;Autres carrefours;;2008-04-18 16:20:43;;2495092.24;1115451.51
232481;Impasse;;2008-04-18 16:20:43;;2495251.45;1115691.26
233093;Impasse;;2008-04-18 16:20:43;;2495127.19;1115858.57
225655;Autres carrefours;;2008-04-18 16:20:43;;2494374.84;1115552.16
225659;Autres carrefours;;2008-04-18 16:20:43;;2494654.20;1115367.84
225741;Autres carrefours;;2008-04-18 16:20:43;;2497547.98;1114237.04
228308;Autres carrefours;;2008-04-18 16:20:43;;2496720.22;1113575.83
232079;Impasse;;2008-04-18 16:20:43;;2498475.96;1115295.90
225757;Autres carrefours;;2008-04-18 16:20:43;;2498427.32;1114308.12
232479;Impasse;;2008-04-18 16:20:43;;2498094.66;1116458.36
233589;Impasse;;2008-04-18 16:24:25.000001;;2491756.36;1119157.26
227651;Autres carrefours;;2008-04-18 16:20:43;;2491013.55;1114767.84
232220;Impasse;;2008-04-18 16:20:43;;2491143.72;1115352.88
224171;Autres carrefours;;2008-04-18 16:20:43;;2495120.14;1114390.27
226071;Autres carrefours;;2008-04-18 16:20:43;;2493610.49;1115236.89
225487;Autres carrefours;;2008-04-18 16:20:43;;2495030.77;1114378.35
228322;Autres carrefours;;2008-04-18 16:20:43;;2495217.18;1114335.50
233112;Changement voie;;2008-04-18 16:20:43;;2505380.51;1120963.21
233124;Impasse;;2008-04-18 16:20:43;;2490342.96;1114961.54
225094;Autres carrefours;;2008-04-18 16:20:43;;2507032.48;1121716.78
225131;Autres carrefours;;2008-04-18 16:20:43;;2499098.96;1118164.32
224228;Autres carrefours;;2008-04-18 16:20:43;;2494293.19;1114715.05
225711;Autres carrefours;;2008-04-18 16:20:43;;2495861.91;1112829.30
222924;Signalisation lumineuse;;2008-04-18 16:20:43;;2502215.10;1117300.52
233256;Impasse;;2008-04-18 16:20:43;;2498945.79;1117637.79
225030;Autres carrefours;;2008-04-18 16:20:43;;2506463.02;1123917.36
226489;Autres carrefours;;2008-04-18 16:20:43;;2492248.31;1116444.36
228133;Autres carrefours;;2008-04-18 16:20:43;;2488809.72;1119427.98
223366;Autres carrefours;;2008-04-18 16:20:43;;2506864.41;1125438.65
225059;Autres carrefours;;2008-04-18 16:20:43;;2506309.36;1122246.05
225615;Autres carrefours;;2008-04-18 16:20:43;;2494400.02;1112204.56
226757;Autres carrefours;;2008-04-18 16:20:43;;2502203.13;1127169.44
227399;Autres carrefours;;2008-04-18 16:20:43;;2490501.70;1117901.24
224023;Autres carrefours;;2008-04-18 16:20:43;;2503451.67;1117934.09
226431;Autres carrefours;;2008-04-18 16:20:51;;2491269.69;1120189.88
226613;Autres carrefours;;2008-04-18 16:20:51;;2491298.41;1120167.46
226642;Autres carrefours;;2008-04-18 16:20:51;;2491488.22;1120404.05
226650;Autres carrefours;;2008-04-18 16:20:51;;2491592.25;1120502.49
227144;Autres carrefours;;2008-04-18 16:20:51;;2491750.32;1120728.75
226637;Autres carrefours;;2008-04-18 16:20:51;;2491658.49;1120124.37
233102;Impasse;;2008-04-18 16:20:51;;2491627.08;1119048.88
227613;Autres carrefours;;2008-04-18 16:20:51;;2492317.16;1120172.24
228030;Autres carrefours;;2008-04-18 16:20:51;;2488648.67;1116431.96
227365;Autres carrefours;;2008-04-18 16:20:51;;2492680.10;1120419.47
227370;Autres carrefours;;2008-04-18 16:20:51;;2492796.02;1120542.91
227181;Autres carrefours;;2008-04-18 16:20:51;;2492853.78;1119793.67
228298;Autres carrefours;;2008-04-18 16:20:51;;2491558.52;1118978.20
232304;Impasse;;2008-04-18 16:20:51;;2491715.36;1119033.12
232580;Impasse;;2008-04-18 16:20:51;;2489553.56;1115195.19
227978;Autres carrefours;;2008-04-18 16:20:51;;2489417.68;1115166.37
228029;Autres carrefours;;2008-04-18 16:20:51;;2488661.72;1116619.70
228026;Autres carrefours;;2008-04-18 16:20:51;;2488607.33;1116759.56
233101;Impasse;;2008-04-18 16:20:51;;2488702.61;1115744.57
228012;Autres carrefours;;2008-04-18 16:20:51;;2488520.25;1115296.59
228032;Autres carrefours;;2008-04-18 16:20:51;;2488554.72;1116386.14
234579;Autres carrefours;;2008-04-18 16:20:51;;2507408.87;1127106.68
228056;Autres carrefours;;2008-04-18 16:20:51;;2487782.07;1116404.71
228048;Autres carrefours;;2008-04-18 16:20:51;;2487888.91;1116693.51
228175;Autres carrefours;;2008-04-18 16:20:51;;2487975.15;1116907.31
228172;Autres carrefours;;2008-04-18 16:20:51;;2488083.25;1116881.58
228181;Autres carrefours;;2008-04-18 16:20:51;;2488145.81;1116857.57
227582;Autres carrefours;;2008-04-18 16:20:51;;2489410.87;1119016.43
228137;Autres carrefours;;2008-04-18 16:20:51;;2488821.65;1118479.30
227581;Autres carrefours;;2008-04-18 16:20:51;;2489526.54;1118776.91
226662;Autres carrefours;;2008-04-18 16:20:51;;2489816.72;1118961.74
228378;Autres carrefours;;2008-04-18 16:20:51;;2489528.29;1119110.68
223134;Autres carrefours;;2008-04-18 16:20:51;;2501200.40;1124685.12
232196;Impasse;;2008-04-18 16:20:51;;2497439.12;1114836.28
226418;Autres carrefours;;2008-04-18 16:20:51;;2505224.04;1133775.44
226393;Autres carrefours;;2008-04-18 16:20:51;;2504626.30;1133399.10
225077;Autres carrefours;;2008-04-18 16:20:51;;2506823.05;1122262.93
226397;Autres carrefours;;2008-04-18 16:20:51;;2504576.42;1133435.82
232487;Frontière;;2008-04-18 16:20:51;;2511394.00;1123792.94
226420;Autres carrefours;;2008-04-18 16:20:51;;2505065.73;1133115.00
223733;Autres carrefours;;2008-04-18 16:20:51;;2505921.67;1123584.79
226287;Autres carrefours;;2008-04-18 16:20:51;;2504637.89;1133811.16
226422;Autres carrefours;;2008-04-18 16:20:51;;2504822.62;1133781.47
232783;Impasse;;2008-04-18 16:20:51;;2506904.19;1122170.01
226419;Autres carrefours;;2008-04-18 16:20:51;;2505195.37;1133793.38
232591;Impasse;;2008-04-18 16:20:51;;2506791.44;1122309.47
225039;Autres carrefours;;2008-04-18 16:20:51;;2507947.36;1121892.51
226679;Autres carrefours;;2008-04-18 16:20:51;;2500315.45;1116851.52
227649;Autres carrefours;;2008-04-18 16:20:51;;2491604.17;1115014.80
233098;Impasse;;2008-04-18 16:20:51;;2489368.98;1111464.42
227516;Autres carrefours;;2008-04-18 16:20:51;;2489347.73;1111430.21
226180;Autres carrefours;;2008-04-18 16:20:51;;2489116.35;1111559.40
227991;Autres carrefours;;2008-04-18 16:20:51;;2490577.92;1111228.41
233104;Impasse;;2008-04-18 16:21:11;;2499939.66;1122727.44
226675;Autres carrefours;;2008-04-18 16:21:11;;2500336.37;1116870.39
232667;Impasse;;2008-04-18 16:21:11;;2506221.24;1119753.03
223378;Autres carrefours;;2008-04-18 16:21:11;;2498701.40;1121530.08
233463;Changement voie;;2008-04-18 16:21:11;;2499752.02;1113802.69
226514;Autres carrefours;;2008-04-18 16:21:11;;2488427.50;1114028.70
227158;Autres carrefours;;2008-04-18 16:21:11;;2498118.10;1114471.56
226235;Autres carrefours;;2008-04-18 16:21:11;;2503214.06;1113706.76
227668;Autres carrefours;;2008-04-18 16:21:11;;2500019.44;1117922.66
228386;Autres carrefours;;2008-04-18 16:21:11;;2493205.67;1117981.42
223882;Autres carrefours;;2008-04-18 16:21:11;;2505201.02;1118549.63
225302;Autres carrefours;;2008-04-18 16:21:11;;2499938.96;1117391.57
226100;Autres carrefours;;2008-04-18 16:21:11;;2501940.03;1113798.99
227999;Autres carrefours;;2008-04-18 16:21:11;;2488567.87;1117107.42
232784;Impasse;;2008-04-18 16:21:11;;2503173.34;1117325.96
227773;Autres carrefours;;2008-04-18 16:21:11;;2493052.03;1121278.45
227216;Autres carrefours;;2008-04-18 16:21:11;;2503682.72;1116806.89
229121;Autres carrefours;;2008-04-18 16:21:11;;2499112.80;1113639.66
224207;Autres carrefours;;2008-04-18 16:21:11;;2494362.28;1114124.84
226373;Autres carrefours;;2008-04-18 16:21:11;;2500227.76;1118746.00
224711;Autres carrefours;;2008-04-18 16:21:11;;2496655.14;1118385.12
227546;Autres carrefours;;2008-04-18 16:21:11;;2491414.73;1112329.16
227905;Autres carrefours;;2008-04-18 16:21:11;;2488281.56;1113588.94
228011;Autres carrefours;;2008-04-18 16:21:11;;2487852.31;1118121.62
228236;Autres carrefours;;2008-04-18 16:21:11;;2500511.33;1127213.65
224615;Signalisation lumineuse;;2008-04-18 16:21:11;;2500714.07;1115383.13
232533;Impasse;;2008-04-18 16:21:11;;2497084.42;1115034.60
225564;Autres carrefours;;2008-04-18 16:21:11;;2499953.47;1112883.16
223920;Autres carrefours;;2008-04-18 16:21:11;;2504582.46;1120916.73
224350;Autres carrefours;;2008-04-18 16:21:11;;2503366.50;1119860.54
233273;Impasse;;2008-04-18 16:21:11;;2492107.41;1119998.67
226610;Autres carrefours;;2008-04-18 16:21:11;;2494238.53;1121178.23
